line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
928,Local,1749,Bayonne,,Angleterre,Exports,Avirons,,,420,,60,traques,7,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
929,Local,1749,Bayonne,,Angleterre,Exports,Fer en barres,,,5808,,48400,livres,.12,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
930,Local,1749,Bayonne,,Espagne,Exports,Amidon,,,506,,2200,livres,.23,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
931,Local,1749,Bayonne,,Espagne,Exports,Bas de soye,,,19480,,487,livres,40,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
932,Local,1749,Bayonne,,Espagne,Exports,Baudriers,,,448,,56,pièces,8,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
933,Local,1749,Bayonne,,Espagne,Exports,Bazin,,,30780,,1710,pièces,18,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
934,Local,1749,Bayonne,,Espagne,Exports,Biscuits de mer,,,840,,6000,livres,.14,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
935,Local,1749,Bayonne,,Espagne,Exports,Bœufs en vie,,,36720,,459,pièces,80,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
936,Local,1749,Bayonne,,Espagne,Exports,Bouteille de verre,,,140,,700,pièces,.2,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
937,Local,1749,Bayonne,,Espagne,Exports,Boutons de fil d'or et d'argent,,,43695,,728.25,livres,60,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
938,Local,1749,Bayonne,,Espagne,Exports,Bray sec,,,24307.5,,694500,livres,.35,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,erreur de décimale,-218767.5,,,,,,,,,,
939,Local,1749,Bayonne,,Espagne,Exports,Cacao de Caraque,,,355090.1,,308774,livres,1.15,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
940,Local,1749,Bayonne,,Espagne,Exports,Cacao des Isles,,,75295.5,,150591,livres,.5,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
941,Local,1749,Bayonne,,Espagne,Exports,Caffé des Isles,,,1431.75,,1245,livres,1.15,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
942,Local,1749,Bayonne,,Espagne,Exports,Camelot d'amiens,,,23760,,132,pièces,180,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
943,Local,1749,Bayonne,,Espagne,Exports,Camelot d'amiens,,,7012.8,,974,livres,7.2,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
944,Local,1749,Bayonne,,Espagne,Exports,Canelle,,,45276,,8232,livres,5.5,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
945,Local,1749,Bayonne,,Espagne,Exports,Canon et boulets de fer,,,4950,,33000,livres,.15,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
946,Local,1749,Bayonne,,Espagne,Exports,Cassonade des Isles,,,517711.25,,1479175,livres,.35,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
947,Local,1749,Bayonne,,Espagne,Exports,Ceruze,,,1450,,5800,livres,.25,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
948,Local,1749,Bayonne,,Espagne,Exports,Chaises de paille,,,432,,216,en nombre,2,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
949,Local,1749,Bayonne,,Espagne,Exports,Chapeaux castor,,,622926,,34607,pièces,18,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
950,Local,1749,Bayonne,,Espagne,Exports,Chapeaux communs,,,180,,72,pièces,2.5,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
951,Local,1749,Bayonne,,Espagne,Exports,Chapeaux demi castor,,,47880,,5320,livres,9,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
952,Local,1749,Bayonne,,Espagne,Exports,Chapeaux demi vigogne,,,23593.5,,5243,pièces,4.5,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1749.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
