line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,absurd_value,value_part_of_bundle,quantity,quantity_unit,absurd_quantity,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3486,Local,1766,Bordeaux,,Guinée,Exports,Indienne,,,44968,,,1606,Pièces,,28,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3487,Local,1766,Bordeaux,,Guinée,Exports,Lames de sabre,,,3300,,,1650,En nombre,,2,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3488,Local,1766,Bordeaux,,Guinée,Exports,Limeneas,,,9840,,,410,Pièces,,24,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3489,Local,1766,Bordeaux,,Guinée,Exports,Mouchoirs de coton,,,23968,,,1712,Pièces,,14,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3490,Local,1766,Bordeaux,,Guinée,Exports,Plomb en grenaille,,,3875,,,15500,Livres,,"0,25",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3491,Local,1766,Bordeaux,,Guinée,Exports,Poudre a feu,,,8100,,,9000,Livres,,"0,9",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3492,Local,1766,Bordeaux,,Guinée,Exports,Salemporis,,,8300,,,415,Pièces,,20,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3493,Local,1766,Bordeaux,,Guinée,Exports,Salemporis,,,2842,,,203,Pièces,,14,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3494,Local,1766,Bordeaux,,Guinée,Exports,Tapsel,,,2860,,,130,Pièces,,22,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3495,Local,1766,Bordeaux,,Guinée,Exports,Toile platille,,,7800,,,1950,Pièces,,4,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3496,Local,1766,Bordeaux,,Guinée,Exports,Vin de ville,,,33375,,,"111,25",Tonneaux,,300,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3497,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Acier,,,1610,,,4600,Livres,,"0,35",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3498,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Amidon,,,5590,,,27950,Livres,,"0,2",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3499,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Argenterie,,,40000,,,,,,,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3500,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Artichaux,,,8080,,,4040,Livres,,2,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3501,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Bas de soye,,,10080,,,84,Douzaines,,120,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3502,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Basin,,,5100,,,1700,Aunes,,3,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3503,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Beuf sallé,,,4040,,,40400,Livres,,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3504,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Beurre,,,57600,,,115200,Livres,,"0,5",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3505,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Bougie,,,10450,,,5500,Livres,,"1,9",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3506,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Bourre de beuf,,,"413,75",,,8275,Livres,,"0,05",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3507,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Bray sec,,,"567,5",,,11350,Livres,,"0,05",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3508,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Chandelles,,,7540,,,15080,Livres,,"0,5",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3509,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Chemises communes,,,68500,,,1370,Douzaines,,50,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3510,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Cochon salé,,,"978,75",,,6525,Livres,,"0,15",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3511,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Coffres de chirurgie,,,43000,,,215,En nombre,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3512,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Cordages de chanvre,,,"4402,5",,,14675,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3513,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Cordillatrie,,,19000,,,9500,Livres,,2,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3514,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Couvertures de laine,,,2880,,,36,Douzaines,,80,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3515,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Cuivre ouvré,,,7680,,,4800,Livres,,"1,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3516,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Dentellle fine,,,12000,,,,,,,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3517,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Dez a jouer,,,5520,,,69,Grosses,,80,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3518,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Draps de toute espece,,,63000,,,,,,,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3519,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Eau de vie,,,11041,,,11041,Pots,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3520,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Epicerie,,,11672,,,1459,Livres,,8,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3521,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Etain ouvré,,,4255,,,4255,Livres,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3522,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Etoffe de soye,,,196760,,,4919,Livres,,40,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3523,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Etoupes,,,360,,,3600,Livres,,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3524,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Farine,,,"627293,25",,,4181955,Livres,,"0,15",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3525,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Fayance,,,4500,,,9000,Livres,,"0,5",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3526,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Fer ouvré,,,1825,,,7300,Livres,,"0,25",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3527,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Fil a coudre,,,15948,,,5316,Livres,,3,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3528,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Fromage d'hollande,,,2065,,,5900,Livres,,"0,35",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3529,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Fusils de traite,,,45600,,,1900,En nombre,,24,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3530,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Gans de soye,,,480,,,8,Douzaines,,60,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3531,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Graisse de porc,,,2360,,,5900,Livres,,"0,4",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3532,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Huille d'olive ; commune,,,5715,,,12700,Livres,,"0,45",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3533,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Huille d'olive ; fine,,,"3867,5",,,5950,Livres,,"0,65",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3534,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Jambons,,,5450,,,10900,Livres,,"0,5",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3535,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Jeux de voile,,,230000,,,230,En nombre,,1000,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3536,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Lard,,,2905,,,8300,Livres,,"0,35",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3537,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Legumes,,,930,,,155,Boisseaux,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3538,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Limes d'acier,,,1350,,,900,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,675 erreur calcul,,,,,,,,,
3539,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Liqueurs de ville,,,8505,,,2835,Pots,,3,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3540,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Mercerie,,,14000,,,3500,Livres,,4,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3541,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Mouchoirs de Cholet,,,15825,,,1055,Douzaines,,15,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3542,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Mousseline,,,9000,,,150,Pièces,,60,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3543,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Papier blanc,,,1464,,,244,Rames,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3544,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Pipes a fumer,,,108,,,36,Grosses,,3,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3545,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Planches de sapin,,,2850,,,19,Cens,,150,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3546,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Plomb en grenaille,,,3675,,,14700,Livres,,"0,25",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3547,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Plumes a ecrire,,,"37,5",,,"7,5",Livres,,5,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3548,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Poudre a canon,,,36905,,,36905,Livres,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3549,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Poudre a poudrer,,,"6112,5",,,24450,Livres,,"0,25",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
3550,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Provisions de bouche,,,1170,,,3900,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3551,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Quincaille de fer,,,1275,,,2125,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3552,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Remedes,,,26300,,,,,,,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3553,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Savon,,,"2412,5",,,4825,Livres,,"0,5",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3554,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Sel,,,180,,,30,Mines,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3555,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Siamoise,,,18800,,,9400,Aunes,,2,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3556,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Souliers,,,20650,,,5900,Paires,,"3,5",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3557,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Suif,,,1440,,,4800,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3558,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Toile de toute espece,,,57000,,,,,,,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3559,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Toile de linge de table ; napes ouvrées,,,2720,,,272,En nombre,,10,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3560,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Toile de linge de table ; serviettes communes,,,1320,,,110,Douzaines,,12,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3561,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Velours,,,12504,,,521,Aunes,,24,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3562,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Vin de Bordeaux ; de haut,,,"691812,5",,,"2767,25",Tonneaux,,250,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3563,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Vin de Bordeaux ; de ville,,,3349650,,,"11165,5",Tonneaux,,300,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
3564,Local,1766,Bordeaux,,Isles françaises de l'amerique,Exports,Vinaigre,,,1550,,,"7,75",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,5,,,,,Pascal Fontaine,,,,,,,,,,,
