line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1761,Bordeaux,,Danemark,Exports,Caffé des Isles,,,4196.45,,4937,Livres,.85,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
2,Local,1761,Bordeaux,,Danemark,Exports,Eau de vie,,,165375,,2205,Barriques,75,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
3,Local,1761,Bordeaux,,Danemark,Exports,Eau de vie,,,646240,,5770,pieces,112,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
4,Local,1761,Bordeaux,,Danemark,Exports,Indigo,,,42553,,6079,livres,7,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
5,Local,1761,Bordeaux,,Danemark,Exports,Noix,,,650,,65,Boisseaux,10,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
6,Local,1761,Bordeaux,,Danemark,Exports,Pruneaux,,,36760,,367600,livres,.1,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
7,Local,1761,Bordeaux,,Danemark,Exports,Vin de haut,,,24000,,280,tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,erreur de calcul,-4000,,,,,,,,,,
8,Local,1761,Bordeaux,,Danemark,Exports,Vin de ville,,,658590,,5488.25,tonneaux,120,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
9,Local,1761,Bordeaux,,Danemark,Exports,Vinaigre,,,29850,,298.5,tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
10,Local,1761,Bordeaux,,Espagne,Exports,Cacao,,,8367.6,,6973,livres,1.2,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
11,Local,1761,Bordeaux,,Espagne,Exports,Chataignes,,,420,,70,Boisseaux,6,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
12,Local,1761,Bordeaux,,Espagne,Exports,Eau de vie,,,136650,,1822,Barriques,75,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
13,Local,1761,Bordeaux,,Espagne,Exports,Eau de vie,,,20944,,187,pieces,112,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
14,Local,1761,Bordeaux,,Espagne,Exports,Farine,,,20076,,1434,Boisseaux,14,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
15,Local,1761,Bordeaux,,Espagne,Exports,Legumes,,,11316,,1886,Boisseaux,6,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
16,Local,1761,Bordeaux,,Espagne,Exports,Pruneaux,,,20475.1,,204751,livres,.1,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,2,,,,,Demba,,,0,,,,,,,,,,
17,Local,1761,Bordeaux,,Espagne,Exports,,,,2576.25,,3435,livres,.75,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,"page déchirée, pas de nom de marchandise",0,,,,,,,,,,
18,Local,1761,Bordeaux,,Espagne,Exports,,,,1325,,26.5,Barriques,50,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,"page déchirée, pas de nom de marchandise",0,,,,,,,,,,
19,Local,1761,Bordeaux,,Espagne,Exports,Vin de Blaye,,,24675,,246.75,tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
20,Local,1761,Bordeaux,,Espagne,Exports,Vin de haut,,,20500,,205,tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
21,Local,1761,Bordeaux,,Espagne,Exports,Vin de ville,,,440310,,3669.25,tonneaux,120,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
22,Local,1761,Bordeaux,,Espagne,Exports,Vinaigre,,,26750,,267.5,tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
23,Local,1761,Bordeaux,,Flandre,Exports,Eau de vie,,,1425,,19,Barriques,75,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
24,Local,1761,Bordeaux,,Flandre,Exports,Eau de vie,,,16800,,150,pieces,112,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
25,Local,1761,Bordeaux,,Flandre,Exports,Vin de Blaye,,,6400,,64,tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
26,Local,1761,Bordeaux,,Flandre,Exports,Vin de haut,,,9600,,96,tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
27,Local,1761,Bordeaux,,Flandre,Exports,Vin de ville,,,125400,,1045,tonneaux,120,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
28,Local,1761,Bordeaux,,Flandre,Exports,Vinaigre,,,825,,8.25,tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,AD33 C4388,3,,,,,Demba,,,0,,,,,,,,,,
