line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
124,Local,1732,Caen,,Angleterre,Imports,Acier,,,,,75,livres,.27000001,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,"-20,25",,,,,,,,,,
125,Local,1732,Caen,,Angleterre,Imports,Ardoises,,,,,95,miliers,38,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-3610,,,,,,,,,,
126,Local,1732,Caen,,Angleterre,Imports,Bariques ; vielles ; vuides,,,,,60,en nombre,1.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-90,,,,,,,,,,
127,Local,1732,Caen,,Angleterre,Imports,Bois ; de chesne de 30 pieds,,,,,1,pièce,0,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,0 pas de prix unitaire,,,,,,,,,,
128,Local,1732,Caen,,Angleterre,Imports,Chevaux ; à bas prix,,,,,3,en nombre,120,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-360,,,,,,,,,,
129,Local,1732,Caen,,Angleterre,Imports,Cuirs ; verts ; en poil,,,,,65,en nombre,22.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,"-1462,5",,,,,,,,,,
130,Local,1732,Caen,,Angleterre,Imports,Crin,,,,,600,livres,.50999999,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-306,,,,,,,,,,
131,Local,1732,Caen,,Angleterre,Imports,Cheveux,,,30,,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-30,,,,,,,,,,
132,Local,1732,Caen,,Angleterre,Imports,Chanvre ; peigné,,,,,150,livres,.60000002,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-90,,,,,,,,,,
133,Local,1732,Caen,,Angleterre,Imports,Chanvre ; cru,,,,,875,livres,.22499999,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,"-196,875",,,,,,,,,,
134,Local,1732,Caen,,Angleterre,Imports,Cire ; jaune,,,,,60,livres,1.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-90,,,,,,,,,,
135,Local,1732,Caen,,Angleterre,Imports,Cuivre ; en mitraille,,,,,3675,livres,1,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-3675,,,,,,,,,,
136,Local,1732,Caen,,Angleterre,Imports,Charbon ; de terre,,,,,4835,barils,3,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-14505,,,,,,,,,,
137,Local,1732,Caen,,Angleterre,Imports,Etoupe,,,,,400,livres,.175,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-70,,,,,,,,,,
138,Local,1732,Caen,,Angleterre,Imports,Fer ; en bares,,,,,1700,livres,.17,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-289,,,,,,,,,,
139,Local,1732,Caen,,Angleterre,Imports,Graine ; de lin,,,,,42,setiers,30,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-1260,,,,,,,,,,
140,Local,1732,Caen,,Angleterre,Imports,Huile ; de poisson,,,,,6.5,bariques,115,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,"-747,5",,,,,,,,,,
141,Local,1732,Caen,,Angleterre,Imports,Laine ; en suin,,,,,16700,livres,.75,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-12525,,,,,,,,,,
142,Local,1732,Caen,,Angleterre,Imports,Lin ; cru,,,,,50,livres,.44999999,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,"-22,5",,,,,,,,,,
143,Local,1732,Caen,,Angleterre,Imports,Lit ; de plume,,,,,1,estimé,30,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,-30,,,,,,,,,,
144,Local,1732,Caen,,Angleterre,Imports,Morue ; verte,,,,,40,livres,.125,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,-5,,,,,,,,,,
145,Local,1732,Caen,,Angleterre,Imports,Mats ; de navires ; de 8 palmes,,,,,1,,0,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,0 pas de prix unitaire,,,,,,,,,,
146,Local,1732,Caen,,Angleterre,Imports,Meules ; à couteliers ; assorties,,,,,162,en nombre,4,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,-648,,,,,,,,,,
147,Local,1732,Caen,,Angleterre,Imports,Peaux ; de moutons ; en laine,,,,,260,en nombre,1.75,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,-455,,,,,,,,,,
148,Local,1732,Caen,,Angleterre,Imports,Pipes ; à fumer,,,,,37,grosses,2.25,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Imports_1732.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,"-83,25",,,,,,,,,,
