line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
2583,Local,1762,Bordeaux,,Danemark,Exports,Caffé,,,"15182,7",,17862,Livres,"0,85",sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2584,Local,1762,Bordeaux,,Danemark,Exports,Eau de vie,,,93525,,1247,Bariques,75,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2585,Local,1762,Bordeaux,,Danemark,Exports,Eau de vie,,,65408,,584,Pièces,112,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2586,Local,1762,Bordeaux,,Danemark,Exports,Indigo,,,23303,,3329,Livres,7,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2587,Local,1762,Bordeaux,,Danemark,Exports,Pruneaux,,,"37011,8",,370118,Livres,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2588,Local,1762,Bordeaux,,Danemark,Exports,Vin ; de blaye,,,5800,,"64,5",Tonneaux,75,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,"962,5 erreur calcul",,,,,,,,,
2589,Local,1762,Bordeaux,,Danemark,Exports,Vin ; de bourg,,,1890,,21,Tonneaux,90,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2590,Local,1762,Bordeaux,,Danemark,Exports,Vin ; de haut,,,28575,,"285,75",Tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2591,Local,1762,Bordeaux,,Danemark,Exports,Vin ; de ville,,,521460,,"4345,5",Tonneaux,120,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2592,Local,1762,Bordeaux,,Danemark,Exports,Vinaigre,,,20675,,"206,75",Tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2593,Local,1762,Bordeaux,,Espagne,Exports,Bled,,,11200,,1400,Boisseaux,8,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2594,Local,1762,Bordeaux,,Espagne,Exports,Eau de vie,,,41700,,556,Bariques,75,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2595,Local,1762,Bordeaux,,Espagne,Exports,Eau de vie,,,1456,,1942,Pots,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,"-0,5 erreur calcul",,,,,,,,,
2596,Local,1762,Bordeaux,,Espagne,Exports,Farine,,,21098,,1507,Boisseaux,14,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2597,Local,1762,Bordeaux,,Espagne,Exports,Legumes,,,20760,,3460,Boisseaux,6,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2598,Local,1762,Bordeaux,,Espagne,Exports,Pruneaux,,,55480,,554800,Livres,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2599,Local,1762,Bordeaux,,Espagne,Exports,Sucre blanc,,,"7633,5",,10178,Livres,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
2600,Local,1762,Bordeaux,,Espagne,Exports,Taffia,,,1050,,21,Bariques,50,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
2601,Local,1762,Bordeaux,,Espagne,Exports,Vin ; de blaye,,,"47437,5",,"632,5",Tonneaux,75,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
2602,Local,1762,Bordeaux,,Espagne,Exports,Vin ; de haut,,,2550,,"25,5",Tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
2603,Local,1762,Bordeaux,,Espagne,Exports,Vin ; de bourg,,,3645,,"40,5",Tonneaux,90,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
2604,Local,1762,Bordeaux,,Espagne,Exports,Vin ; de ville,,,237330,,"1977,75",Tonneaux,120,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
2605,Local,1762,Bordeaux,,Espagne,Exports,Vinaigre,,,11925,,"119,25",Tonneaux,100,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
2606,Local,1762,Bordeaux,,Flandre,Exports,Eau de vie,,,35100,,468,Bariques,75,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
2607,Local,1762,Bordeaux,,Flandre,Exports,Eau de vie,,,20944,,187,Pièces,112,sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
