line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3479,Local,1763,Nantes,,Angleterre,Imports,Bœuf salé,,,13500,,450,Barils,30,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3480,Local,1763,Nantes,,Angleterre,Imports,Bœuf salé,,,182846.8,,914234,Livres,.2,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3481,Local,1763,Nantes,,Angleterre,Imports,Beure,,,12000,,500,Frequins,24,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3482,Local,1763,Nantes,,Angleterre,Imports,Beure,,,23838.301,,79461,Livres,.30000001,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3483,Local,1763,Nantes,,Angleterre,Imports,Bled froment,,,4480,,32,Tonneaux,140,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3484,Local,1763,Nantes,,Angleterre,Imports,Chandelle,,,8218,,23480,Livres,.34999999,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3485,Local,1763,Nantes,,Angleterre,Imports,Charbon de terre,,,1500,,100,Bariques,15,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3486,Local,1763,Nantes,,Angleterre,Imports,Charbon de terre,,,982,,122.75,Barils,8,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3487,Local,1763,Nantes,,Angleterre,Imports,Farine,,,9036,,75300,Livres,.12,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3488,Local,1763,Nantes,,Angleterre,Imports,Cuirs de bœuf en poil,,,218988,,12166,pièces,18,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3489,Local,1763,Nantes,,Angleterre,Imports,Fer en barres,,,167.39999,,1116,Livres,.15000001,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3490,Local,1763,Nantes,,Angleterre,Imports,Langues salées,,,406.5,,1355,Livres,.30000001,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3491,Local,1763,Nantes,,Angleterre,Imports,Moële de bœuf,,,2.8,,8,Livres,.34999999,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3492,Local,1763,Nantes,,Angleterre,Imports,Poil de bœuf,,,206.25,,2750,Livres,.075000003,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3493,Local,1763,Nantes,,Angleterre,Imports,Saumon salé,,,480,,3200,Livres,.15000001,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3494,Local,1763,Nantes,,Angleterre,Imports,Suif,,,15294,,50980,Livres,.30000001,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
3495,Local,1763,Nantes,,Danemark,Imports,Anspects,,,111,,222,Barres,.5,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3496,Local,1763,Nantes,,Danemark,Imports,Acier,,,76.75,,307,Livres,.25,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3497,Local,1763,Nantes,,Danemark,Imports,Avirons,,,104,,104,En nombre,1,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3498,Local,1763,Nantes,,Danemark,Imports,Bray gras,,,60,,3,Barils,20,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3499,Local,1763,Nantes,,Danemark,Imports,Chevrons ; de 25 pieds,,,360,,144,nombre,2.5,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3500,Local,1763,Nantes,,Danemark,Imports,Chevrons ; de 10 pieds,,,234,,312,nombre,.75,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3501,Local,1763,Nantes,,Danemark,Imports,Cordages de chanvre,,,330,,1100,Livres,.30000001,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3502,Local,1763,Nantes,,Danemark,Imports,Esparts ; de 18 a 20 pieds,,,424.20001,,707,nombre,.60000002,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3503,Local,1763,Nantes,,Danemark,Imports,Esparts ; de 14 pieds,,,15,,30,nombre,.5,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3504,Local,1763,Nantes,,Danemark,Imports,Esparts ; de 8 a 9 pieds,,,38.400002,,96,nombre,.40000001,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
3505,Local,1763,Nantes,,Danemark,Imports,Esparts ; de différentes longueurs,,,9,,36,nombre,.25,sources/Local/AD44_C716_Nantes_Imports_1763.csv,AD44 C716,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
