line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,
229,Local,1753,Nantes,,Hollande,Imports,poesle à frire,,,,,4031,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
230,Local,1753,Nantes,,Hollande,Imports,poids verts,,,,,1.66,Tonneaux,40,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
231,Local,1753,Nantes,,Hollande,Imports,poivre,,,,,8000,livres,1.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
232,Local,1753,Nantes,,Hollande,Imports,poix de bourgogne,,,,,1601,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
233,Local,1753,Nantes,,Hollande,Imports,poix grasses,,,,,2168,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
234,Local,1753,Nantes,,Hollande,Imports,pompe,,,400,,,,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
235,Local,1753,Nantes,,Hollande,Imports,pompe à main,,,,,2,pièces,60,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
236,Local,1753,Nantes,,Hollande,Imports,pots de chaises de commodité,,,,,50,pièces,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
237,Local,1753,Nantes,,Hollande,Imports,poudre à cirer,,,,,57940,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
238,Local,1753,Nantes,,Hollande,Imports,polimi,,,,,600,pièces,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
239,Local,1753,Nantes,,Hollande,Imports,quincaille de fer,,,,,22980,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
240,Local,1753,Nantes,,Hollande,Imports,rassade,,,,,1240,livres,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
241,Local,1753,Nantes,,Hollande,Imports,rassade,,,,,730,pièces,12,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
242,Local,1753,Nantes,,Hollande,Imports,raves de morüe,,,,,595,Baril,22,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
243,Local,1753,Nantes,,Hollande,Imports,rechaux de cuivre,,,,,6,pièces,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
244,Local,1753,Nantes,,Hollande,Imports,rhubarbe,,,,,25,livres,50,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
245,Local,1753,Nantes,,Hollande,Imports,ruban de fil,,,,,266,livres,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
246,Local,1753,Nantes,,Hollande,Imports,salemporis bleu,,,,,100,piece,25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
247,Local,1753,Nantes,,Hollande,Imports,Saumon fumé,,,,,295,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
248,Local,1753,Nantes,,Hollande,Imports,Savon noir,,,,,345,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
249,Local,1753,Nantes,,Hollande,Imports,sel d’ipsum,,,,,338,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
250,Local,1753,Nantes,,Hollande,Imports,sucre en pain,,,,,437,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
251,Local,1753,Nantes,,Hollande,Imports,tabac,,,,,82,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
252,Local,1753,Nantes,,Hollande,Imports,Tables de Sapin,,,,,13,pièces,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
253,Local,1753,Nantes,,Hollande,Imports,tables vernies,,,,,14,pièces,24,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
254,Local,1753,Nantes,,Hollande,Imports,tapisserie,,,100,,,,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,100,,,,,,,,,,,,,,,
255,Local,1753,Nantes,,Hollande,Imports,tapsel,,,,,500,piece,18,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
256,Local,1753,Nantes,,Hollande,Imports,thé,,,,,164,,3.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
257,Local,1753,Nantes,,Hollande,Imports,theyeres de cuivre  ,,,,,7,,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
258,Local,1753,Nantes,,Hollande,Imports,theyeres d’étain,,,,,24,,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
259,Local,1753,Nantes,,Hollande,Imports,toille peinte ,,,,,564,,28,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
260,Local,1753,Nantes,,Hollande,Imports,toille platille,,,,,450,,5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
261,Local,1753,Nantes,,Hollande,Imports,toille à voille,,,,,1893,,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
262,Local,1753,Nantes,,Hollande,Imports,verd de gris,,,,,5020,,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
263,Local,1753,Nantes,,Hollande,Imports,Vermillon,,,,,200,,8,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
264,Local,1753,Nantes,,Hollande,Imports,verres à boire,,,,,100,paquets,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
265,Local,1753,Nantes,,Hollande,Imports,verres à boire,,,,,320,en nombre,0.15,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
266,Local,1753,Nantes,,Hollande,Imports,verres à boire,,,,,10363,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
267,Local,1753,Nantes,,Hollande,Imports,Vin Rouge,,,,,905,pintes,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
268,Local,1753,Nantes,,Nord,Imports,acier,,,,,3600,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
269,Local,1753,Nantes,,Nord,Imports,alun,,,,,29274,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
270,Local,1753,Nantes,,Nord,Imports,amadoux,,,,,37242,livres,0.7,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
271,Local,1753,Nantes,,Nord,Imports,amidon,,,,,89956,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
272,Local,1753,Nantes,,Nord,Imports,azur,,,,,95607,livres,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
273,Local,1753,Nantes,,Nord,Imports,beuf fumé,,,,,1598,livres,0.35,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
274,Local,1753,Nantes,,Nord,Imports,beure,,,,,300,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
275,Local,1753,Nantes,,Nord,Imports,bierre,,,,,15,Barique,15,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
276,Local,1753,Nantes,,Nord,Imports,bled fromen,,,,,940,tonneaux,180,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
277,Local,1753,Nantes,,Nord,Imports,bled seigle,,,,,8658,tonneaux,90,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
278,Local,1753,Nantes,,Nord,Imports,bourdille,,,,,300,piece,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
279,Local,1753,Nantes,,Nord,Imports,bouteilles de verres,,,,,180,pièces,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
280,Local,1753,Nantes,,Nord,Imports,bouteilles de verres,,,,,414,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
281,Local,1753,Nantes,,Nord,Imports,cendre vedasse,,,,,9940,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
282,Local,1753,Nantes,,Nord,Imports,chair fumée,,,,,150,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
283,Local,1753,Nantes,,Nord,Imports,chanvre cru,,,,,38224,livres,0.18,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
284,Local,1753,Nantes,,Nord,Imports,cire jaune,,,,,672,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
285,Local,1753,Nantes,,Nord,Imports,coffre de fer,,,,,1,pièce,120,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
286,Local,1753,Nantes,,Nord,Imports,corne à lanterne,,,,,167,livres,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
287,Local,1753,Nantes,,Nord,Imports,creusets ,,,,,175,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
288,Local,1753,Nantes,,Nord,Imports,crin,,,,,1446,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
289,Local,1753,Nantes,,Nord,Imports,cuir de Russie,,,,,2309,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
290,Local,1753,Nantes,,Nord,Imports,cuivre ouvré,,,,,17064,livres,1.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
291,Local,1753,Nantes,,Nord,Imports,Cuivres Rouges en planches,,,,,14777,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
292,Local,1753,Nantes,,Nord,Imports,dame jeannes,,,,,125,livres,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
293,Local,1753,Nantes,,Nord,Imports,douelles à bariques,,,,,3000,pièces,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
294,Local,1753,Nantes,,Nord,Imports,douelles à fond,,,,,8500,pièces,90,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
295,Local,1753,Nantes,,Nord,Imports,douelles à pipes,,,,,28900,pièces,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
296,Local,1753,Nantes,,Nord,Imports,drogueries,,,,,114718,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
297,Local,1753,Nantes,,Nord,Imports,fer blanc simple,,,,,253,Baril,60,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
298,Local,1753,Nantes,,Nord,Imports,fer noir simple,,,,,37,Baril,8,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
299,Local,1753,Nantes,,Nord,Imports,fil de leton,,,,,2449,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
300,Local,1753,Nantes,,Nord,Imports,fromage,,,,,75,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
301,Local,1753,Nantes,,Nord,Imports,fuzils,,,,,40,livres,0.15,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
302,Local,1753,Nantes,,Nord,Imports,graine de lin,,,,,260,livres,0.9,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
303,Local,1753,Nantes,,Nord,Imports,Jambons,,,,,1975,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
304,Local,1753,Nantes,,Nord,Imports,indienne,,,,,210,Piece,26,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
305,Local,1753,Nantes,,Nord,Imports,laines non fillées,,,,,1167,livres,1.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
306,Local,1753,Nantes,,Nord,Imports,laines peignées,,,,,11114,livres,1.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
307,Local,1753,Nantes,,Nord,Imports,lin à presté,,,,,55,livres,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
308,Local,1753,Nantes,,Nord,Imports,matreaux de 30 pieds,,,,,1,pièce,24,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
309,Local,1753,Nantes,,Nord,Imports,matreaux de 30 à 35 pieds,,,,,20,pièces,30,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
310,Local,1753,Nantes,,Nord,Imports,matreaux de 45 à 50 pieds,,,,,10,pièces,45,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
311,Local,1753,Nantes,,Nord,Imports,matreaux de 50 à 54 pieds,,,,,45,pièces,60,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
312,Local,1753,Nantes,,Nord,Imports,mercerie,,,,,12849,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
313,Local,1753,Nantes,,Nord,Imports,noir de fumée,,,,,6720,barils,0.175,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,11,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
314,Local,1753,Nantes,,Nord,Imports,orge,,,,,164,tonneaux,70,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
315,Local,1753,Nantes,,Nord,Imports,papier,,,,,20,rames,20,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
316,Local,1753,Nantes,,Nord,Imports,peaux de chevreuil,,,,,120,pièces,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
317,Local,1753,Nantes,,Nord,Imports,peaux de chien de mer,,,,,144,pièces,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
318,Local,1753,Nantes,,Nord,Imports,peaux d’hermines,,,,,40,pièces,11.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,« depuis 3 livres jusqu’à 15 et 20 livres »,0,,,,,,,,,,,,,,,
319,Local,1753,Nantes,,Nord,Imports,peaux de lievres,,,,,1200,pièces,0.15,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
320,Local,1753,Nantes,,Nord,Imports,peaux de loup cervier,,,,,10,pièces,24,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
321,Local,1753,Nantes,,Nord,Imports,peaux d’ours,,,,,40,pièces,7.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,prix donné comme un intervalle 5-10 livres,0,,,,,,,,,,,,,,,
322,Local,1753,Nantes,,Nord,Imports,peaux de petit gris,,,,,18,fournitures,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
323,Local,1753,Nantes,,Nord,Imports,peaux de petit gris,,,,,900,pièces,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
324,Local,1753,Nantes,,Nord,Imports,pinceaux,,,,,2739,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,prix donné comme un intervalle 8-9 sous pièce,0,,,,,,,,,,,,,,,
325,Local,1753,Nantes,,Nord,Imports,planches de sapin de 5 à 6 pieds,,,,,2097,pièces,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
326,Local,1753,Nantes,,Nord,Imports,planches de sapin de 8 à 9 pieds,,,,,1382,pièces,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
327,Local,1753,Nantes,,Nord,Imports,planches de sapin de 12 à 13 pieds,,,,,2100,pièces,20,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
328,Local,1753,Nantes,,Nord,Imports,planches de sapin de 16 pieds,,,,,3656,pièces,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
329,Local,1753,Nantes,,Nord,Imports,planches de sapin de 18 à 19 pieds,,,,,880,pièces,5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
330,Local,1753,Nantes,,Nord,Imports,planches de sapin de 20 à 22 pieds,,,,,4690,pièces,6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
331,Local,1753,Nantes,,Nord,Imports,planches de sapin de 30 à 34 pieds,,,,,6073,pièces,8,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
332,Local,1753,Nantes,,Nord,Imports,planches de sapin pour grenier,,,,,530,pièces,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
333,Local,1753,Nantes,,Nord,Imports,Planches de sapin ordinaires,,,,,5440,pièces,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
334,Local,1753,Nantes,,Nord,Imports,Plomb en saumon,,,,,117385,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
335,Local,1753,Nantes,,Nord,Imports,plume à lit,,,,,270,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
336,Local,1753,Nantes,,Nord,Imports,poids ,,,,,11,sacs,10,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
337,Local,1753,Nantes,,Nord,Imports,poivre,,,,,2000,livres,1.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
338,Local,1753,Nantes,,Nord,Imports,pots de terre en forme à sucre,,,,,3500,pièces,0.35,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
339,Local,1753,Nantes,,Nord,Imports,quincaille de fer,,,,,5555,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
340,Local,1753,Nantes,,Nord,Imports,soye de porc,,,,,611,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
341,Local,1753,Nantes,,Nord,Imports,sucre en pain,,,,,496,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
342,Local,1753,Nantes,,Nord,Imports,Terre d'ombre,,,,,4032,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
