line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1831,Local,1758,Bayonne,,Espagne,Imports,Acier,,,1072.5,,3575,livres,.30000001,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1832,Local,1758,Bayonne,,Espagne,Imports,Alpargates,,,190.8,,1272,en nombre,.15000001,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1833,Local,1758,Bayonne,,Espagne,Imports,Amendes,,,410,,1025,livres,.40000001,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1834,Local,1758,Bayonne,,Espagne,Imports,Amidon,,,940,,4700,livres,.2,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1835,Local,1758,Bayonne,,Espagne,Imports,Ancres de fer,,,1222.5,,8150,livres,.15000001,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1836,Local,1758,Bayonne,,Espagne,Imports,Anis,,,722,,1805,livres,.40000001,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1837,Local,1758,Bayonne,,Espagne,Imports,Bazannes tannés,,,12,,24,en nombre,.5,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1838,Local,1758,Bayonne,,Espagne,Imports,Bazin,,,10104,,842,pièces,12,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1839,Local,1758,Bayonne,,Espagne,Imports,Bazin,,,18920,,4730,livres,4,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1840,Local,1758,Bayonne,,Espagne,Imports,Bœuf salé,,,3500,,100,barils,35,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
1841,Local,1758,Bayonne,,Espagne,Imports,Bœufs en vie,,,220,,2,pièces,110,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1758.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
