line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
64,Local,1752,Nantes,,Flandre autrichienne,Imports,cuivre en chaudron,,,3525,,2350,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,3,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
65,Local,1752,Nantes,,Flandre autrichienne,Imports,figues,,,36.25,,145,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,3,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
66,Local,1752,Nantes,,Flandre autrichienne,Imports,harangs ,,,1280,,32,milliers,40,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,3,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
67,Local,1752,Nantes,,Flandre autrichienne,Imports,mercerie,,,66,,33,livres,,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,3,,,,,Marion Mercier & Jules Oudot,,lecture,66,,,,,,,,,
68,Local,1752,Nantes,,Flandre autrichienne,Imports,orge,,,19200,,240,tonneaux,80,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,3,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
69,Local,1752,Nantes,,Flandre autrichienne,Imports,pain d’epice,,,6,,30,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,3,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
70,Local,1752,Nantes,,Flandre autrichienne,Imports,planches pour grenniers,,,540,,90,pièces,0.3,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,513,,,,,,,,,
71,Local,1752,Nantes,,Flandre autrichienne,Imports,poisson salé,,,18,,180,livres,0.1,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
72,Local,1752,Nantes,,Flandre autrichienne,Imports,stocfiche,,,20,,100,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
73,Local,1752,Nantes,,D'Hollande,Imports,acier,,,3239.25,,12957,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
74,Local,1752,Nantes,,D'Hollande,Imports,agatte,,,400,,100,feuillures,,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,400,,,,,,,,,
75,Local,1752,Nantes,,D'Hollande,Imports,eguille a voille,,,75.75,,505,livres,3,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,lecture,-1439.25,,,,,,,,,
76,Local,1752,Nantes,,D'Hollande,Imports,alun,,,4992.2,,24961,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
77,Local,1752,Nantes,,D'Hollande,Imports,ambre jaune,,,6496,,29,livres,1.75,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,lecture,6445.25,,,,,,,,,
78,Local,1752,Nantes,,D'Hollande,Imports,amidon,,,5412.6,,27063,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
79,Local,1752,Nantes,,D'Hollande,Imports,anabas,,,4750,,3800,piece,1.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
80,Local,1752,Nantes,,D'Hollande,Imports,arbrisseaux,,,400,,2000,pièces,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
81,Local,1752,Nantes,,D'Hollande,Imports,arme a feu ,,,,,5830,livres,,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,lecture,0,,,,,,,,,
82,Local,1752,Nantes,,D'Hollande,Imports,arosoirs de bois,,,,,88,en nombre,,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
83,Local,1752,Nantes,,D'Hollande,Imports,avoinne,,,5600,,70,tonneaux,80,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
84,Local,1752,Nantes,,D'Hollande,Imports,azur,,,39102,,52136,livres,0.75,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
85,Local,1752,Nantes,,D'Hollande,Imports,bajutupaux,,,14498,,659,piece,22,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
86,Local,1752,Nantes,,D'Hollande,Imports,balaine coupée,,,34856,,9295,livres,3.75,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,-0.25,,,,,,,,,
87,Local,1752,Nantes,,D'Hollande,Imports,barbançons de grez,,,364,,2424,livres,0.15,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0.400000000000034,,,,,,,,,
88,Local,1752,Nantes,,D'Hollande,Imports,baton de sapin,,,157.5,,630,pièces,0.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
89,Local,1752,Nantes,,D'Hollande,Imports,beuf salé,,,33792,,1408,barils,24,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
90,Local,1752,Nantes,,D'Hollande,Imports,beuf salé,,,15012,,417,tierçons,36,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
91,Local,1752,Nantes,,D'Hollande,Imports,beuf salé,,,9,,36,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
92,Local,1752,Nantes,,D'Hollande,Imports,beure,,,11649,,15532,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,incohérence,7766,,,,,,,,,
93,Local,1752,Nantes,,D'Hollande,Imports,bierre,,,37098,,2061,bariques,17.5,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,prix donné comme un intervalle 15-20 livres,1030.5,,,,,,,,,
94,Local,1752,Nantes,,D'Hollande,Imports,bierre,,,448,,32,tierçons,14,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
95,Local,1752,Nantes,,D'Hollande,Imports,bled fromens,,,315640,,2428,tonneaux,130,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,4,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
96,Local,1752,Nantes,,D'Hollande,Imports,bled seigle,,,487900,,6970,tonneaux,70,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
97,Local,1752,Nantes,,D'Hollande,Imports,bois de brezil ,,,452,,1509,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,-0.699999999999989,,,,,,,,,
98,Local,1752,Nantes,,D'Hollande,Imports,bois de calliatour,,,268,,1344,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,-0.800000000000011,,,,,,,,,
99,Local,1752,Nantes,,D'Hollande,Imports,bois de campeche,,,1890,,12600,livres,0.15,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
100,Local,1752,Nantes,,D'Hollande,Imports,bois d’inde en buches,,,1309,,6545,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
101,Local,1752,Nantes,,D'Hollande,Imports,bois d’inde rapé,,,579,,2317,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,-0.25,,,,,,,,,
102,Local,1752,Nantes,,D'Hollande,Imports,bois de sainte marthe,,,437,,1750,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,-0.5,,,,,,,,,
103,Local,1752,Nantes,,D'Hollande,Imports,bois de sandal en buches,,,10750,,43000,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
104,Local,1752,Nantes,,D'Hollande,Imports,bois de sandal moulu,,,6880,,22936,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,-0.800000000000182,,,,,,,,,
105,Local,1752,Nantes,,D'Hollande,Imports,bonnet de cuir ,,,68806,,229356,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,-0.80000000000291,,,,,,,,,
106,Local,1752,Nantes,,D'Hollande,Imports,matelos,,,72,,4,Douzaine,1.5,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,66,,,,,,,,,
107,Local,1752,Nantes,,D'Hollande,Imports,bouteilles de verres,,,15,,75,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
108,Local,1752,Nantes,,D'Hollande,Imports,boules,,,1200,,100,piece,12,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
109,Local,1752,Nantes,,D'Hollande,Imports,brosserie,,,1326,,1326,livres,1,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
110,Local,1752,Nantes,,D'Hollande,Imports,cabarets vernis,,,24,,4,pièces,6,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,0,,,,,,,,,
111,Local,1752,Nantes,,D'Hollande,Imports,cadenats,,,2311,,321,douzaines,0.6,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,lecture,2118.4,,,,,,,,,
112,Local,1752,Nantes,,D'Hollande,Imports,cadenats,,,231,,231,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,138.6,,,,,,,,,
113,Local,1752,Nantes,,D'Hollande,Imports,caisse de fer,,,50,,1,en nombre,0.2,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,lecture,49.8,,,,,,,,,
114,Local,1752,Nantes,,D'Hollande,Imports,canelles,,,1177,,1308,livres,0.9,sources/Local/AD44_C716_Nantes_Imports_1752.csv,AD44 C716,5,,,,,Marion Mercier & Jules Oudot,,,-0.200000000000045,,,,,,,,,
