quantity_unit,quantity_unit_orthographe,quantity_unit_ajustees,u_conv,q_conv,remarque_unit,incertitude_unit,source_hambourg,missing,need_marchandises,source_bdc,nbr_bdc_quantity_unit,nbr_bdc_quantity_unit_ajustees
garnitures,garnitures,pièces,pieces,1,,,0,,0,1,4,199
Garnitures,garnitures,,,,,,,,,1,5,236654
génisses,génisses,pièces,pieces,1,,,0,,0,1,7,199
gerbes,,,,,,,,,,1,1,236654
gets,gets,,,,"vérification dans la source, il semble s’agir de « jets »",,,,,1,2,236654
Gets,gets,,,,,,,,,1,1,236654
Ggoblets,gobelets,,,,,,,,,1,1,236654
Girofle,girofle,,,,,,,,,1,1,236654
gobelets,,,,,,,,,,1,2,236654
Goblets,,,,,,,,,,1,1,236654
gommes,,,,,,,,,,1,2,236654
Gommes,,,,,,,,,,1,5,236654
gones,,,,,"D’après le Savary, une gonne est une sorte de futaille et 1 gonne = 400 à 450 livres (quand cela concerne du saumon), ou 1 gonne = 1,25 baril (quand cela concerne de la bière ou liqueurs)",,,,,1,1,236654
Gonne,,,,,"D’après le Savary, une gonne est une sorte de futaille et 1 gonne = 400 à 450 livres (quand cela concerne du saumon), ou 1 gonne = 1,25 baril (quand cela concerne de la bière ou liqueurs)",,,,,1,1,236654
gonnes,gonnes,,,,"D’après le Savary, une gonne est une sorte de futaille et 1 gonne = 400 à 450 livres (quand cela concerne du saumon), ou 1 gonne = 1,25 baril (quand cela concerne de la bière ou liqueurs)",,0,1,0,1,15,236654
Gonnes,gonnes,,,,"D’après le Savary, une gonne est une sorte de futaille et 1 gonne = 400 à 450 livres (quand cela concerne du saumon), ou 1 gonne = 1,25 baril (quand cela concerne de la bière ou liqueurs)",,,,,1,5,236654
Gosses,gosses,,,,,,,,,1,1,236654
gounes ?,,,,,"n’apparaît qu’une fois, difficile de déterminer s’il est écrit goune ou gonne",,,,,1,1,236654
Gousses,,,,,,,,,,1,1,236654
gramme,,,,,,,,,,1,109,236654
Grammes,,,,,,,,,,1,5,236654
grande,grande,,,,,,,,,1,1,236654
grander,grande,,,,,,,,,1,1,236654
grandes,grande,,,,,,,,,1,9,236654
grandes caisses,,,,,,,,,,1,3,236654
Grandes Pièces,,,,,,,,,,1,1,236654
grandeurs,grandeurs,,,,,,,,,1,1,236654
grandeurs diverses,grandeurs diverses,,,,,,,,,1,1,236654
grands,grands,grands,pieces,1,,,0,,0,1,4,4
grands pièces,grands pièces,,,,,,,,,1,1,236654
greniers,,,,,,,,,,1,1,236654
Greniers,,,,,,,,,,1,2,236654
Grenies,,,,,,,,,,1,1,236654
Grennier,,,,,,,,,,1,1,236654
groffe,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,956
Gros,gros,,,,,,,,,1,2,236654
gros flacons,,,,,,,,,,1,1,236654
grose,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,956
groses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,15,956
groses pieces,grosses pièces,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,956
grosse,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,27,956
Grosse,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,9,956
grosses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,0,,0,1,598,956
Grosses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,303,956
grossés,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,956
Grosses bariques,grosses barriques,,,,,,,,,1,4,236654
Grosses barriques,grosses barriques,,,,,,,,,1,2,236654
Grosses paires,grosses paires,,,,,,,,,1,1,236654
Grosses pipes,,,,,,,,,,1,1,236654
Grossess,grosses,,,,,,,,,1,9,236654
grosseur,grosseur,,,,,,,,,1,2,236654
grots,grots,,,,"vérification dans la source, il est indiqué « pots »",,0,1,0,1,1,236654
guindeau,guindeau,,,,,,,,,1,1,236654
haches,,,,,,,,,,1,1,236654
halles,halles,,,,,,,,,1,1,236654
hambonoy,,,,,,,,,,1,1,236654
hambourg,hambourg,,,,,,,,,1,1,236654
Hambourg,hambourg,,,,,,,,,1,2,236654
hambourges,hambourg,,,,,,,,,1,1,236654
hambourgs,hambourg,,,,,,0,1,0,1,4,236654
Hambourgs,hambourg,,,,,,,,,1,2,236654
harpe,,,,,,,,,,1,1,236654
hectogrammes,,,,,,,,,,1,18,236654
hectolitre,,,,,,,,,,1,12,236654
hectolitres,,,,,,,,,,1,804,236654
Hectolitres,,,,,,,,,,1,93,236654
horloges,horloges,,,,,,,,,1,1,236654
huitièmes,huitièmes,,,,,,0,1,0,1,1,236654
huitres,huitres,huitres,pieces,1,,,0,,0,1,1,1
hume,hume,,,,,,,,,1,1,236654
inerastée,inerastée,,,,"vérification dans la source, il est indiqué « incrustée d’or »",,0,1,0,1,1,236654
iss?,,,,,"vérification dans la source, il semble bien qu’il s’agisse de « issarions », mais aucune info trouvée sur cette unité",,,,,1,1,236654
issarions,,,,,"vérification dans la source, il semble bien qu’il s’agisse de « issarions », mais aucune info trouvée sur cette unité",,,,,1,1,236654
jarres,,,,,,,,,,1,3,236654
Jates,,,,,,,,,,1,1,236654
jattes,jattes,,,,,,,,,1,1,236654
jets,jets,,,,,,,,,1,3,236654
Jets,jets,,,,,,,,,1,1,236654
Jeu,,,,,,,,,,1,2,236654
jeux,jeux,,,,,,0,1,0,1,2,236654
Jeux,jeux,,,,,,,,,1,2,236654
juments,juments,pièces,pieces,1,,,0,,0,1,10,199
justes,justes,,,,,,,,,1,2,236654
jutes,jutes,,,,,,,,,1,3,236654
Jutes,jutes,,,,,,,,,1,1,236654
juttes,jutes,,,,,,,,,1,5,236654
kg,,,,,,,,,,1,4474,236654
Kilo,,,,,,,,,,1,2121,236654
kilogramme,,,,,,,,,,1,10,236654
kilogrammes,,,,,,,,,,1,5510,236654
kilogrammes de l'étranger,,,,,,,,,,1,11,236654
kilogrammes des colonies françaises,,,,,,,,,,1,1,236654
L'aune,,,,,,,,,,1,1,236654
laes,laes,,,,,,,,,1,1,236654
Laëst,laëst,,,,,,,,,1,1,236654
lames,,,,,,,,,,1,1,236654
lames d'épées,lames d'épées,,,,,,,,,1,1,236654
lase,lase,,,,,,,,,1,1,236654
last,last,last,kg,2028,"Witthöft 1993, Ulrich",,1,,0,1,11,11
lats,lats,,,,,,0,1,0,1,4,236654
Latz,latz,,,,,,,,,1,3,236654
le cent,,,,,,,,,,1,31,236654
Le cent,le cent,,,,,,,,,1,1,236654
le mille,,,,,,,,,,1,4,236654
le pied cube,,,,,,,,,,1,8,236654
le reste,,,,,,,,,,1,3,236654
les 180 livres,,,,,,,,,,1,9,236654
leth*,,,,,,,,,,1,1,236654
leths,leths,leths de cendre,litres,2638.2,"dictionnaire du commerce p600 : un leth pour 12 barils, puis p549 -> prendre tonnes de berlin ?",,0,,0,1,27,27
Leths,,,,,,,,,,1,2,236654
lethz,,,,,,,,,,1,3,236654
Lethz,,,,,,,,,,1,4,236654
lets,lets,,,,,,,,,1,2,236654
Lets,lets,,,,,,,,,1,3,236654
letz,,,,,,,,,,1,12,236654
Letz,,,,,,,,,,1,6,236654
lez,lez,,,,"vérification dans la source, il s’agit de « letz »",,,,,1,1,236654
li,li,,,,"vérification dans la source, il s’agit de « livres »",,,,,1,1,236654
Liens,liens,,,,,,,,,1,2,236654
Lingot,,,,,,,,,,1,1,236654
litre,,,,,,,,,,1,112,236654
litres,,,,,,,,,,1,216,236654
livre,livres,livres de paris,kg,.48949999,Wikipedia: poids du marc,,,,,1,878,162591
Livre,livres,livres de paris,kg,.48949999,Wikipedia: poids du marc,,,,,1,391,162591
livres,livres,livres de paris,kg,.48949999,Wikipedia: poids du marc,,0,,0,1,112639,162591
Livres,livres,livres de paris,kg,.48949999,Wikipedia: poids du marc,,,,,1,48683,162591
LIvres,,,,,,,,,,1,50,236654
Livres + onces,livres + onces,,,,,,,,,1,7,236654
Livres + Onces,livres + onces,,,,,,,,,1,10,236654
livres 10 onces,livres 10 onces,livres 10 onces,kg,.48949999,,,0,,0,1,3,3
livres 14 onces,livres 14 onces,livres 14 onces,kg,.48949999,,,0,,0,1,1,1
livres 2 onces,livres 2 onces,livres 2 onces,kg,.48949999,,,0,,0,1,1,1
livres 3 onces,livres 3 onces,livres 3 onces,kg,.48949999,,,0,,0,1,1,1
livres 6 onces,livres 6 onces,livres 6 onces,kg,.48949999,,,0,,0,1,4,4
livres 9 onces,livres 9 onces,livres 9 onces,kg,.48949999,,,0,,0,1,1,1
livres de bateau,livres de bateau,livres de bateau,kg,150,"Witthöft 1993, Ulrich",,1,,0,0,0,0
livres de hambourg,livres de hambourg,livres de hambourg,kg,.48453999,"Witthöft 1993, Ulrich",,1,,0,0,0,0
livres de marbré,livres de marbré,livres de marbré,kg,.48949999,,,0,,0,1,1,1
livres de noir,livres de noir,livres de noir,kg,.48949999,,,0,,0,1,1,1
Livres en saumure,livres en saumure,,,,,,,,,1,1,236654
livres evalué,livres evalué,,,,,,,,,1,1,236654
livres ou pieces,livres ou pieces,,,,,,,,,1,1,236654
livrets,livrets,,,,,,0,1,0,1,1,236654
Livrres,livres,,,,,,,,,1,1,236654
lli,,,,,"vérification dans la source, il s’agit de « livres »",,,,,1,1,236654
llivres,,,,,,,,,,1,1,236654
lmi,,,,,"vérification dans la source, il s’agit de « livres »",,,,,1,1,236654
lmiliers,milliers,,,,,,,,,1,1,236654
loirdin,,,,,"en regardant dans les sources, il semble s’agir de lordins, mais aucune info sur cette unité",,,,,1,1,236654
loirdins,,,,,"en regardant dans les sources, il semble s’agir de lordins, mais aucune info sur cette unité",,,,,1,11,236654
Loirdins,,,,,"en regardant dans les sources, il semble s’agir de lordins, mais aucune info sur cette unité",,,,,1,1,236654
lordins,,,,,"en regardant dans les sources, il semble s’agir de lordins, mais aucune info sur cette unité",,,,,1,3,236654
lpiè,lpiè,,,,"vérification dans la source, il s’agit de « pièces »",,,,,1,1,236654
lui,lui,,,,"vérification dans la source, il s’agit de « livres »",,,,,1,1,236654
madirers,madriers,madriers,pieces,1,pièces ??,,,,,1,1,63
Madrier,madriers,madriers,pieces,1,pièces ??,,,,,1,2,63
madriers,madriers,madriers,pieces,1,pièces ??,,0,,0,1,34,63
Madriers,madriers,madriers,pieces,1,pièces ??,,,,,1,26,63
madures,madures,,,,,,0,1,0,1,1,236654
mailles,mailles,mailles,kg,.076485001,quart de l'once,,0,,0,1,1,1
main,main,,,,,,,,,1,1,236654
mains,,,,,,,,,,1,1,236654
Mains,,,,,,,,,,1,2,236654
malles,malles,malles,contenant,1,,,0,,0,1,6,7
Malles,malles,malles,contenant,1,,,,,,1,1,7
Manades,manades,,,,,,,,,1,1,236654
Manches,,,,,,,,,,1,1,236654
mandel,mandel,,,,,,0,1,0,1,3,236654
mane,mannes,mannes,contenant,1,http://books.google.fr/books?id=9HM7AQAAIAAJ&pg=PA56&lpg=PA56&dq=mannes+de+charbon&source=bl&ots=WmK7GL1a82&sig=iO8oAqn4W-S8Bhi-28ohNUZPaP8&hl=fr&sa=X&ei=ULG2U76SNaz20gWTpoCYCQ&ved=0CFIQ6AEwCQ#v=onepage&q=mannes%20de%20charbon&f=false,,,,,1,2,26
manes,,,,,,,,,,1,1,236654
Manes,,,,,,,,,,1,6,236654
mannes,mannes,mannes,contenant,1,http://books.google.fr/books?id=9HM7AQAAIAAJ&pg=PA56&lpg=PA56&dq=mannes+de+charbon&source=bl&ots=WmK7GL1a82&sig=iO8oAqn4W-S8Bhi-28ohNUZPaP8&hl=fr&sa=X&ei=ULG2U76SNaz20gWTpoCYCQ&ved=0CFIQ6AEwCQ#v=onepage&q=mannes%20de%20charbon&f=false,,0,,0,1,17,26
Mannes,mannes,mannes,contenant,1,http://books.google.fr/books?id=9HM7AQAAIAAJ&pg=PA56&lpg=PA56&dq=mannes+de+charbon&source=bl&ots=WmK7GL1a82&sig=iO8oAqn4W-S8Bhi-28ohNUZPaP8&hl=fr&sa=X&ei=ULG2U76SNaz20gWTpoCYCQ&ved=0CFIQ6AEwCQ#v=onepage&q=mannes%20de%20charbon&f=false,,,,,1,7,26
marc,,,,,,,,,,1,8,236654
Marc,marcs,marcs,kg,.24474999,Wikipedia: poids du marc,,,,,1,4,499
Marca,,,,,,,,,,1,1,236654
Marces,marces,,,,,,,,,1,1,236654
Marcqs,marcqs,,,,,,,,,1,1,236654
marcs,marcs,marcs,kg,.24474999,Wikipedia: poids du marc,,0,,0,1,357,499
Marcs,marcs,marcs,kg,.24474999,Wikipedia: poids du marc,,,,,1,138,499
Marcs + Onces,marcs + onces,,,,,,,,,1,2,236654
marcs 6 onces,marcs 6 onces,marcs 6 onces,kg,.24474999,,,0,,0,1,1,1
marcs de Paris,,,,,,,,,,1,1,236654
Mard,,,,,,,,,,1,1,236654
maroquins,maroquins,peaux,pieces,1,,,0,,0,1,14,365
martes,martes,,,,,,0,1,0,1,4,236654
mases,masses,,,,,,,,,1,1,236654
masses,masses,,,,,,0,1,0,1,25,236654
Masses,masses,,,,,,,,,1,6,236654
matreaux,matreaux,,,,,,,,,1,1,236654
mats,mats,mats,pieces,1,,,0,,0,1,4,4
Meches,meches,,,,,,,,,1,1,236654
mesure,,,,,,,,,,1,3,236654
Mesure,mesures,mesures,litres,14.63,doursther p279,,,,,1,2,137
mesurer,,,,,,,,,,1,1,236654
mesures,mesures,mesures,litres,14.63,doursther p279,,0,,0,1,121,137
Mesures,mesures,mesures,litres,14.63,doursther p279,,,,,1,14,137
mètre,,,,,,,,,,1,32,236654
mètres,,,,,,,,,,1,90,236654
meules,meules,,,,,,,,,1,2,236654
Meules,meules,,,,,,,,,1,2,236654
Meulles,meules,,,,,,,,,1,2,236654
Migeres,migères,,,,,,,,,1,3,236654
migères,migères,,,,,,0,1,0,1,3,236654
mil,milliers,milliers,pieces,1000,,,,,,1,2,1333
miliers,milliers,milliers,pieces,1000,,,,,,1,20,1333
Miliers,milliers,milliers,pieces,1000,,,,,,1,1,1333
mille,,,,,,,,,,1,1,236654
milleroles,,,,,Doursther : 1 millerolle = 64 litres page 292,,,,,1,609,236654
Milleroles,,,,,Doursther : 1 millerolle = 64 litres page 292,,,,,1,263,236654
millerolles,millerolles,,,,Doursther : 1 millerolle = 64 litres page 292,,0,,1,1,312,236654
Millerolles,millerolles,,,,Doursther : 1 millerolle = 64 litres page 292,,,,,1,74,236654
millers,,,,,,,,,,1,2,236654
Milles,milliers,milliers,pieces,1000,,,,,,1,6,1333
millier,milliers,milliers,pieces,1000,,,,,,1,20,1333
Millier,milliers,milliers,pieces,1000,,,,,,1,7,1333
milliers,milliers,milliers,pieces,1000,,,0,,0,1,850,1333
Milliers,milliers,milliers,pieces,1000,,,,,,1,426,1333
MIlliers,milliers,milliers,pieces,1000,,,,,,1,1,1333
milliers au grand compte,milliers au grand compte,,,,,,,,,1,26,236654
Milliers de faix,,,,,,,,,,1,1,236654
milliers en nombre,,,,,,,,,,1,8,236654
millleroles,,,,,Doursther : 1 millerolle = 64 litres page 292,,,,,1,1,236654
millliers,,,,,,,,,,1,1,236654
mines,mines,mines,litres,76.171997,Wikipedia,,0,,0,1,2,2
Mines,,,,,,,,,,1,12,236654
minotes,,,,,,,,,,1,1,236654
minots,minots,minots,litres,38.085999,Wikipedia,,0,,0,1,10,10
Minots,,,,,,,,,,1,6,236654
mli,milliers,,,,,,,,,1,4,236654
mogesne,mogesne,,,,"vérification dans la source, il s’agit de « moyennes »",,,,,1,1,236654
Molles,,,,,,,,,,1,1,236654
mollus,mollus,,,,signifie morues,,0,1,0,1,24,236654
monades,monades,,,,,,0,1,0,1,1,236654
monds,monds,monds,kg,1250,p298 doursther,,0,,0,1,37,37
mont,mont,,,,,,,,,1,1,236654
monts,mont,,,,,,,,,1,33,236654
Monts,,,,,,,,,,1,20,236654
Monts ?,,,,,,,,,,1,3,236654
morceaux,morceaux,morceaux,pieces,1,,,0,,0,1,8,9
morcEaux,morceaux,morceaux,pieces,1,,,,,,1,1,9
Morceaux,,,,,,,,,,1,2,236654
mortiers,,,,,,,,,,1,1,236654
Mortiers,,,,,,,,,,1,1,236654
morues,,,,,,,,,,1,1,236654
mottes,mottes,,,,,,0,1,0,1,2,236654
Mouchoirs,mouchoirs,,,,,,,,,1,1,236654
moute,,,,,,,,,,1,2,236654
moutons,moutons,pièces,pieces,1,,,0,,0,1,5,199
mouttes,,,,,,,,,,1,1,236654
movres,movres,,,,"vérification dans la source, il s’agit de « livres »",,0,1,0,1,1,236654
moyenes,moyenne,,,,,,,,,1,1,236654
moyenne,moyenne,,,,,,,,,1,1,236654
moyenne pièces,moyenne pièces,,,,,,,,,1,1,236654
moyennes,moyenne,,,,,,,,,1,2,236654
muid,muids,,,,,,,,,1,106,236654
Muid,muids,,,,,,,,,1,37,236654
muid de 120 livres,,,,,,,,,,1,8,236654
"muid de 62,5 pintes",,,,,,,,,,1,24,236654
muids,muids,,,,,,0,,1,1,2415,236654
Muids,muids,,,,,,,,,1,1024,236654
Muids + pintes,muids + pintes,,,,,,,,,1,3,236654
Muids + Pintes,muids + pintes,,,,,,,,,1,79,236654
Muids + pintes et bouteilles,muids + pintes et bouteilles,,,,,,,,,1,25,236654
Muids + Septiers,muids + septiers,,,,,,,,,1,1,236654
Muids + Septiers + Minots,muids + septiers + minots,,,,,,,,,1,4,236654
Muids + Septiers + Minots + boisseau,muids + septiers + minots + boisseau,,,,,,,,,1,1,236654
muids de genièvre,muids de genièvre,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),,0,,0,1,1,2
Muids de Paris,,,,,,,,,,1,6,236654
muids en bouteilles,,,,,,,,,,1,3,236654
muids encerclés,,,,,,,,,,1,3,236654
Muids le demy,muids le demy,,,,,,,,,1,1,236654
muids ordinaires,muids ordinaires,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),,0,,0,1,1,2
muidss,,,,,,,,,,1,1,236654
mulets,,,,,,,,,,1,1,236654
mulle,,,,,"vérification dans la source, il s’agit de « malles »",,,,,1,1,236654
mullets,mullets,pièces,pieces,1,,,0,,0,1,5,199
mur,mur,,,,"vérification dans la source, il s’agit d’onces",,,,,1,1,236654
napes,napes,,,,,,,,,1,7,236654
nicasses,,,,,"unité difficilement lisible dans la source (semble être niasses), mais concerne de la verrerie et est au même prix que la livre de verrerie",,,,,1,1,236654
Nom,,,,,"vérification dans la source, il s’agit de « en nombre »",,,,,1,1,236654
Nomb re,nombre,,,,,,,,,1,1,236654
nombre,nombre,,,,,,,,,1,3415,236654
Nombre,nombre,,,,,,,,,1,2396,236654
nombres,nombre,,,,,,,,,1,23,236654
Nombres,nombre,,,,,,,,,1,319,236654
oedinaire,ordinaire,ordinaires,pieces,1,,,,,,1,1,18
Once,,,,,,,,,,1,1,236654
onces,onces,onces,kg,.030594001,1/16 de la livre,,0,,0,1,112,169
Onces,onces,onces,kg,.030594001,1/16 de la livre,,,,,1,57,169
onces estimées,,,,,,,,,,1,1,236654
ordinaire,ordinaire,ordinaires,pieces,1,,,,,,1,1,18
ordinaires,ordinaire,ordinaires,pieces,1,,,0,,0,1,15,18
ordinnaires,ordinaire,ordinaires,pieces,1,,,,,,1,1,18
outres,,,,,,,,,,1,2,236654
ouvrée,,,,,,,,,,1,1,236654
oxhoft,oxhoft,oxhoft,kg,223.158,"Witthöft 1993, explication 1 oxhoft=223.158 litres",,1,,0,0,0,0
pacquets,,,,,,,,,,1,1,236654
pains,pains,pains,pieces,1,,,0,,0,1,28,37
Pains,pains,pains,pieces,1,,,,,,1,9,37
pains par 100,,,,,,,,,,1,1,236654
pair,,,,,,,,,,1,2,236654
paire,paires,paires,pieces,2,,,,,,1,31,1936
Paire,paires,paires,pieces,2,,,,,,1,4,1936
paires,paires,paires,pieces,2,,,0,,0,1,1300,1936
Paires,paires,paires,pieces,2,,,,,,1,601,1936
Païres,,,,,,,,,,1,1,236654
pairs,,,,,,,,,,1,35,236654
Pairs,,,,,,,,,,1,2,236654
pales,,,,,"vérification dans la source, il s’agit de « poêles »",,,,,1,1,236654
palles,palles,,,,,,,,,1,1,236654
palme,palme,,,,,,,,,1,2,236654
palmes,palmes,,,,,,,,,1,2,236654
Pamiers,,,,,,,,,,1,5,236654
panal,,,,,"n’apparaît qu’une fois, il semble que ce soit bien « panal »",,,,,1,1,236654
Panal,,,,,"n’apparaît qu’une fois, il s’agit de « pot »",,,,,1,1,236654
panaux,,,,,,,,,,1,3,236654
panicons,panicons,,,,"vérification dans la source, il s’agit de « paniers »",,,,,1,1,236654
panier,paniers,,,,,,,,,1,9,236654
Panier,paniers,,,,,,,,,1,7,236654
panier de pistolets,panier de pistolets,,,,,,,,,1,1,236654
paniers,paniers,paniers pour poissons,contenant,1,,,0,,0,1,176,176
Paniers,paniers,,,,,,,,,1,44,236654
Panneaux,,,,,,,,,,1,2,236654
pannier,paniers,,,,,,,,,1,1,236654
Pannier,,,,,,,,,,1,1,236654
panniers,paniers,,,,,,,,,1,8,236654
Panniers,paniers,,,,,,,,,1,5,236654
pans,,,,,,,,,,1,5,236654
Pans,,,,,,,,,,1,1,236654
paque,paque,,,,,,,,,1,2,236654
paqué,paqué,,,,,,,,,1,1,236654
paquet,paquets,paquets,contenant,1,,,,,,1,15,291
Paquet,paquets,paquets,contenant,1,,,,,,1,1,291
PAQUET,paquets,paquets,contenant,1,,,,,,1,1,291
paquets,paquets,paquets,contenant,1,,,0,,0,1,210,291
Paquets,paquets,paquets,contenant,1,,,,,,1,64,291
Paquets 100 faix,paquets 100 faix,,,,,,,,,1,1,236654
paquets estimés,paquets estimés,,,,,,,,,1,1,236654
Par cube,par cube,,,,,,,,,1,1,236654
parasols en nombre,,,,,,,,,,1,18,236654
pasqus,pasqus,,,,"vérification dans la source, il semble qu’il soit écrit « pasgas »",,0,1,0,1,1,236654
Pattes,,,,,,,,,,1,1,236654
patz,patz,,,,unité difficilement lisible dans la source,,0,1,0,1,1,236654
paumes,paumes,,,,,,,,,1,3,236654
peau,,,,,,,,,,1,1,236654
Peau,peaux,peaux,pieces,1,,,,,,1,1,365
peaux,peaux,peaux,pieces,1,,,0,,0,1,232,365
Peaux,peaux,peaux,pieces,1,,,,,,1,118,365
peintes,,,,,,,,,,1,2,236654
pelaux,,,,,,,,,,1,1,236654
Pelaux,pelaux,,,,,,,,,1,1,236654
pendules,pendules,,,,,,,,,1,3,236654
Pendules,pendules,,,,,,,,,1,1,236654
pendules de 8 livres,pendules de 8 livres,,,,,,,,,1,1,236654
pendulle,pendules,,,,,,,,,1,1,236654
perches,perches,,,,,,,,,1,1,236654
Perches,,,,,,,,,,1,1,236654
Petit balot,,,,,,,,,,1,1,236654
petit baril,barils petits,,,,,,,,,1,1,236654
Petit baril,barils petits,,,,,,,,,1,1,236654
Petit sac,petit sac,,,,,,,,,1,1,236654
petite,petits,petits,pieces,1,,,,,,1,3,21
petite caisse,petite caisse,,,,,,,,,1,1,236654
petite pièces,petite pièces,,,,,,,,,1,1,236654
petites,petits,petits,pieces,1,,,,,,1,9,21
petites barils,barils petits,,,,,,,,,1,1,236654
petites bouteilles,,,,,,,,,,1,1,236654
petites caisses,,,,,,,,,,1,1,236654
Petites cruches,,,,,,,,,,1,1,236654
petits,petits,petits,pieces,1,,,0,,0,1,9,21
Petits,,,,,,,,,,1,1,236654
petits barils,barils petits,,,,,,,,,1,4,236654
petits barrils,,,,,,,,,,1,1,236654
Petits barrils,barils petits,,,,,,,,,1,4,236654
pezam,pezant,,,,,,,,,1,1,236654
Pezant,pezant,,,,,,,,,1,2,236654
PI,,,,,"vérification dans la source, il s’agit de « pièces »",,,,,1,1,236654
Piaires,,,,,,,,,,1,1,236654
piè,piè,,,,"vérification dans les sources, il s’agit de « pièces »",,,,,1,4,236654
Piè,,,,,"vérification dans les sources, il s’agit de « pièces »",,,,,1,1,236654
piece,pièces,,,,,,,,,1,26,236654
piéce,pièces,,,,,,,,,1,5,236654
pièce,pièces,,,,,,,,,1,201,236654
Pièce,pièces,,,,,,,,,1,55,236654
pièce de 30 pieds,pièce de 30 pieds,,,,,,,,,1,1,236654
Pièce double,,,,,,,,,,1,1,236654
pieces,pièces,,,,,,,,,1,1383,236654
Pieces,pièces,,,,,,,,,1,540,236654
piéces,pièces,,,,,,,,,1,61,236654
Piéces,,,,,,,,,,1,1,236654
pièces,pièces,,,,,,0,,1,1,7502,236654
Pièces,pièces,,,,,,,,,1,3306,236654
PIèces,pièces,,,,,,,,,1,152,236654
Pièces ?,pièces ?,,,,"vérification dans la source, il s’agit de « pièces »",,,,,1,1,236654
pièces de 15 aunes,pièces de 15 aunes,,,,,,,,,1,1,236654
pièces de 25,,,,,"vérification dans la source, il s’agit de « pièces de 25 aunes »",,,,,1,1,236654
pièces de 30,,,,,"vérification dans la source, il s’agit de « pièces de 30 aunes »",,,,,1,1,236654
Pièces de judes,pièces de judes,,,,,,,,,1,1,236654
Pièces estimées,,,,,,,,,,1,4,236654
Pièces grosses,pièces grosses,,,,,,,,,1,1,236654
Pièces pour barriques,pièces pour barriques,,,,,,,,,1,1,236654
piècs,pièces,,,,,,,,,1,1,236654
Piècs,,,,,,,,,,1,1,236654
Piècves,,,,,,,,,,1,1,236654
pied,pieds,pieds de roi,cm,32.484001,p426 doursther,,,,,1,4,137
pieds,pieds,pieds de roi,cm,32.484001,p426 doursther,,0,,0,1,107,137
Pieds,pieds,pieds de roi,cm,32.484001,p426 doursther,,,,,1,26,137
pieds cubes,pieds cubes,pieds cubes,litres,34.277,Wikipedia,,0,,0,1,9,11
Pieds cubes,pieds cubes,pieds cubes,litres,34.277,Wikipedia,,,,,1,2,11
pierre,,,,,,,,,,1,3,236654
Pierre,pierre,pierres,pieces,1,,,,,,1,2,20
pierres,pierre,pierres,pieces,1,,,0,,0,1,15,20
Pierres,pierre,pierres,pieces,1,,,,,,1,3,20
Pieu,,,,,"vérification dans la source, il s’agit de « pièces »",,,,,1,1,236654
pinte,pintes,,,,,,,,,1,150,236654
Pinte,,,,,,,,,,1,4,236654
pintes,pintes,,,,,,0,,1,1,414,236654
Pintes,pintes,,,,,,,,,1,190,236654
pipe,,,,,,,,,,1,3,236654
Pipe,pipe,,,,,,,,,1,1,236654
pipes,pipe,,,,,,0,,1,1,244,236654
Pipes,pipe,,,,,,,,,1,42,236654
Pipes ordinaires,,,,,,,,,,1,1,236654
pipet,pipet,,,,,,,,,1,1,236654
pipettes,pipettes,pipettes,contenant,1,,,0,,0,1,1,1
pipots,,,,,"Dourshter : 1 pipot = 1 tierçons page 444 (à vérifier car le pipot semble être utilisé pour le miel, or dans tous les cas ici cela concerne de l’eau-de-vie)",,,,,1,11,236654
pites,,,,,"vérification dans la source, il s’agit de « pintes »",,,,,1,1,236654
plamches,planches,planches,pieces,1,,,,,,1,1,45
planches,planches,planches,pieces,1,,,0,,0,1,34,45
Planches,planches,planches,pieces,1,,,,,,1,10,45
plaques,plaques,,,,,,,,,1,4,236654
Plateaux,,,,,vérification dans la source,,,,,1,1,236654
plats,,,,,vérification dans la source,,,,,1,2,236654
plumes,plumes,,,,,,,,,1,1,236654
pnier,,,,,,,,,,1,1,236654
poché,pochées,,,,,,,,,1,1,236654
Pochées,pochées,,,,,,,,,1,11,236654
poches,,,,,,,,,,1,1,236654
Poches,poches,,,,,,,,,1,2,236654
Poele,,,,,,,,,,1,1,236654
Pognées,pognées,,,,,,,,,1,1,236654
poids,poids,,,,,,,,,1,3,236654
poignées,poignées,poignées,contenant,1,,,0,,0,1,20,37
Poignées,poignées,poignées,contenant,1,,,,,,1,16,37
Poignés,poignées,poignées,contenant,1,,,,,,1,1,37
poincon,poinçons,,,,,,,,,1,1,236654
