marchandises_normalisees,marchandises_simplifies,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_normalisees,nbr_bdc_marchandises_simplifies
Gruau ; de grains comestibles,Gruau,0,0a,0,,0,,,0,0,,,2,,,,1,2,5,,1,2,121
Gruau ; de millet,,,,,,,,,,,,,,,,,,,,,1,1,63124
Gruaux et garances,,,,,,,,,,,,,,,,,,,,,1,1,63124
Grès,,,,,,,,,,,,,,,,,,,,,1,1,63124
Grès ; rouge,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Gréement,,,,,,,,,,,,,,,,,,,,,1,1,63124
Guayac,,,,,,,,,,,,,,,,,,,,,1,1,63124
Guesnes de couteaux,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Guettes ; de toile,,,,,,,,,,,,,,,,,,,,,1,1,63124
"Gueues, pennes et noppes",,,,,,,,,,,,,,,,,,,,,1,1,63124
Guildive,Guildive,1,1,0,"Savary, volume 2, 1748 : « Guildine ou guildive : eau-de-vie de sucre qui se fait au Brésil »",0,,,0,0,,,9,,,,0,0,0,,1,3,3
Guingamp,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,14,63124
Guingances,,,,,,,,,,,,,,,,,,,,,1,1,63124
Guinguan,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,6,63124
Guinguan ; de Pontichery,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,6,63124
Guinguan ; de madras,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,6,63124
Guinimos,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Guinée,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,13,63124
Guinée ; blanc,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,7,63124
Guinée ; bleu,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,29,63124
Guinée ; bleu et blanc,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Guinée ; du Sénégal,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Guinée ; tachée,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Guipons,Guipons,???,???,0,Semble être un terme de textile,0,,,0,0,,,66,,,,0,0,0,,1,4,4
Guisine,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Guitares,,,,,,,,,,,,,,,,,,,,,1,1,63124
Guitares ; de fer,,,,,,,,,,,,,,,,,,,,,1,2,63124
Guéridon,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Guéridons,,,,,,,,,,,,,,,,,,,,,1,1,63124
Guêtres,Guêtres,8,8,0,,0,,,0,0,,,320,,,,0,0,0,,1,16,16
Guêtres ; de cotton,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Guêtres ; de toille,Guêtres ; de toille,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Gâteaux ; de miel,,,,,,,,,,,,,,,,,,,,,1,1,63124
Gélatine,,,,,,,,,,,,,,,,,,,,,1,1,63124
Gélatine ; en feuille,,,,,,,,,,,,,,,,,,,,,1,1,63124
Gélinottes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Habillements ; divers,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
"Habillements, lingerie et effets militaires",,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,38,63124
Habit,Habits,8,8,0,,0,,,0,0,,,13,,,,0,0,0,,1,353,1008
Habit ; brodé ; d'or,Habits,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,2,1008
Habit ; de cour,Habits,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,1008
Habit ; de drap,Habits,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,5,1008
Habit ; de drap ; neuf,Habits,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1008
Habit ; de femme,,,,,,,,,,,,,,,,,,,,,1,1,63124
Habit ; de laine,Habits,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,1,1008
Habit ; de soie,Habits,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,6,1008
Habit ; divers,Habits,8,8,0,,0,,,0,0,,,10,,,,0,0,0,,1,29,1008
Habit ; gilets,Habits,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,1,1008
Habit ; gilets ; de coton,Habits,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,4,1008
Habit ; gilets ; de soie,Habits,8,8,0,,0,,,0,0,,,11,,,,0,0,0,,1,3,1008
Habit ; gilets ; de soie et coton,Habits,8,8,0,,0,,,0,0,,,11,,,,0,0,0,,1,1,1008
Habit ; vestes,Habits,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,3,1008
Habit ; vestes ; de coton,Habits,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,7,1008
Habit ; vestes et gilets ; de soie,Habits,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1008
Habit ; vieux,Habits,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,1008
Habit et lingerie,Habits,8,8,0,,0,,,0,0,,,36,,,,0,0,0,,1,588,1008
Habits ; de drap ; galonnés d'or et d'argent,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; de drap ; unis,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; de peau,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; de peau ; complets,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; de soie,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; de soldat,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; pour homme,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; pour homme ; complet,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; pour homme et pour femme,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits ; pour nègres,Habits,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,1,1008
Habits ; uniformes,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Habits et tafetars,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Haches,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Haches ; de fer,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Haches ; de fer et d'acier,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
"Haches, houes et serpes",,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Hallebarde,,,,,,,,,,,,,,,,,,,,,1,2,63124
Hamac,Hamac,6,6,0,,0,,,0,0,,,34,,,,0,0,0,,1,48,48
Hameçons,Hameçons,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,29,29
Harancades,,???,???,0,,0,,,0,0,,,,,,,0,0,0,,1,5,63124
Haras,Haras,9,9,0,"Savary, volume 2, 1748 : « Signifie encore les poulains mêmes et les pouliches qui sont élevés dans les haras »",0,,,0,0,,,1,,,,0,0,0,,1,1,1
Harde,,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,8,63124
Hardes,Hardes,8,8,0,"Hardes, synonyme d'habits pour le dictionnaire de l'académie française.",0,,,0,0,,,1,,,,0,0,0,,1,39,55
Hardes ; capillaire,Hardes,8,8,0,"Hardes, synonyme d'habits pour le dictionnaire de l'académie française.",0,,,0,0,,,24,,,,0,0,0,,1,1,55
Hardes ; perelle,Hardes,8,8,0,"Hardes, synonyme d'habits pour le dictionnaire de l'académie française.",0,,,0,0,,,2,,,,0,0,0,,1,1,55
Hardes ; vieilles,Hardes,8,8,0,"Hardes, synonyme d'habits pour le dictionnaire de l'académie française.",0,,,0,0,,,17,,,,0,0,0,,1,14,55
Harengs,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,9,63124
Harengs ; blancs,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,71,63124
Harengs ; salés,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Harengs ; saurs,,,,,,,,,,,,,,,,,,,,,1,160,63124
Harengs ; sors,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Harengs ; blancs,,,,,,,,,,,,,,,,,,,,,1,8,63124
Harengs ; cades,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Harengs ; salés,,,,,,,,,,,,,,,,,,,,,1,4,63124
Harengs ; saurs,,,,,,,,,,,,,,,,,,,,,1,22,63124
Haricot,,,,,,,,,,,,,,,,,,,,,1,1,63124
Haricot ; confit,Haricot,0,0a,0,,0,,,0,0,,,13,,,,2,2,4,,1,1,1
Haricots ; en fèves,,0,0a,0,,,,,0,0,,,,,,,2,1,4,,1,1,63124
Harnais,Harnais,8,8,0,,0,,,0,0,,,29,,,,0,0,0,,1,60,62
Harnais ; de chaise,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,16,63124
Harnais ; de chaise roulante,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Harnais ; de cheval,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,6,63124
Harnais ; de cuir,Harnais,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,2,62
Harnais et selles,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Harpes,,,,,,,,,,,,,,,,,,,,,1,2,63124
Harpes et guitares,,,,,,,,,,,,,,,,,,,,,1,1,63124
"Harpes, guitares et spalterions",,,,,,,,,,,,,,,,,,,,,1,1,63124
Harpins,Harpins,9,9,0,Wikitionary : « Ancienne arme d'hast composée d'une longue hampe au bout de laquelle étaient fixés une pointe droite et un ou plusieurs crochets. »,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Harpoix,,,,,,,,,,,,,,,,,,,,,1,1,63124
Harpoix et tartre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Hartreuse,Hartreuse,???,???,0,Peut-être « Chartreuse » dans ce cas 1,0,,,0,0,,,2,,,,0,0,0,,1,1,1
Hausse-cols,,,,,,,,,,,,,,,,,,,,,1,1,63124
Hautbois,Instruments ; de musique,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,5
Hayes ou diables de mer,,,,,,,,,,,,,,,,,,,,,1,1,63124
Hemitacortum,Hemitacortum,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Herbe,,2,2,0,,0,,,0,0,,,526,,,,0,0,0,,1,16,63124
Herbe ; capilaire,,2,2,1,"Savary, volume 2, 1748 : « Plantes qui coiffent en filets déliés & pour ainsi dire semblables, les cheveux […]. Les capillaires servent à faire des sirops auxquels on attribue de grandes propriétés »",1,0,Syrup Of Maidenhair,0,1,,,,,,,0,0,0,,1,73,63124
Herbe ; d'oseilles,,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,17,63124
Herbe ; de violette,,2,2,1,"Savary, volume 2, 1723 : « En réalité elles ne sont pas des drogues, mais entrent dans la composition de tant de potions, drogues.…  »",1,0,Leaves Of Violet Or Flowers,0,1,,,1,,,,0,0,0,,1,1,63124
Herbe ; gaudes,,2,2,0,Herbe à jaunir utilisée en teinture,0,,,0,0,,,2,,,,0,0,0,,1,59,63124
Herbe ; pérelles,,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,48,63124
Herbe ; vaudes,,2,2,0,???,0,,,0,0,,,1,,,,0,0,0,,1,21,63124
Herbe ; vulnéraires,,2,2,1,,0,,,0,1,,,1,,,,0,0,0,,1,76,63124
Herbe ; à col,,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,63124
Herbe ; à teindre,,2,2,0,,0,,,0,0,,,14,,,,0,0,0,,1,22,63124
Herbes ; d'acacia,,2,2,1,Acacia Gum (Grieve). Gum Acacia is a demulcent and serves by the viscidity of its solution to cover and sheathe inflamed surfaces (Grieve). Listed in Pechey.,1,0,Acacia,0,1,,,,,,,0,0,0,,1,1,63124
Herbes ; d'orseille,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,16,63124
Herbes ; à charpentier,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Herbes ; médicinales,,2,2,1,,,,,0,1,,,,,,,0,0,0,,1,39,63124
Hermine,,,,,,,,,,,,,,,,,,,,,1,1,63124
Herminettes,Herminettes,6,6,0,"Savary, volume 3, 1748 : « Outil qui sert aux charpentiers »",0,,,0,0,,,1,,,,0,0,0,,1,1,1
Hermodattes,Hermodattes,2,2,0,"Nom donné, dans le commerce de la droguerie, à des tubercules qui sont apportés du Levant par Marseille, et que beaucoup pensent provenir d'une espèce de colchique.",0,,,0,0,,,28,,,,0,0,0,,1,12,12
Hipepaquana,,,,,,,,,,,,,,,,,,,,,1,1,63124
Histoire naturelle,Histoire naturelle,8,8,0,Livre ?,0,,,0,0,,,5,,,,0,0,0,,1,17,17
Homard,,,,,,,,,,,,,,,,,,,,,1,1,63124
Horlogerie,Horlogerie,8,8,0,,0,,,0,0,,,214,,,,0,0,0,,1,718,770
Horlogerie ; Boîte ; d'or,,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,63124
Horlogerie ; Ouvrage et outils,,,,,,,,,,,,,,,,,,,,,1,1,63124
Horlogerie ; boite ; d'argent,,8,8,0,,0,,,0,0,,,15,,,,0,0,0,,1,4,63124
Horlogerie ; boite ; de montre ; d'argent,,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,2,63124
Horlogerie ; boite ; de montre ; d'or,,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,2,63124
Horlogerie ; boite ; de pendule,,8,8,0,,0,,,0,0,,,12,,,,0,0,0,,1,3,63124
Horlogerie ; boites ; d'argent,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; boîtes ; d'or,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; cadran,,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,63124
Horlogerie ; cadrans d'horloge,,,,,,,,,,,,,,,,,,,,,1,1,63124
Horlogerie ; cadrans d'émail,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; cadrans de montres,,,,,,,,,,,,,,,,,,,,,1,1,63124
Horlogerie ; chaîne ; d'argent,,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,63124
Horlogerie ; chaîne ; de cuivre,,8,8,0,,0,,,0,0,,,12,,,,0,0,0,,1,1,63124
Horlogerie ; chaînes ; d'or,Horlogerie,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,3,770
Horlogerie ; chaînes de montre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Horlogerie ; clefs de montres,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; d'or,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,2,63124
Horlogerie ; de bois,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,9,63124
Horlogerie ; horloge ; communes,,8,8,0,,0,,,0,0,,,62,,,,0,0,0,,1,4,63124
Horlogerie ; horloge ; de bois,,8,8,0,,0,,,0,0,,,18,,,,0,0,0,,1,7,63124
Horlogerie ; horloge ; de fer,,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,12,63124
Horlogerie ; horloge ; de table,,8,8,0,,0,,,0,0,,,15,,,,0,0,0,,1,4,63124
Horlogerie ; horloge ; en bois,,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,1,63124
Horlogerie ; horloges,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; horloges ; de sable,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Horlogerie ; horloges ; de table,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; montres ; d'argent,Horlogerie,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,11,770
Horlogerie ; montres ; d'or,Horlogerie,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,13,770
Horlogerie ; montres ; de cuivre,Horlogerie,8,8,0,,0,,,0,0,,,58,,,,0,0,0,,1,3,770
Horlogerie ; montres ; de métal,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; montres ; maillées,Horlogerie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,770
Horlogerie ; mouvements ; de montre,Horlogerie,8,8,0,,0,,,0,0,,,36,,,,0,0,0,,1,9,770
Horlogerie ; mouvements ; de pendule,Horlogerie,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,8,770
Horlogerie ; outils d'horloges,Horlogerie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,770
Horlogerie ; pendule,,8,8,0,,0,,,0,0,,,7,,,,0,0,0,,1,12,63124
Horlogerie ; pendule ; de cuivre,,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,63124
Horlogerie ; pendules,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,13,63124
Horlogerie ; ressort ; de montre,,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,63124
Horlogerie ; ressort ; de pendule,,8,8,0,,0,,,0,0,,,13,,,,0,0,0,,1,2,63124
Horlogerie ; ressorts ; de pendules,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; réveil,,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,1,63124
Horlogerie ; réveils,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Horlogerie ; timbre,,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,63124
Horlogerie et carillons,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Horlogerie ; neuf,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Horloges ; d'église,,,,,,,,,,,,,,,,,,,,,1,1,63124
Horloges ; de bois,Horlogerie,8,8,0,,0,,,0,0,8,8,217,,,,0,0,0,,1,2,770
"Horloges, pendule et réveil",,,,,,,,,,,,,,,,,,,,,1,1,63124
Hotte d'osier,Hotte d'osier,6,6,0,,0,,,0,0,,,10,,,,0,0,0,,1,5,5
Houblon,Houblon,0,0a,0,,0,,,0,0,0,0a,24,,,,0,0,0,,1,254,254
Houblon ; en rame,,,,,,,,,,,,,,,,,,,,,1,1,63124
Houes,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Housse,,,,,,,,,,,,,,,,,,,,,1,1,63124
Housse ; de cheval,Housse,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,16,19
Housse ; de cheval ; enrichies,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Housse ; de couette,,,,,,,,,,,,,,,,,,,,,1,1,63124
Housse ; de drap,Housse,6,6,0,,0,,,0,0,6,6,11,,,,0,0,0,,1,2,19
Housse ; de duvet,,,,,,,,,,,,,,,,,,,,,1,1,63124
Housse ; de selles,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Housse de cheval et faux,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Housse et faux foureaux garnis d'argeant,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Housse et faux foureaux garnis de soie,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Housses ; galonnées,Housse,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,1,19
Hubalingue,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Huile,,6,6,0,,0,,,0,0,,,134,Huile ; d'olive ; blanc ; de Gènes,Huile ; d'olive ; blanc ; de Gènes,,0,0,0,,1,19,63124
Huile ;  de loup marin,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Huile ; d'Harlem,,,,,,,,,,,,,,,,,,,,,1,1,63124
Huile ; d'absinthe,Huile,4,4,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,4135
Huile ; d'amande,Huile,4,4,1,"Savary, volume 1, 1748 : « mais l'huile d'amende douce tirée sans feu, est employée à bien des usages différents, soit dans la Médecine, soit chez les parfumeurs […] les maux d'oreilles ».",1,0,Ol Almonds,1,0,,,2,,,,0,0,0,,1,38,4135
Huile ; d'amande douce,Huile,4,4,1,"Savary, volume 1, 1748 : « mais l'huile d'amende douce tirée sans feu, est employée à bien des usages différents, soit dans la Médecine, soit chez les parfumeurs […] les maux d'oreilles ».",1,0,Ol Almonds,0,1,4,4,14,,,,0,0,0,,1,4,4135
Huile ; d'ambre,Huile,4,4,0,,0,,,0,0,,,3,,,,0,0,0,,1,9,4135
Huile ; d'anis,Huile,4,4,0,,0,,,0,0,,,17,,,,0,0,0,,1,18,4135
Huile ; d'aspic,Huile,4,4,1,"Savary, volume 1, 1748 : « Plante […] L'huile d'aspic dont les peintres, les maréchaux & ouvriers se servent, & qui est de quelque usage en médecine entrant dans plusieurs compositions galéniques. »",0,,,1,0,,,34,,,,0,0,0,,1,18,4135
Huile ; d'etaim,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Huile ; d'olive,Huile,4,4,0,,0,,,0,0,,,131,Huile ; d'olive ; blanc ; de Gènes,Huile ; d'olive ; blanc ; de Gènes,,0,0,0,,1,1823,4135
Huile ; d'olive ; blanc ; de Gênes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Huile ; d'olive ; importée en grande partie à Marseille,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Huile ; d'olive ; pour fabriques,Huile,4,4,0,,0,,,0,0,,,10,,,,0,0,0,,1,20,4135
Huile ; d'olive ; commune,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Huile ; d'ours,,4,4,1,"Savary, volume 3, 1748 :  «les épicier-droguistes en vendent auss la graisse ou suif […] cet axonge est un souverain remède pour la guérison des humeurs froides & des rhumatismes ; l'on s'en sert pour la goute & on l'employe dans plusieurs comp",1,0,Adeps Ursi,0,1,,,,,,,0,0,0,,1,1,63124
Huile ; d'élite dite keurolie,,,,,,,,,,,,,,,,,,,,,1,1,63124
Huile ; de Lisbonne,,,,,,,,,,,,,,,,,,,,,1,1,63124
Huile ; de Loup Marin,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,5,63124
Huile ; de Rhodes,Huile,4,4,1,Cf. P.H.Wallis,1,0,Ol Rhodium,0,1,,,5,,,,0,0,0,,1,7,4135
Huile ; de Salmus,Huile,4,4,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,4135
Huile ; de baleine,Huile,4,4,0,Blanc de baleine : Le blanc de baleine ou spermaceti est une substance blanche présente dans la tête de certains cétacés comme le cachalot ou l'hyperoodon.,1,0,Spermaceti Course Oily,0,0,,,24,Huile ; de baleine,Huile ; de baleine,,0,0,0,,1,52,4135
Huile ; de baume,,4,4,1,,0,,,1,0,,,,,,,0,0,0,,1,1,63124
Huile ; de betterave,,,,,,,,,,,,,,,,,,,,,1,1,63124
Huile ; de caboüanne,Huile,4,4,0,,0,,,0,0,,,3,,,,0,0,0,,1,1,4135
Huile ; de cacao,Huile,4,4,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,4135
Huile ; de cannelle,Huile,4,4,1,Wallis List,1,0,Ol Cinamon,0,1,,,11,,,,0,0,0,,1,13,4135
Huile ; de carabe,Huile,4,4,1,"Savary, volume 1, 1748 : ou KARABE Surtout pour la teinture et le vernis cependant : « Il a quelque usage en Médecine, pourvu qu'il soit véritable Karabé ; bien des gens ayant l'art de le contrefaire... ».",1,0,Carrabe,1,0,,,4,,,,0,0,0,,1,5,4135
Huile ; de cardes,Huile,4,4,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,4135
Huile ; de chanvre,,4,4,0,,0,,,0,0,,,3,,,,0,0,0,,1,8,63124
Huile ; de chimie,,5,5,1,Wallis list,1,0,Ol Chemical,1,0,,,,,,,0,0,0,,1,1,63124
Huile ; de colza,,,,,,,,,,,,,,,,,,,,,1,2,63124
Huile ; de copahu,Huile,4,4,1,"Savary, volume 1, 1748 : « On tire du Benjoin des fleurs blanches propres pour les asthmatiques ; et une huile, qui est une espèce de baume pour les plaies. » + purgatif. Utilisé également en teinture",1,0,Balsam Capivia,0,1,,,7,,,,0,0,0,,1,14,4135
Huile ; de corne de cerf,,4,4,1,"Savary, volume 2, 1723 : CERF « Un esprit, un sel, une huile & un espèce de spode ou cendre propres à la médecine.  »",1,,,0,1,,,,,,,0,0,0,,1,2,63124
Huile ; de crabette,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Huile ; de cumin,Huile,4,4,1,"CARVI ou CUMIN : Savary, volume 2, 1748 : « Est d'usage dans la médecine où elle est employée avec succès dans le vertige, dans les coliques venteuses, et dans les enflures de bas ventre, que l'on nomme Hydropisie Tympanique. On l'estime encore",1,0,Ol Carui,0,1,,,0,,,,0,0,0,,1,1,4135
Huile ; de dégras,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Huile ; de farde,Huile,4,4,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,4135
Huile ; de flanelle,Huile,4,4,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,4135
Huile ; de gayac,Huile,4,4,1,"Pierre Hubert Nysten, Isidore Bricheteau, Ossian Henry, Joseph Briand, Dictionnaire de médecin, de chirurgie, de pharmacie, des sciences accessoires et de l'art vétérinaire, 8ème édition, 1840 : «GAYAC, ou GAÏAC ou GUAJACUM OFFICINALE est un ar",0,,,0,1,,,0,,,,0,0,0,,1,1,4135
Huile ; de genièvre,Huile,4,4,1,Cf. P.H.Wallis,1,0,Ol Juniper,0,1,,,25,,,,0,0,0,,1,8,4135
Huile ; de girofle,Huile,4,4,1,"Savary, volume 2, 1723 : « L'huile de girofle se tire par distilation. […] On s'en sert en Médecine et on la croit souveraine pour les maux de tête mais surtout elle est d'un grand usage en parfumerie  »",1,0,Ol Cloves,0,1,,,4,,,,0,0,0,,1,31,4135
Huile ; de graine,Huile,4,4,0,,0,,,0,0,,,115,,,,0,0,0,,1,383,4135
Huile ; de graine ; de navette,Huile,4,4,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,4135
Huile ; de graine et noix,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,6,63124
Huile ; de graines de navette et de chanvre,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Huile ; de graisse,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Huile ; de graisse ; de poisson,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Huile ; de gras ; pour tanneurs,,,,,,,,,,,,,,,,,,,,,1,2,63124
Huile ; de harengs,,4,4,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Huile ; de jasmin,Huile,4,4,1,Cf. P.H.Wallis,1,0,Ol Jessamin,0,1,,,2,,,,0,0,0,,1,5,4135
Huile ; de jayet,Huile,4,4,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,4135
Huile ; de laurier,Huile,4,4,1,Cf. P.H.Wallis,1,0,Ol Bay,0,1,4,4,6,,,,0,0,0,,1,59,4135
Huile ; de lavande,Huile,4,4,1,Wallis List,1,0,Ol Spike,1,0,4,4,7,,,,0,0,0,,1,3,4135
Huile ; de lin,Huile,4,4,0,,0,,,0,0,,,55,,,,0,0,0,,1,319,4135
