numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
72,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,cuivre rouge ouvré,Hollande,3155,livres,1.6,5048,0,,1
73,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,cuivre rouge brun,Hollande,14260,livres,1.45,20677,0,,1
74,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,cuivre jaune,Hollande,15610,livres,1.45,22634.5,0,,1
75,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,canons de fer,Hollande,98300,livres,0.1,9830,0,,1
76,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,cercles de fer,Hollande,16350,livres,0.16,2616,0,,1
77,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,clouds de fer,Hollande,950,livres,0.3,285,0,,1
78,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,caves garnies à douze flacons,Hollande,28,nombre,6,168,0,,1
79,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,caves garnies,Hollande,428,livres,19,1212,-6920,prix unitaire illisible,1
80,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,caves garnies,Hollande,865,livres,3,2595,0,,1
81,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,chaises de commodité et leur ?,Hollande,160,nombre,15,2400,0,,1
82,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,cabarets peint,Hollande,50,nombre,10,500,0,,1
83,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,chauffe pieds,Hollande,458,nombre,0.75,343.5,0,,1
84,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,couteaux de guerre,Hollande,3290,livres,0.5,1645,0,,1
85,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,couteaux commun,Hollande,3335,douzaines,1.5,5002.5,0,,1
86,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,canettes de grez,Hollande,14660,nombre,0.25,3665,0,,1
87,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,canettes de grez couvertes d'etain,Hollande,900,nombre,0.25,360,135,erreur de calcul,1
88,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,canettes de marbre,Hollande,875,livres,0.4,350,0,,1
89,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,ceruse,Hollande,2500,livres,0.24,600,0,,1
90,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,couperose verte,Hollande,58900,livres,0.06,3534,0,,1
91,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,crayon noir,Hollande,50,livres,5,250,0,,1
92,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,charbon de terre,Hollande,286,bariques,20,5720,0,,1
93,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,charbon de terre,Hollande,150,da ?,10,1500,0,,1
94,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,cornes de cerf,Hollande,2025,livres,0.1,202.5,0,,1
95,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,2,chevrons de sapin de 15 pieds ?,Hollande,286,nombre,6,1716,0,,1
96,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,drogueries a teindre,Hollande,120950,livres,0.25,30237.5,0,,1
97,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,draps de lit vieux,Hollande,200,nombre,2,400,0,,1
98,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,etofes diverses des indes,Hollande,2370,pieces,60,142200,0,,1
99,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,estain en bloc,Hollande,640,livres,0.75,480,0,,1
100,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,espars,Hollande,772,nombre,2,1544,0,,1
101,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,epiceries commune,Hollande,67046,livres,2,134092,0,,1
102,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,ecorces de citrons,Hollande,112,livres,1,112,0,,1
103,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,eau de spa,Hollande,26,bouteilles,1,26,0,,1
104,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fromage,Hollande,308550,livres,0.3,92565,0,,1
105,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fayance,Hollande,27575,livres,0.25,6893.75,0,,1
106,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fournet de terre a sucre,Hollande,4410,nombre,0.25,1102.5,0,,1
107,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fusil,Hollande,2877,nombre,7,20139,0,,1
108,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fil de laton,Hollande,2320,livres,1.75,4060,0,,1
109,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fil de fer,Hollande,17525,livres,1.7,29792,-0.5,,1
110,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fil a voile,Hollande,650,livres,1.25,812.5,0,,1
111,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fleaux de fer,Hollande,7,nombre,60,420,0,,1
112,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fleaux de fer,Hollande,175,livres,0.6,105,0,,1
113,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fer blanc,Hollande,19,barils,110,2090,0,,1
114,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fer noir,Hollande,5.5,barils,80,440,0,,1
115,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,ferremens,Hollande,10575,livres,2.5,26437,-0.5,,1
116,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fer de fonte,Hollande,16625,livres,0.1,1662.5,0,,1
117,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fer enverge,Hollande,219500,livres,0.18,39510,0,,1
118,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,fer en barre,Hollande,172875,livres,0.15,25931.25,0,,1
119,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,gerofle,Hollande,425,livres,7,2975,0,,1
120,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,gruau,Hollande,56,barils,20,1120,0,,1
121,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,guinées bleues,Hollande,740,pieces,40,29600,0,,1
122,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,grennë de choux,Hollande,110,livres,1,110,0,,1
123,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,galle,Hollande,3275,livres,0.8,2620,0,,1
124,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,garance,Hollande,7100,livres,0.4,2840,0,,1
125,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,goudron,Hollande,57,barils,18,1026,0,,1
126,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,gaufriers,Hollande,5,nombre,3,15,0,,1
127,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,harangs blanc,Hollande,850,barils,22,18700,0,,1
128,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,harangs sors,Hollande,826,barils,30,24780,0,,1
129,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,haricot,Hollande,5,tonneaux,60,300,0,,1
130,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,huile de lin,Hollande,70,barriques,100,7000,0,,1
131,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,huile de morue,Hollande,52,barriques,110,5720,0,,1
132,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,jambons,Hollande,8315,livres,0.35,2910.25,0,,1
133,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,linge ?,Hollande,2587,pieces,20,51740,0,,1
134,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,linge vieux,Hollande,1400,livres,0.6,840,0,,1
135,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,laine en suin,Hollande,1300,livres,0.4,1720,1200,erreur de calcul,1
136,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,lin peigné,Hollande,630,livres,1,630,0,,1
137,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,lin cru,Hollande,105150,livres,0.28,29440,-2,erreur de calcul,1
138,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,litarge,Hollande,9075,livres,0.22,1996.5,0,,1
139,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,liqueure de bierre,Hollande,1,baril ,,,,absence de prix total,1
140,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,mercerie commune,Hollande,556,livres,2,1112,0,,1
141,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,miroirs petit,Hollande,150,nombre,0.25,37.5,0,,1
142,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,moulins a caffé,Hollande,80,nombre,5,400,0,,1
143,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,mine de plomb,Hollande,7275,livres,13,94575,0,,1
144,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,3,moine a ???,Hollande,48,nombre,1.5,72,0,,1
145,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,mats de navire de 42 à 65 pieds,Hollande,35,pièces,350,12250,0,,1
146,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,mats de navire de 45 à 50 pieds,Hollande,22,pièces,300,6600,0,,1
147,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,matereaux,Hollande,10,nombre,50,500,0,,1
148,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,merrain a pipes,Hollande,230,douëlles,3.5,805,0,,1
149,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,merrain a barriques,Hollande,870,douëlles,1.5,1305,0,,1
150,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,manches a ballay,Hollande,46,douzaines,2,92,0,,1
151,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,nicanez,Hollande,319,pieces,14,4466,0,,1
152,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,noir de fumée,Hollande,500,barilles,0.1,50,0,,1
153,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,orge mondé,Hollande,210,livres,0.27,56.7,0,,1
154,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,ocre,Hollande,2450,livres,0.03,73.5,0,,1
155,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,poids fer,Hollande,4,livres,9,36,0,,1
156,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,poivre,Hollande,71550,livres,1.05,7155,-67972.5,erreur de calcul,1
157,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,poisson salé,Hollande,8650,livres,0.2,1730,0,,1
158,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,pois de 28 ? : de hollande,Hollande,8000,nombre,3,24000,0,,1
159,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,poopee ?,Hollande,25,livres,1.5,37.5,0,,1
160,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,platille,Hollande,7500,pieces,5,37500,0,,1
161,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,paravens,Hollande,2,nombre,30,60,0,,1
162,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,parasols de couty ,Hollande,6,nombre,5,30,0,,1
163,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1731.csv,Local,1731,Imports,Nantes,4,papiers,Hollande,215,rames,2.5,537.5,0,,1
