numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
49,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Harangs fumés,Marseille,Holande,2655,barils,25,66375,0,
50,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Harangs fumés,Marseille,Holande,300,en nombre,"0,05",15,0,
51,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Huile de poisson,Marseille,Holande,131400,livres,"0,2",26280,0,
52,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Huile de vitriol,Marseille,Holande,2000,livres,"0,75",1500,0,
53,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Jalap,Marseille,Holande,5500,livres,2,11000,0,
54,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Indigo,Marseille,Holande,12000,livres,4,48000,0,
55,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Legumes,Marseille,Holande,50000,livres,"0,15",7500,0,
56,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Librairie,Marseille,Holande,3950,livres,2,7900,0,
57,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Lin cru,Marseille,Holande,1240,livres,"0,6",744,0,
58,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Litarge,Marseille,Holande,15300,livres,"0,2",3060,0,
59,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Mercerie,Marseille,Holande,4950,livres,2,9900,0,
60,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Morue verte,Marseille,Holande,206,barils,30,6180,0,
61,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Morue verte,Marseille,Holande,72000,livres,"0,2",14400,0,
62,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Moulin a caffé,Marseille,Holande,56,douzaines,36,2016,0,
63,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Muscades,Marseille,Holande,3450,livres,"8,5",29325,0,
64,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Nattes de jonc,Marseille,Holande,146,en nombre,1,146,0,
65,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Orge,Marseille,Holande,1004,charges,15,15060,0,
66,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Orge mondée,Marseille,Holande,7500,livres,"0,1",750,0,
67,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Peaux de lievre,Marseille,Holande,8500,livres,"0,6",5100,0,
68,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Pelleterie apretée,Marseille,Holande,600,livres,"2,5",1500,0,
69,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Pelleterie crüe,Marseille,Holande,2300,livres,"1,2",2760,0,
70,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Pipes a fumer,Marseille,Holande,4410,grosses,3,13230,0,
71,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Planches de sapin,Marseille,Holande,40,douzaines,9,360,0,
72,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Plaques de fer,Marseille,Holande,140,en nombre,4,560,0,
73,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Plomb en saumon,Marseille,Holande,704300,livres,"0,2",140860,0,
74,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Plumes a ecrire,Marseille,Holande,250,livres,5,1250,0,
75,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Poil de lapin,Marseille,Holande,600,livres,4,2400,0,
76,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Poire,Marseille,Holande,381202,livres,"1,6",609923,"-0,2",
77,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,2,1746,Imports,Poissons salés,Marseille,Holande,18000,livres,"0,2",3600,0,
78,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Porcelaines,Marseille,Holande,3300,livres,5,16500,0,
79,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Quincaille de fer et acier,Marseille,Holande,1800,livres,1,1800,0,
80,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Quinquina,Marseille,Holande,12000,livres,4,48000,0,
81,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Rhubarbe,Marseille,Holande,2100,livres,40,84000,0,
82,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Salsafras,Marseille,Holande,970,livres,"0,2",194,0,
83,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Salsepareille,Marseille,Holande,3600,livres,"1,25",4500,0,
84,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Saumon salé,Marseille,Holande,12,bariques,20,240,0,
85,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Saumure,Marseille,Holande,1500,livres,"0,15",225,0,
86,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Serrures,Marseille,Holande,300,livres,1,300,0,
87,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Souffre,Marseille,Holande,1200,livres,"0,09",108,0,
88,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Soye crue,Marseille,Holande,200,livres,14,2800,0,
89,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Suif,Marseille,Holande,20000,livres,"0,4",8000,0,
90,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Stocfiche,Marseille,Holande,205375,livres,"0,15",30806,"-0,25",
91,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Thé,Marseille,Holande,336,livres,3,1008,0,
92,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Toille blanche,Marseille,Holande,10,pièces,80,800,0,
93,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Toille blanche,Marseille,Holande,3950,livres,3,11850,0,
94,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Toille a voile,Marseille,Holande,144,pièces,30,4320,0,
95,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Velours,Marseille,Holande,20,pièces,400,8000,0,
96,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Verres de crital,Marseille,Holande,1500,livres,2,3000,0,
97,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Vitriol blanc,Marseille,Holande,5850,livres,"0,5",2925,0,
98,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Fromage,Marseille,Angleterre,500,livres,"0,3",150,0,
99,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Plomb en saumon,Marseille,Angleterre,495000,livres,"0,2",99000,0,
100,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Acier ,Marseille,Nord qui comprend les villes anseatiques et la moscovie,700,livres,"0,35",245,0,
101,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Ancres de fer,Marseille,Nord qui comprend les villes anseatiques et la moscovie,8000,livres,"0,2",1600,0,
102,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Azur commun,Marseille,Nord qui comprend les villes anseatiques et la moscovie,8900,livres,"0,6",5340,0,
103,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Bois de Brezil,Marseille,Nord qui comprend les villes anseatiques et la moscovie,1206,livres,"0,25",301,"-0,5",
104,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Bray sec,Marseille,Nord qui comprend les villes anseatiques et la moscovie,539500,livres,"0,15",80925,0,
105,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Cuivre ouvré,Marseille,Nord qui comprend les villes anseatiques et la moscovie,600,livres,"1,6",960,0,
106,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Fer en barres,Marseille,Nord qui comprend les villes anseatiques et la moscovie,1810300,livres,"0,145",262493,"-0,5",
107,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Fer blanc,Marseille,Nord qui comprend les villes anseatiques et la moscovie,58500,livres,"0,6",35100,0,
108,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Fer vieux,Marseille,Nord qui comprend les villes anseatiques et la moscovie,1000,livres,"0,075",75,0,
109,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Gaudron,Marseille,Nord qui comprend les villes anseatiques et la moscovie,377750,livres,"0,15",56662,"-0,5",
110,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Lin cru,Marseille,Nord qui comprend les villes anseatiques et la moscovie,300,livres,"0,6",180,0,
111,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Mats de vaisseaux,Marseille,Nord qui comprend les villes anseatiques et la moscovie,2,en nombre,130,130,0,130 pour les 2 mats
112,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Miny,Marseille,Nord qui comprend les villes anseatiques et la moscovie,4800,livres,"0,2",960,0,
113,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1746.csv,Local,3,1746,Imports,Pelleterie crüe,Marseille,Nord qui comprend les villes anseatiques et la moscovie,4500,livres,"1,2",5400,0,
