numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Alins,Marseille,Holande,107888,livres,"0,1",10788,"-0,8",
2,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Amandes cassées,Marseille,Holande,323725,livres,"0,2",64745,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Anchois,Marseille,Holande,35561,livres,"0,5",17780,"-0,5",
4,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Anis,Marseille,Holande,9404,livres,"0,2",1880,"-0,8",
5,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Arbres fruitiers,Marseille,Holande,1600,livres,"0,2",320,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Aristoloche,Marseille,Holande,1535,livres,"0,12",945,"760,8",erreur calcul a compté en sou au lieu de 12lt/100
7,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Assafetida,Marseille,Holande,755,livres,"2,5",1887,"-0,5",
8,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Bas de coton,Marseille,Holande,500,livres,5,2500,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Bas de fustel,Marseille,Holande,27550,livres,"0,05",1377,"-0,5",
10,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Bol armenien,Marseille,Holande,1359,livres,"0,3",407,"-0,7",
11,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Bouchons de liege,Marseille,Holande,675,livres,3,2025,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Caffé des Isles,Marseille,Holande,32449,livres,"1,25",40561,"-0,25",
13,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Capots,Marseille,Holande,120,pièces,8,960,0,indiqué comme 10 douzaines à 8 livres pièce
14,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Capres,Marseille,Holande,90700,livres,"0,22",19954,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Chanvre peigné,Marseille,Holande,400,livres,"0,36",144,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Citrons,Marseille,Holande,67,milliers,25,1675,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Colequinde,Marseille,Holande,140,livres,"1,5",210,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Confitures,Marseille,Holande,895,livres,1,895,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Corail de jardin,Marseille,Holande,3110,livres,"0,1",311,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Corail ouvré,Marseille,Holande,226,livres,160,36160,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1746,Local,1,1746,Exports,Coton filé,Marseille,Holande,57082,livres,"1,1",62790,"-0,2",
