numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Alun,Marseille,Hollande,145725,livres,"0,1",14572,"-0,5",
2,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Amandes cassées,Marseille,Hollande,209990,livres,"0,2",41998,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Anchois,Marseille,Hollande,14826,livres,"0,5",7413,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Anis,Marseille,Hollande,7123,livres,"0,2",1424,"-0,6",
5,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Agent vif,Marseille,Hollande,356,livres,"3,5",1246,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Aristoloche,Marseille,Hollande,2400,livres,"0,1",240,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Bas de soye,Marseille,Hollande,155,livres,40,6200,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Baume de la meque,Marseille,Hollande,60,livres,12,720,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Bois de buis,Marseille,Hollande,7600,livres,"0,15",1140,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Bois de fumel,Marseille,Hollande,20900,livres,"0,1",2090,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Bourses en soye,Marseille,Hollande,60,pièces,36,2160,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Bouchon de liege,Marseille,Hollande,1389,livres,3,4167,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Caffé des Isles,Marseille,Hollande,4636,livres,1,4636,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Capres,Marseille,Hollande,71800,livres,"0,22",15796,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Cantarides,Marseille,Hollande,800,livres,2,1600,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Citrons,Marseille,Hollande,285,milliers,15,4275,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,1,1745,Exports,Cochenille mesteque,Marseille,Hollande,781,livres,20,15620,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,2,1745,Exports,Cocque de Levant,Marseille,Hollande,1671,livres,"0,5",835,"-0,5",
19,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,2,1745,Exports,Collequinte,Marseille,Hollande,4186,livres,"1,25",5232,"-0,5",
20,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,2,1745,Exports,Confitures,Marseille,Hollande,750,livres,1,750,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1745.csv,Local,2,1745,Exports,Corail ouvré,Marseille,Hollande,1100,livres,160,176000,0,
