numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1253,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Sucre,Marseille,Savoye et Piemont,"2,50",livres,"0,6000000","1,50","-0,50",
1254,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Terraille,Marseille,Savoye et Piemont,"0,50",charges,"20,0000000","10,00","0,00",
1255,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Terraille,Marseille,Savoye et Piemont,"200,00",livres,"0,0700000","14,00","0,00",
1256,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Terre a foulon,Marseille,Savoye et Piemont,"6,50",charges,"36,0000000","234,00","0,00",
1257,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Terre a foulon,Marseille,Savoye et Piemont,"950,00",livres,"0,1250000","118,75","-0,75",
1258,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Vin ,Marseille,Savoye et Piemont,"1,00",charges,"12,0000000","12,00","0,00",
1259,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Vin ,Marseille,Savoye et Piemont,"0,50",coupe,"3,0000000","3,00","0,00",prix de la demy coupe
1260,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Vin aigre,Marseille,Savoye et Piemont,"9,00",charges,"12,0000000","108,00","0,00",
1261,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Amandes cassées,Marseille,Suisse et Geneve,"13 285,00",livres,"0,2000000","2 657,00","0,00",
1262,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Anchois,Marseille,Suisse et Geneve,"915,00",livres,"0,5000000","457,50","-0,50",
1263,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Artichaux,Marseille,Suisse et Geneve,"220,00",livres,"0,5000000","110,00","0,00",
1264,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Bouchons de liege,Marseille,Suisse et Geneve,"415,00",livres,"3,0000000","1 245,00","0,00",
1265,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Capres,Marseille,Suisse et Geneve,"770,00",livres,"0,2200000","169,40","-0,40",
1266,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Cedras,Marseille,Suisse et Geneve,"120,00",livres,"0,2500000","30,00","0,00",
1267,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Chapeaux communs,Marseille,Suisse et Geneve,"2,00",livres,"3,0000000","6,00","0,00",
1268,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Cheveux,Marseille,Suisse et Geneve,"4,00",livres,"30,0000000","120,00","0,00",
1269,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Citrons,Marseille,Suisse et Geneve,"19 235,00",livres,"0,1000000","1 923,50","-0,50",
1270,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Cordes d'arçons,Marseille,Suisse et Geneve,"8,00",livres,"2,0000000","16,00","0,00",
1271,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Coton filé,Marseille,Suisse et Geneve,"6,00",livres,"1,1000000","6,60","-0,60",
1272,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Eau de pin,Marseille,Suisse et Geneve,"880,00",livres,"0,2000000","176,00","0,00",
1273,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Eau de vie,Marseille,Suisse et Geneve,"450,00",livres,"0,1500000","67,50","-0,50",
1274,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Ecorce d'orange,Marseille,Suisse et Geneve,"1 005,00",livres,"0,1500000","150,75","-0,75",
1275,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Fayance,Marseille,Suisse et Geneve,"190,00",livres,"0,5000000","95,00","0,00",
1276,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Figues,Marseille,Suisse et Geneve,"3 425,00",livres,"0,1000000","342,50","-0,50",
1277,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Galles légeres,Marseille,Suisse et Geneve,"95,00",livres,"0,0800000","7,60","-0,60",
1278,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Graine de buisson,Marseille,Suisse et Geneve,"320,00",livres,"0,1000000","32,00","0,00",
1279,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Graine de luzerne,Marseille,Suisse et Geneve,"50,00",livres,"0,0500000","2,50","-0,50",
1280,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Huile d'olives,Marseille,Suisse et Geneve,"33 193,00",livres,"0,4000000","13 277,20","-0,20",
1281,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Jujubes,Marseille,Suisse et Geneve,"520,00",livres,"0,2000000","104,00","0,00",
1282,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Leton vieux,Marseille,Suisse et Geneve,"110,00",livres,"1,2500000","137,50","-0,50",
1283,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Merluches,Marseille,Suisse et Geneve,"200,00",livres,"0,2500000","50,00","0,00",
1284,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Olives,Marseille,Suisse et Geneve,"50,00",livres,"0,1500000","7,50","-0,50",
1285,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Oranges,Marseille,Suisse et Geneve,"28 395,00",livres,"0,1000000","2 839,50","-0,50",
1286,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Peaux de mouton apretées,Marseille,Suisse et Geneve,"285,00",livres,"1,0000000","285,00","0,00",
1287,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Peaux sauvagines,Marseille,Suisse et Geneve,"65,00",livres,"5,0000000","325,00","0,00",
1288,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Perdris,Marseille,Suisse et Geneve,"20,00",livres,"2,0000000","40,00","0,00",
1289,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Pommade,Marseille,Suisse et Geneve,"30,00",livres,"1,5000000","45,00","0,00",
1290,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Prunes,Marseille,Suisse et Geneve,"250,00",livres,"0,2000000","50,00","0,00",
1291,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Raisins secs,Marseille,Suisse et Geneve,"9 460,00",livres,"0,2000000","1 892,00","0,00",
1292,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Savon,Marseille,Suisse et Geneve,"62 259,00",livres,"0,3000000","18 677,70","-0,70",
1293,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Savonettes,Marseille,Suisse et Geneve,"34,00",livres,"0,6000000","20,40","-0,40",
1294,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Souliers,Marseille,Suisse et Geneve,"25,00",livres,"4,0000000","100,00","0,00",
1295,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Vin,Marseille,Suisse et Geneve,"7 920,00",livres,"0,1000000","792,00","0,00",
1296,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Vin muscat,Marseille,Suisse et Geneve,"180,00",livres,"0,3000000","54,00","0,00",
1297,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Amandes en coques,Marseille,Isles françoises de l'amerique,"153 800,00",livres,"0,1000000","15 380,00","0,00",
1298,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Anchois,Marseille,Isles françoises de l'amerique,"4 188,00",pots,"1,0000000","4 188,00","0,00",
1299,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Bas de fil et coton,Marseille,Isles françoises de l'amerique,"1 500,00",douzaines,"18,0000000","27 000,00","0,00",
1300,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Bazin,Marseille,Isles françoises de l'amerique,"1 400,00",livres,"5,0000000","7 000,00","0,00",
1301,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Bougies et cierges,Marseille,Isles françoises de l'amerique,"41 709,00",livres,"1,8000000","75 076,20","-0,20",
1302,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,39,1750,Exports,Briques,Marseille,Isles françoises de l'amerique,"1 132,00",milliers,"20,0000000","22 640,00","0,00",
1303,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Camelot de soye,Marseille,Isles françoises de l'amerique,"52,00",pièces,"200,0000000","10 400,00","0,00",
1304,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Capottes,Marseille,Isles françoises de l'amerique,"286,00",pièces,"6,0000000","1 716,00","0,00",
1305,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Capres,Marseille,Isles françoises de l'amerique,"4 189,00",pots,"1,0000000","4 189,00","0,00",
1306,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Cercles de bois,Marseille,Isles françoises de l'amerique,"17 520,00",faix,"2,0000000","35 040,00","0,00",
1307,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Chair salée,Marseille,Isles françoises de l'amerique,"1 067,00",bariques,"40,0000000","42 680,00","0,00",
1308,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Chandelle,Marseille,Isles françoises de l'amerique,"237 000,00",livres,"0,4500000","106 650,00","0,00",
1309,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Chapeaux assortis,Marseille,Isles françoises de l'amerique,"687,00",douzaines,"60,0000000","41 220,00","0,00",
1310,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Chapeaux castor,Marseille,Isles françoises de l'amerique,"2 005,00",pièces,"18,0000000","36 090,00","0,00",
1311,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Chapeaux a negre,Marseille,Isles françoises de l'amerique,"3 078,00",douzaines,"36,0000000","110 808,00","0,00",
1312,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Chemises communes,Marseille,Isles françoises de l'amerique,"233,00",douzaines,"50,0000000","11 650,00","0,00",
1313,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Chemises finies,Marseille,Isles françoises de l'amerique,"879,00",douzaines,"200,0000000","175 800,00","0,00",
1314,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Cloux de fer,Marseille,Isles françoises de l'amerique,"98 800,00",livres,"0,2500000","24 700,00","0,00",
1315,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Confitures,Marseille,Isles françoises de l'amerique,"46 000,00",livres,"1,0000000","46 000,00","0,00",
1316,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Cuivre ouvré,Marseille,Isles françoises de l'amerique,"15 000,00",livres,"1,6000000","24 000,00","0,00",
1317,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Dame jeannes,Marseille,Isles françoises de l'amerique,"1 900,00",en nombre,"2,0000000","3 800,00","0,00",
1318,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Dame jeannes,Marseille,Isles françoises de l'amerique,"2 667,00",livres,"0,2000000","533,40","-0,40",
1319,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Draperie,Marseille,Isles françoises de l'amerique,"482,00",pièces,"150,0000000","72 300,00","0,00",
1320,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Drogueries,Marseille,Isles françoises de l'amerique,"242 703,00",livres,"6,0000000","1 456 218,00","0,00",
1321,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Eau de vie,Marseille,Isles françoises de l'amerique,"403 300,00",livres,"0,1500000","60 495,00","0,00",
1322,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Etoffe or et argent,Marseille,Isles françoises de l'amerique,"1 192,00",livres,"80,0000000","95 360,00","0,00",
1323,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Etoffe de soye,Marseille,Isles françoises de l'amerique,"8 102,00",livres,"40,0000000","324 080,00","0,00",
1324,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,40,1750,Exports,Farine,Marseille,Isles françoises de l'amerique,"57 500,00",livres,"0,1000000","5 750,00","0,00",
