line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1774,,,Espagne,Exports,Acier,,,17524,0,50070,livres,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,66427,,,,Fatima Zahra,,,,,,,,,,,,
2,Objet Général,1774,,,Levant,Exports,Acier,,,14661,0,41890,livres,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,66427,,,,Fatima Zahra,,,,,,,,,,,,
3,Objet Général,1774,,,Portugal,Exports,Acier,,,2170,0,6200,livres,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,66427,,,,Fatima Zahra,,,,,,,,,,,,
4,Objet Général,1774,,,Suisse,Exports,Acier,,,6800,0,19430,livres,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,66427,,,,Fatima Zahra,,,,,,,,,,,,
5,Objet Général,1774,,,Isles,Exports,Acier,,,7318,0,19434,livres,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,66427,,,,Fatima Zahra,,,,,,,,,,,,
6,Objet Général,1774,,,Guinée,Exports,Acier,,,8044,0,20110,livres,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,66427,,,,Fatima Zahra,,,,,,,,,,,,
7,Objet Général,1774,,,Indes,Exports,Acier,,,9910,0,331,barils,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,66427,,,,Fatima Zahra,,,,,,,,,,,,
8,Objet Général,1774,,,Isles,Exports,Acons demontés,,,2000,0,5,en nombre,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,,,,,Fatima Zahra,,,,,,,,,,,,
9,Objet Général,1774,,,Allemagne,Exports,Agneaux,,,3545,0,513,en nombre,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,5831,,,,Fatima Zahra,,,,,,,,,,,,
10,Objet Général,1774,,,Savoye,Exports,Agneaux,,,2286,0,1143,en nombre,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,5831,,,,Fatima Zahra,,,,,,,,,,,,
11,Objet Général,1774,,,Allemagne,Exports,Agréments,,,8831,0,,,,sources/Objet General/IIHS-122G_Exports_1774.csv,IIHS-122G,3,23631,,,,Fatima Zahra,,,,,,,,,,,,
