line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1770,,,Espagne,Exports,Acier,,,1627,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,22329,,,,David Cassagnes,,,,,,,,,,,,
2,Objet Général,1770,,,Guinée,Exports,Acier,,,3181,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,22329,,,,David Cassagnes,,,,,,,,,,,,
3,Objet Général,1770,,,Isles,Exports,Acier,,,10714,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,22329,,,,David Cassagnes,,,,,,,,,,,,
4,Objet Général,1770,,,Levant,Exports,Acier,,,5558,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,22329,,,,David Cassagnes,,,,,,,,,,,,
5,Objet Général,1770,,,Savoye,Exports,Acier,,,1249,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,22329,,,,David Cassagnes,,,,,,,,,,,,
6,Objet Général,1770,,,Isles,Exports,Acons ; démontés,,,3200,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,3200,,,,David Cassagnes,,,,,,,,,,,,
7,Objet Général,1770,,,Isles,Exports,Affuts ; de fusils,,,6000,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,6000,,,,David Cassagnes,,,,,,,,,,,,
8,Objet Général,1770,,,Allemagne,Exports,Ajustements,,,19976,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,19976,,,,David Cassagnes,,,,,,,,,,,,
9,Objet Général,1770,,,Espagne,Exports,Alun,,,1066,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,32751,,,,David Cassagnes,,,,,,,,,,,,
10,Objet Général,1770,,,Italie,Exports,Alun,,,7615,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,32751,,,,David Cassagnes,,,,,,,,,,,,
11,Objet Général,1770,,,Levant,Exports,Alun,,,7146,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,32751,,,,David Cassagnes,,,,,,,,,,,,
12,Objet Général,1770,,,Naples,Exports,Alun,,,3500,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,32751,,,,David Cassagnes,,,,,,,,,,,,
13,Objet Général,1770,,,Nord,Exports,Alun,,,7593,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,3,32751,,,,David Cassagnes,,,,,,,,,,,,
14,Objet Général,1770,,,Savoye,Exports,Alun,,,3834,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,32751,,,,David Cassagnes,,,,,,,,,,,,
15,Objet Général,1770,,,Suisse,Exports,Alun,,,1997,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,32751,,,,David Cassagnes,,,,,,,,,,,,
16,Objet Général,1770,,,Angleterre,Exports,Amandes,,,2735,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
17,Objet Général,1770,,,Gènes,Exports,Amandes,,,37931,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
18,Objet Général,1770,,,Hollande,Exports,Amandes,,,49876,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
19,Objet Général,1770,,,Isles,Exports,Amandes,,,49350,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
20,Objet Général,1770,,,Italie,Exports,Amandes,,,26134,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
21,Objet Général,1770,,,Levant,Exports,Amandes,,,9609,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
22,Objet Général,1770,,,Naples,Exports,Amandes,,,3871,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
23,Objet Général,1770,,,Nord,Exports,Amandes,,,47563,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
24,Objet Général,1770,,,Russie,Exports,Amandes,,,2716,0,,,,sources/Objet General/IIHS-122D_Exports_1770.csv,IIHS-122D,4,282816,,,,David Cassagnes,,,,,,,,,,,,
