numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
155,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Couvertures à nègres,,2892,241,,,en nombres,,,,,,,0
156,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Cuirs de vaches tannés,,1565,1565,,,livres,21856,,,,,,0
157,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Cuirs de vaches tannés,,12989,12989,,,livres,21856,,,,,,0
158,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Cuirs de vaches tannés,,7302,7302,,,livres,21856,,,,,,0
159,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Cuivres divers,,12010,7700,,,livres,15549,,,,,,0
160,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Cuivres divers,,784,490,,,livres,15549,,,,,,0
161,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Cuivres divers,,1756,1145,,,livres,15549,,,,,,0
162,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Cuivres divers,,149356,100752,,,livres,,,,,,,0
163,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Crin apprêté,,1215,935,,,livres,2762,,,,,,0
164,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Crin apprêté,,1547,1190,,,livres,2762,,,,,,0
165,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Draps ; draps communs,,1460,230,,,aunes,,,,,,,0
166,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Draps ; draps communs,,35282,6097,,,aunes,,,,,,,0
167,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Draps ; draps fins,,8360,292,,,aunes,18020,,,,,,0
168,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Draps ; draps fins,,8760,316,,,aunes,18020,,,,,,0
169,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Draps ; draps fins,,900,50,,,aunes,18020,,,,,,0
170,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Draps ; draps fins,,5550,185,,,aunes,,,,,,,0
171,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Droguerie ; médicaments,,30174,,,,,30762,,,,,,0
172,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Droguerie ; médicaments,,22,,,,,30762,,,,,,0
173,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Droguerie ; médicaments,,566,,,,,30762,,,,,,0
174,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Droguerie ; médicaments,,312,,,,,,,,,,,0
175,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Droguerie ; pour la peinture et la teinture,,16442,,,,,17111,,,,,,0
176,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Droguerie ; pour la peinture et la teinture,,90,,,,,17111,,,,,,0
177,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Droguerie ; pour la peinture et la teinture,,579,,,,,17111,,,,,,0
178,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Droguerie ; pour la peinture et la teinture,,2264,,,,,,,,,,,0
179,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Eau de vie,,3936,30,,,muids,4110,,,,,,1
180,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Eau de vie,,3936,150,,,pintes,4110,,,,,,2
181,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Eau de vie,,3936,512,,,bouteilles,4110,,,,,,2
182,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Eau de vie,,174,1,,,muids,4110,,,,,,1
183,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Eau de vie,,174,176,,,pintes,4110,,,,,,2
184,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Eau de vie,,211018,1946,,,muids,,,,,,,1
185,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Eau de vie,,211018,252,,,pintes,,,,,,,2
186,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Eau de vie,,211018,20,,,bouteilles,,,,,,,2
187,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Epicerie,,23188,10224,,,livres,25048,,,,,,0
188,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Epicerie,,860,305,,,livres,25048,,,,,,0
189,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Epicerie,,1000,500,,,livres,25048,,,,,,0
190,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Epicerie,,6392,3196,,,,,,,,,,0
191,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Estampes encadrées,,3486,,,,,3626,,,,,,0
192,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Estampes encadrées,,140,,,,,3626,,,,,,0
193,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Etain ouvré,,232,186,,,livres,507,,,,,,0
194,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Etain ouvré,,275,220,,,livres,507,,,,,,0
195,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Etain ouvré,,4926,5941,,,livres,,,,,,,0
196,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Etoffes ; diverses,,1882,,,,,,,,,,,0
197,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Etoffes ; diverses,,440,,,,,,,,,,,0
198,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Etoffes ; de coton,,7401,1480,,,aunes,,,,,,,0
199,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Etoffes ; de coton,,8128,1016,,,aunes,,,,,,,0
200,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Etoffes ; mêlées de coton fil de soye,,162,59,,,aunes,,,,,,,0
201,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Etoffes ; mêlées de coton fil de soye,,25038,9537,,,aunes,,,,,,,0
202,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Etoffes ; de laine,,3036,"809,75",,,aunes,19048,,,,,,0
203,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Etoffes ; de laine,,16012,4575,,,aunes,19048,,,,,,0
204,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Etoffes ; de laine,,32956,12475,,,aunes,,,,,,,0
205,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Etoffes ; de soye,,58793,8353,,,aunes,64247,,,,,,0
206,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Etoffes ; de soye,,974,154,,,aunes,64247,,,,,,0
207,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Etoffes ; de soye,,4480,640,,,aunes,64247,,,,,,0
208,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Etoffes ; de soye,,114618,16374,,,aunes,,,,,,,0
209,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Fayence,,25837,,,,,26751,,,,,,0
210,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Fayence,,270,,,,,26751,,,,,,0
211,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Fayence,,644,,,,,26751,,,,,,0
212,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Fayence,,7452,,,,,,,,,,,0
213,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Fers ; en barres,,15630,73057,,,livres,16630,,,,,,0
214,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Fers ; en barres,,1000,4000,,,livres,16630,,,,,,0
215,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Fers ; en barres,,55640,245851,,,livres,,,,,,,0
216,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Fers ; en clous,,176398,440997,,,livres,222774,,,,,,0
217,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Fers ; en clous,,38148,95370,,,livres,222774,,,,,,0
218,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Fers ; en clous,,8228,20570,,,livres,222774,,,,,,0
219,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Fers ; en clous,,1366,5417,,,livres,,,,,,,0
220,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Fers ; ouvré,,44266,146769,,,livres,46278,,,,,,0
221,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Fers ; ouvré,,264,880,,,livres,46278,,,,,,0
222,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Fers ; ouvré,,1748,5829,,,livres,46278,,,,,,0
223,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Fers ; ouvré,,621,2070,,,livres,,,,,,,0
224,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Fers ; de fonte ouvrée,,89151,344022,,,livres,100201,,,,,,0
225,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Fers ; de fonte ouvrée,,902,3400,,,livres,100201,,,,,,0
226,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Fers ; de fonte ouvrée,,10148,39079,,,livres,100201,,,,,,0
227,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Fers ; de fonte ouvrée,,55,220,,,livres,,,,,,,0
228,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Fers ; ferblanterie,,4881,,,,,5181,,,,,,0
229,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Fers ; ferblanterie,,200,,,,,5181,,,,,,0
230,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Fers ; ferblanterie,,100,,,,,5181,,,,,,0
231,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Fers ; ferblanterie,,369,,,,,,,,,,,0
232,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Fils ; à coudre,,10485,2801,,,livres,16385,,,,,,0
233,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Fils ; à coudre,,2725,1090,,,livres,16385,,,,,,0
234,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Fils ; à coudre,,3175,1270,,,livres,16385,,,,,,0
235,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Fils ; à voile,,2270,227,,,livres,2420,,,,,,0
236,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Fils ; à voile,,150,150,,,livres,2420,,,,,,0
237,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Fruits secs et confits,,5431,,,,,5810,,,,,,0
238,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Fruits secs et confits,,179,,,,,5810,,,,,,0
239,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Fruits secs et confits,,200,,,,,5810,,,,,,0
240,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Fruits secs et confits,,859,,,,,,,,,,,0
241,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Futailles vides,,22214,,,,,22459,,,,,,0
242,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Futailles vides,,245,,,,,22459,,,,,,0
243,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Futailles vides,,65664,,,,,,,,,,,0
244,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Gants de peau,,2032,"135,5",,,douzaines,4532,,,,,,0
245,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Gants de peau,,2250,150,,,douzaines,4532,,,,,,0
246,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Gants de peau,,250,30,,,douzaines,4532,,,,,,0
247,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Gaze de soye,,11660,3545,,,aunes,11900,,,,,Le pdf donne aussi la quantité en livres,0
248,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Gaze de soye,,240,87,,,aunes,11900,,,,,Le pdf donne aussi la quantité en livres,0
249,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Gaze de soye,,10560,3234,,,aunes,,,,,,Le pdf donne aussi la quantité en livres,0
250,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Glaces,,2772,35,,,en nombres,3392,,,,,,0
251,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Glaces,,620,2,,,en nombres,3392,,,,,,0
252,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Glaces,,722,17,,,en nombres,,,,,,,0
253,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Graines de jardin,,4602,1534,,,livres,4662,,,,,,0
254,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Graines de jardin,,60,20,,,livres,4662,,,,,,0
255,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Graines de jardin,,4680,1560,,,livres,,,,,,,0
256,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Hardes diverses,,31689,,,,,35533,,,,,,0
257,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Hardes diverses,,3844,,,,,35533,,,,,,0
258,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Hardes diverses,,11110,,,,,,,,,,,0
259,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Huiles diverses ; de graines,,21837,42156,,,livres,22023,,,,,,0
260,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Huiles diverses ; de graines,,186,360,,,livres,22023,,,,,,0
261,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Huiles diverses ; de graines,,549,1064,,,livres,,,,,,,0
262,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Huiles diverses ; d'olive,,140139,155710,,,livres,164662,,,,,,0
263,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Huiles diverses ; d'olive,,17465,19406,,,livres,164662,,,,,,0
264,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Huiles diverses ; d'olive,,7058,7843,,,livres,164662,,,,,,0
265,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Huiles diverses ; d'olive,,5491,6102,,,livres,,,,,,,0
266,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Instruments ; de musique,,7860,,,,,,,,,,,0
267,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Instruments ; pour la pêche,,2045,,,,,2547,,,,,,0
268,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Instruments ; pour la pêche,,82,,,,,2547,,,,,,0
269,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Instruments ; pour la pêche,,420,,,,,2547,,,,,,0
270,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Instruments ; pour la pêche,,899,,,,,,,,,,,0
271,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Laine écrue,,1480,740,,,,,,,,,,0
272,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Légumes divers,,21696,187632,,,livres,33399,,,,,,0
273,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Légumes divers,,661,6140,,,livres,33399,,,,,,0
274,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Légumes divers,,11042,101540,,,livres,33399,,,,,,0
275,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Légumes divers,,91341,898153,,,livres,,,,,,,0
276,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Liège en bouchons,,800,88900,,,en nombres,809,,,,,,0
277,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Liège en bouchons,,9,1000,,,en nombres,809,,,,,,0
278,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Liège en bouchons,,15,1500,,,en nombres,,,,,,,0
279,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Librairie,,3502,2335,,,livres,3652,,,,,,0
280,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Librairie,,150,100,,,livres,3652,,,,,,0
281,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Lingerie ; de table et de lit,,157359,,,,,210961,,,,,,0
282,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Lingerie ; de table et de lit,,39506,,,,,210961,,,,,,0
283,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Lingerie ; de table et de lit,,14096,,,,,210961,,,,,,0
284,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Lingerie ; de table et de lit,,464,,,,,,,,,,,0
285,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Lingerie ; de corps en chemises,,25836,1590,,,en nombres,30945,,,,,,0
286,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Lingerie ; de corps en chemises,,5109,351,,,en nombres,30945,,,,,,0
287,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Lingerie ; en chemises à nègres,,13027,3722,,,en nombres,15127,,,,,,0
288,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Lingerie ; en chemises à nègres,,2100,600,,,en nombres,15127,,,,,,0
289,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Lingerie ; en chemises à nègres,,332,95,,,en nombres,,,,,,,0
290,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Lingerie ; linges à pansements,,4093,3176,,,livres,,,,,,,0
291,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Liqueurs diverses,,17598,8557,,,bouteilles,17793,,,,,,0
292,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Liqueurs diverses,,195,134,,,bouteilles,17793,,,,,,0
293,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Liqueurs diverses,,8958,6181,,,bouteilles,,,,,,,0
294,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Marchandises à la valeur,,20710,,,,,,,,,,,0
295,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Marchandises à la valeur,,2285,,,,,,,,,,,0
296,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Marchandises à la valeur,,1876,,,,,,,,,,,0
297,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Marchandises à la valeur,,4490,,,,,,,,,,,0
298,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Mercerie,,16081,,,,,17581,,,,,,0
299,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Mercerie,,150,,,,,17581,,,,,,0
300,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Mercerie,,1350,,,,,17581,,,,,,0
301,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Mercerie,,2574,,,,,,,,,,,0
302,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Meubles divers,,34675,,,,,36105,,,,,,0
303,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Meubles divers,,798,,,,,36105,,,,,,0
304,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Meubles divers,,632,,,,,36105,,,,,,0
305,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Meubles divers,,1027,,,,,,,,,,,0
306,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Meules à moulins,,4800,24,,,en nombres,,,,,,,0
307,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Miroirs de traite,,150,75,,,livres,210,,,,,,0
308,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Miroirs de traite,,60,30,,,livres,210,,,,,,0
309,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Miroirs de traite,,17824,8912,,,livres,,,,,,,0
310,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Mors de brides,,1558,,,,,2558,,,,,,0
311,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,12,Mors de brides,,1000,,,,,2558,,,,,,0
312,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Mouchoirs ; divers,,1680,56,,,douzaines,,,,,,,0
313,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,12,Mouchoirs ; divers,,840,70,,,douzaines,,,,,,,0
314,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,12,Mouchoirs ; de coton,,17472,"485,2",,,douzaines,19260,,,,,,0
315,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,12,Mouchoirs ; de coton,,1788,33,,,douzaines,19260,,,,,,0
