numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
4865,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Cacao,Ile française des Amériques et du Canada,14130,9420,livres,1.5,0,,0
4866,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,caffé,Ile française des Amériques et du Canada,9350,9350,livres,1,0,,0
4867,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Cuirs de Beuf tannés,Ile française des Amériques et du Canada,665,95,demy Cuirs,7,0,,0
4868,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Cuirs Secs en poil,Ile française des Amériques et du Canada,1980,396,nombre,5,0,,0
4869,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Castor gras,Ile française des Amériques et du Canada,70560,14112,livres,5,0,,0
4870,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Castor Sec,Ile française des Amériques et du Canada,328560,109520,livres,3,0,,0
4871,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Cotton en Laine,Ile française des Amériques et du Canada,26840,24400,livres,1.1,0,prix divisé par cent,0
4872,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Cuivre en Mitraille,Ile française des Amériques et du Canada,3040,3800,livres,.8,0,,0
4873,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,dents delefants,Ile française des Amériques et du Canada,1240,620,livres,2,0,,0
4874,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Duvet,Ile française des Amériques et du Canada,224,56,livres,4,0,,0
4875,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Ecaille de Tortue,Ile française des Amériques et du Canada,9168,1146,livres,8,0,,0
4876,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Etain vieux,Ile française des Amériques et du Canada,486,540,livres,.9,0,,0
4877,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Farine,Ile française des Amériques et du Canada,1560,104,Quarts,15,0,,0
4878,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,gome de Gayac,Ile française des Amériques et du Canada,112.5,125,livres,.9,0,,0
4879,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,graises d'Ours,Ile française des Amériques et du Canada,787.5,525,livres,1.5,0,,0
4880,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Gaudron,Ile française des Amériques et du Canada,13273,1021,Barils,13,0,,0
4881,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Huile de poison,Ile française des Amériques et du Canada,120460,602300,livres,.2,0,prix divisé par cent,0
4882,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,herbe capilaire,Ile française des Amériques et du Canada,2400,2400,livres,1,0,,0
4883,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Indigo,Ile française des Amériques et du Canada,1779624,494340,livres,3.6,0,,0
4884,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,liqueurs a boire,Ile française des Amériques et du Canada,3018,1006,Bouteilles,3,0,,0
4885,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Morue seche,Ile française des Amériques et du Canada,48725,194900,nombre,.25,0,,0
4886,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Madriers d'Acajou,Ile française des Amériques et du Canada,400,40,nombre,10,0,,0
4887,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,planches ; d'Acajou,Ile française des Amériques et du Canada,80,16,nombre,5,0,,0
4888,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Planches de ciprés,Ile française des Amériques et du Canada,349.5,466,nombre,.75,0,,0
4889,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Planches de Sapin,Ile française des Amériques et du Canada,180,200,nombre,.9,0,,0
4890,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Plomb en Saumon,Ile française des Amériques et du Canada,198,900,livres,.22,0,prix divisé par cent,0
4891,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Pellesterie commune de canada,Ile française des Amériques et du Canada,71122.5,31610,livres,2.25,0,,0
4892,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Peaux d'Ours,Ile française des Amériques et du Canada,60462,13436,nombre,4.5,0,,0
4893,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Peaux d'origneaux,Ile française des Amériques et du Canada,6336,528,nombre,12,0,,0
4894,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Peaux de Loup Cervier,Ile française des Amériques et du Canada,34780,3478,nombre,10,0,,0
4895,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Peaux de Loup des Bois,Ile française des Amériques et du Canada,1284,428,nombre,3,0,,0
4896,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Peaux de Loup Marin,Ile française des Amériques et du Canada,728,364,nombre,2,0,,0
4897,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Peaux de cerf,Ile française des Amériques et du Canada,230562,25618,nombre,9,0,,0
4898,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Peaux de Cheuvreil,Ile française des Amériques et du Canada,50250,20100,nombre,2.5,0,,0
4899,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Peaux de Martre,Ile française des Amériques et du Canada,77126.39999999999,32136,nombre,2.4,0,,0
4900,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,ris,Ile française des Amériques et du Canada,90,600,livres,.15,0,,0
4901,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Rocou,Ile française des Amériques et du Canada,15880,39700,livres,.4,0,,0
4902,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Rognons de Castor,Ile française des Amériques et du Canada,6300,1800,livres,3.5,0,,0
4903,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Sucre blanc,Ile française des Amériques et du Canada,71742,217400,livres,.33,0,prix divisé par cent,0
4904,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Sucre terré,Ile française des Amériques et du Canada,268913.25,995975,livres,.27,0,prix divisé par cent,0
4905,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Sucre téte,Ile française des Amériques et du Canada,26352,146400,livres,.18,0,prix divisé par cent,0
4906,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Sucre Brut,Ile française des Amériques et du Canada,960160,6001000,livres,.16,0,prix divisé par cent,0
4907,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Sirop Limon,Ile française des Amériques et du Canada,15,15,livres,1,0,,0
4908,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,5,Tabac en Poudre,Ile française des Amériques et du Canada,2965,5930,livres,.5,0,,0
4909,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,6,Tabac filé,Ile française des Amériques et du Canada,4245,14150,livres,.3,0,,0
4910,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,6,taTabac en manoque,Ile française des Amériques et du Canada,12240,40800,livres,.3,0,,0
4911,Demba,41 ETP 270 / 9402,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1735,Imports,La Rochelle,6,Tabac en Feuille de la Louisiane,Ile française des Amériques et du Canada,18720,62400,livres,.3,0,,0
4912,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,beure salé,Angleterre,48860,2443,Barils,20,0,,0
4913,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,beure salé,Angleterre,379522.5,1084350,livres,.35,0,prix divisé par cent,0
4914,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Bray gras,Angleterre,120,6,Barils,20,0,,0
4915,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Bois de chesne,Angleterre,380,38,groses pieces,10,0,,0
4916,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,ardoises,Angleterre,210,14,milliers,15,0,,0
4917,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Cuirs de Beuf en poil,Angleterre,120,24,nombre,5,0,,0
4918,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Chandelle,Angleterre,9498.1,29225,livres,.325,-.02,prix divisé par cent,0
4919,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Charbon de Terre,Angleterre,64740,249,muids,260,0,muids du Poids de 20000 livre chacun,0
4920,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Charbon de Terre,Angleterre,9327.5,2870,Barils,3.25,0,Barils du Poids de 250 LIVRES,0
4921,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Fromage,Angleterre,588.75,3925,livres,.15,0,prix divisé par cent,0
4922,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Gaudron,Angleterre,2820,235,Barils,12,0,,0
4923,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Langues salées,Angleterre,30,1.5,Barils,0,30,MANQUE prix UNITAIRE,0
4924,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Laine filée,Angleterre,3712.5,2475,livres,1.5,0,,0
4925,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Laine Peignée,Angleterre,24875,19900,livres,1.25,0,,0
4926,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Laine en suin,Angleterre,25200,28000,livres,.9,0,,0
4927,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Lin Peigné,Angleterre,700,700,livres,1,0,,0
4928,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Meulles a Coutelier,Angleterre,54,18,nombre,3,0,,0
4929,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Plom en Saumon,Angleterre,1452,6050,livres,.24,0,prix divisé par cent,0
4930,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Planches de Sapin commune,Angleterre,1860,3100,nombre,.6,0,,0
4931,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Saumon Sallé,Angleterre,2362.5,31.5,tiercons,75,0,,0
4932,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,Suif,Angleterre,56735,162100,livres,.35,0,prix divisé par cent,0
4933,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,1,argen vif,Hollande,2275,455,livres,5,0,,0
4934,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Acier,Hollande,350,1000,livres,.35,0,,0
4935,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,ancre de Fer,Hollande,2543.75,10175,livres,.25,0,prix divisé par cent,0
4936,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Azur commun,Hollande,6158.75,9475,livres,.65,0,prix divisé par cent,0
4937,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Amidon,Hollande,4560,22800,livres,.2,0,prix divisé par cent,0
4938,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Alun,Hollande,414,1725,livres,.24,0,prix divisé par cent,0
4939,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Anabas,Hollande,3096,2580,livres,1.2,0,,0
4940,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,beure,Hollande,337.5,675,livres,.5,0,,0
4941,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bierre,Hollande,16744,598,barriques,28,0,,0
4942,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Borax,Hollande,400,200,livres,2,0,,0
4943,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bray gras,Hollande,520,26,Barils,20,0,,0
4944,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Balais de Soye de porc,Hollande,675,270,livres,2.5,0,,0
4945,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bourre de beuf,Hollande,2720,27200,livres,.1,0,prix divisé par cent,0
4946,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Baleine coupée,Hollande,15365,3073,livres,5,0,,0
4947,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bois a teindre,Hollande,15517.5,103450,livres,.15,0,prix divisé par cent,0
4948,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bois de campesche rapé,Hollande,192.5,875,livres,.22,0,prix divisé par cent,0
4949,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bois tes peintes,Hollande,30,100,livres,.3,0,prix divisé par cent,0
4950,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,bercEaux denfant,Hollande,30,2,nombre,15,0,,0
4951,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bordages de chesne,Hollande,60,6,nombre,10,0,,0
4952,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,bordelles,Hollande,125,125,nombre,1,0,,0
4953,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bourdillons,Hollande,224,560,nombre,.4,0,,0
4954,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Bouteilles de Verre clisé,Hollande,292.5,1950,livres,.15,0,prix divisé par cent,0
4955,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Briques,Hollande,2070,115,milliers,18,0,,0
4956,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Canelle,Hollande,2928,488,livres,6,0,,0
4957,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Coroos,Hollande,3471,1157,pieces,3,0,,0
4958,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,cafas,Hollande,1080,54,pieces,20,0,,0
4959,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Couty,Hollande,1020,340,aumes,3,0,,0
4960,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Cuirs d de Rousy,Hollande,8190,5460,livres,1.5,0,,0
4961,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Cochenille,Hollande,48,2,livres,24,0,,0
4962,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Cauris,Hollande,110815,110815,livres,1,0,,0
4963,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,contrebordé,Hollande,40,100,livres,.4,0,,0
4964,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Campre,Hollande,300,25,livres,12,0,,0
4965,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Cire Jaune,Hollande,2520,2100,livres,1.2,0,,0
4966,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Colle Forte,Hollande,1325,2650,livres,.5,0,prix divisé par cent,0
4967,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Corne a Lanterne,Hollande,30,30,livres,1,0,,0
4968,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,comodes,Hollande,400,20,nombre,20,0,,0
4969,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Chaise de commodité,Hollande,15,3,nombre,5,0,,0
4970,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Caves Garnies asorties,Hollande,600,200,nombre,6,-600,ERREUR de CALCUL,0
4971,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Chause pieds,Hollande,99,11,douzaine,9,0,,0
4972,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Canneles detein,Hollande,180,180,livres,1,0,,0
4973,Demba,41 ETP 270 / 9403,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1736,Imports,La Rochelle,2,Cuivre Ouvre,Hollande,13192,8245,livres,1.6,0,,0
