numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
779,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; flanelle,Flandre,3776,944.0,2.77E7,livres,57608,9409901,,0
780,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; flanelle,Italie,5600,1400.0,2.77E7,livres,57608,9409901,,0
781,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; flanelle,Savoye,5136,4284.0,2.77E7,livres,57608,9409901,,0
782,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; molton,Allemagne,1449,40.5,2.77E7,pièces,,9409901,,0
783,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Allemagne,304104,50654.0,2.77E7,livres,6144471,9409901,,0
784,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Angleterre,17200,3440.0,2.77E7,livres,6144471,9409901,,0
785,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Espagne,835806,160407.0,2.77E7,livres,6144471,9409901,,0
786,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Flandre,4746,796.0,2.77E7,livres,6144471,9409901,,0
787,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Geneve,116496,19416.0,2.77E7,livres,6144471,9409901,,0
788,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Hollande,5000,1000.0,2.77E7,livres,6144471,9409901,,0
789,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Italie,1960975,345732.0,2.77E7,livres,6144471,9409901,,0
790,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Naples,292170,54434.0,2.77E7,livres,6144471,9409901,,0
791,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Genes,405620,81124.0,2.77E7,livres,6144471,9409901,,0
792,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Venise,5100,1100.0,2.77E7,livres,6144471,9409901,,0
793,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Levant,127735,25547.0,2.77E7,livres,6144471,9409901,,0
794,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Savoye,1962947,335510.0,2.77E7,livres,6144471,9409901,,0
795,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Suisse,103008,17068.0,2.77E7,livres,6144471,9409901,,0
796,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; ordinaire,Guinée,3564,891.0,2.77E7,livres,6144471,9409901,,0
797,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Allemagne,109575,36525.0,2.77E7,livres,1334098,9409901,,0
798,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Espagne,516946,172532.0,2.77E7,livres,1334098,9409901,,0
799,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Flandre,94276,31325.0,2.77E7,livres,1334098,9409901,,0
800,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Italie,282954,94318.0,2.77E7,livres,1334098,9409901,,0
801,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Naples,131877,43959.0,2.77E7,livres,1334098,9409901,,0
802,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Genes,71739,23979.0,2.77E7,livres,1334098,9409901,,0
803,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Levant,26688,8896.0,2.77E7,livres,1334098,9409901,,0
804,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Portugal,2940,800.0,2.77E7,livres,1334098,9409901,,0
805,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Savoye,40938,13640.0,2.77E7,livres,1334098,9409901,,0
806,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Suisse,46167,15389.0,2.77E7,livres,1334098,9409901,,0
807,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Isles,7628,2231.0,2.77E7,livres,1334098,9409901,,0
808,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,35,Drap ; draperie ; petite,Indes,2370,790.0,2.77E7,livres,1334098,9409901,,0
809,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; pinchina,Flandre,10400,52.0,2.77E7,pièces,,9409901,,0
810,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; ratine,Allemagne,1190,170.0,2.77E7,livres,8099,9409901,,0
811,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; ratine,Espagne,2100,300.0,2.77E7,livres,8099,9409901,,0
812,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; ratine,Flandre,3472,496.0,2.77E7,livres,8099,9409901,,0
813,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; ratine,Nord,1337,191.0,2.77E7,livres,8099,9409901,,0
814,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Allemagne,275120,27512.0,2.77E7,livres,1469792,9409901,,0
815,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Espagne,81550,8155.0,2.77E7,livres,1469792,9409901,,0
816,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Flandre,30470,3047.0,2.77E7,livres,1469792,9409901,,0
817,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Hollande,1400,140.0,2.77E7,livres,1469792,9409901,,0
818,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Italie,183500,18350.0,2.77E7,livres,1469792,9409901,,0
819,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Genes,5750,575.0,2.77E7,livres,1469792,9409901,,0
820,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Portugal,699802,70147.0,2.77E7,livres,1469792,9409901,,0
821,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Savoye,135200,13520.0,2.77E7,livres,1469792,9409901,,0
822,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; raz de maroc,Suisse,57000,5700.0,2.77E7,livres,1469792,9409901,,0
823,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; serge de laine,Allemagne,151856,25510.0,2.77E7,livres,248759,9409901,,0
824,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; serge de laine,Espagne,4016,1004.0,2.77E7,livres,248759,9409901,,0
825,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; serge de laine,Flandre,6792,1698.0,2.77E7,livres,248759,9409901,,0
826,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; serge de laine,Hollande,47612,11903.0,2.77E7,livres,248759,9409901,,0
827,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; serge de laine,Italie,23888,5952.0,2.77E7,livres,248759,9409901,,0
828,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; serge de laine,Portugal,3327,838.0,2.77E7,livres,248759,9409901,,0
829,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Drap ; draperie ; serge de laine,Savoye,11268,2817.0,2.77E7,livres,248759,9409901,,0
830,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Allemagne,25026,,485942,,,,,0
831,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Angleterre,1340,670.0,485942,livres,,,,0
832,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Espagne,276818,138409.0,485942,livres,,,,0
833,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Flandre,4541,1513.0,485942,livres,,,,0
834,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Hollande,5345,5345.0,485942,livres,,,,0
835,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Italie,21990,10995.0,485942,livres,,,,0
836,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Naples,2784,1392.0,485942,livres,,,,0
837,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Genes,30038,15019.0,485942,livres,,,,0
838,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Levant,37892,18946.0,485942,livres,,,,0
839,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Nord,1130,565.0,485942,livres,,,,0
840,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Savoye,27308,13654.0,485942,livres,,,,0
841,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Suisse,41514,41514.0,485942,livres,,,,0
842,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Droguerie,Isles,10216,5108.0,485942,livres,,,,0
843,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Eau ; forte,Espagne,2047,2047.0,90159,livres,5722,,,0
844,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Eau ; forte,Geneve,1210,1210.0,90159,livres,5722,,,0
845,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Eau ; forte,Savoye,2465,2340.0,90159,livres,5722,,,0
846,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Eau ; de lavande,Danemark,2400,960.0,90159,livres,,,,0
847,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,38,Eau ; medecinale,Espagne,29700,9900.0,90159,livres,,,,0
848,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de raisins,Italie,1706,3412.0,90159,livres,8206,,,0
849,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de raisins,Naples,2330,4660.0,90159,livres,8206,,,0
850,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de raisins,Genes,1200,1200.0,90159,livres,8206,,,0
851,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de raisins,Venise,,,90159,,8206,,,0
852,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de raisins,Savoye,2970,5940.0,90159,livres,8206,,,0
853,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Angleterre,1061,898.0,90159,livres,23634,,,0
854,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Espagne,3339,3339.0,90159,livres,23634,,,0
855,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Hollande,1585,1585.0,90159,livres,23634,,,0
856,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Italie,3008,3008.0,90159,livres,23634,,,0
857,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Naples,3381,3381.0,90159,livres,23634,,,0
858,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Genes,2695,2695.0,90159,livres,23634,,,0
859,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Levant,1237,1237.0,90159,livres,23634,,,0
860,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Nord,2665,2665.0,90159,livres,23634,,,0
861,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de la R. d'Hongrie,Savoye,4663,4663.0,90159,livres,23634,,,0
862,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de senteur,Allemagne,12938,9907.0,90159,livres,20497,,,0
863,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de senteur,Espagne,1520,608.0,90159,livres,20497,,,0
864,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de senteur,Nord,2425,970.0,90159,livres,20497,,,0
865,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau ; de senteur,Isles,3614,1994.0,90159,livres,20497,,,0
866,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Allemagne,,25.0,6005871,barriques,,,,0
867,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Allemagne,,82.75,6005871,muids,,,3 qtités pour Allemagne,0
868,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Allemagne,506693,1370963.0,6005871,livres,,,,0
869,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Angleterre,,5519.5,6005871,muids,,,,0
870,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Angleterre,,2808.0,6005871,barriques,,,,0
871,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Angleterre,1778270,10400.0,6005871,livres,,,3 qtités pour Angleterre,0
872,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Danemark,,1703.0,6005871,barriques,,,,0
873,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Danemark,249833,823.0,6005871,veltes,,,2 qtités pour Danemark,0
874,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Espagne,,508.0,6005871,barriques,,,,0
875,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Espagne,121477,3000.0,6005871,????,,,2 qtités pour Espagne,0
876,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Flandre,,1262.0,6005871,barriques,,,,0
877,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Flandre,203045,786.5,6005871,veltes,,,2 qtités pour Flandre,0
878,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Geneve,75474,251.6,6005871,barriques,,,,0
879,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Hollande,,1988.0,6005871,barriques,,,,0
880,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Hollande,,85445.0,6005871,veltes,,,,0
881,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Hollande,903672,68786.0,6005871,livres,,,3 qtités pour Hollande,0
882,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Italie,,395.0,6005871,verges,,,,0
883,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Italie,48587,184871.0,6005871,livres,,,2 qtités pour Italie,0
884,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Naples,9565,38260.0,6005871,livres,,,,0
885,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Genes,4159,16638.0,6005871,livres,,,,0
886,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Nord,,2398.0,6005871,barriques,,,,0
887,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Nord,,117.25,6005871,muids,,,,0
888,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Nord,445310,229020.0,6005871,livres,,,3 qtités pour Nord,0
889,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Russie,164680,1373.0,6005871,barriques,,,,0
890,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Savoye,57623,201973.0,6005871,livres,,,,0
891,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Suede,,706.0,6005871,barriques,,,,0
892,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Suede,,20564.0,6005871,verges,,,,0
893,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,39,Eau de vie,Suede,229423,82876.0,6005871,livres,,,3 qtités pour Suède,0
894,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,41,Eau de vie,Suisse,,94.0,6005871,muids,,,,0
895,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,41,Eau de vie,Suisse,68266,135960.0,6005871,livres,,,2 qtités pour Suisse,0
896,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,41,Eau de vie,Isles,,850.0,6005871,barriques,,,,0
897,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,41,Eau de vie,Isles,,24732.0,6005871,veltes,,,,0
