numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
31,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Fayance,Marseille,Angleterre,3150,Livres,"0,5",1575,0,
32,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Fer en barres,Marseille,Angleterre,17500,Livres,"0,15",2625,0,
33,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Fromage,Marseille,Angleterre,425,Livres,"0,3",127,"0,5",
34,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Granille de Cochenille,Marseille,Angleterre,1196,Livres,5,5980,0,
35,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Huile de lin,Marseille,Angleterre,389,Livres,"0,5",194,"0,5",
36,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Huile d'olive,Marseille,Angleterre,700,Livres,"0,4",280,0,
37,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Indienne,Marseille,Angleterre,490,Pièces,12,5880,0,
38,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Lard ,Marseille,Angleterre,320,Livres,"0,5",160,0,
39,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Liqueurs,Marseille,Angleterre,1295,Livres,1,1295,0,
40,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Lustres,Marseille,Angleterre,1500,Livres,2,3000,0,
41,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Marchandises mêlées,Marseille,Angleterre,,,0,1092,-1092,
42,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Mercerie,Marseille,Angleterre,8287,Livres,"3,5",29004,"0,5",
43,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Noir de fumée,Marseille,Angleterre,414,Livres,"0,25",103,"0,5",
44,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Noisette,Marseille,Angleterre,4200,Livres,"0,1",420,0,
45,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Ocre,Marseille,Angleterre,530,Livres,"0,1",53,0,
46,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Papier blanc,Marseille,Angleterre,232,Rames,6,1392,0,
47,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Peaux de chevre appretées,Marseille,Angleterre,1000,Pièces,"1,5",1500,0,
48,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Peaux veau tannées,Marseille,Angleterre,1045,Livres,"1,25",1306,"0,25",
49,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Peaux pelleterie appretée,Marseille,Angleterre,250,Livres,10,2500,0,
50,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Pierres à fusil,Marseille,Angleterre,900,Livres,"0,2",180,0,
51,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Planches de sapin,Marseille,Angleterre,53,Douzaines,9,477,0,
52,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Plomb en grenaille,Marseille,Angleterre,1750,Livres,"0,25",437,"0,5",
53,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Poisson salé,Marseille,Angleterre,3235,Livres,"0,25",808,"0,75",
54,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Poivre,Marseille,Angleterre,343,Livres,"1,5",514,"0,5",
55,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Pomade,Marseille,Angleterre,100,Livres,2,200,0,
56,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Prunes,Marseille,Angleterre,440,Livres,"0,25",110,0,
57,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Quincaille de fer et acier,Marseille,Angleterre,1270,Livres,1,1270,0,
58,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Raisin sec,Marseille,Angleterre,845,Livres,"0,2",169,0,
59,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Ris,Marseille,Angleterre,2040,Livres,"0,2",408,0,
60,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Rocou,Marseille,Angleterre,503,Livres,"2,5",1257,"0,5",
61,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Savon,Marseille,Angleterre,39350,Livres,"0,4",15740,0,
62,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Sirop de capilaire,Marseille,Angleterre,2274,Livres,1,2274,0,
63,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Souffre,Marseille,Angleterre,1780,Livres,"0,1",178,0,
64,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Soye apprétée,Marseille,Angleterre,230,Livres,20,460,4140,erreur de calcul
65,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Sucre blanc,Marseille,Angleterre,16340,Livres,"0,5",8170,0,
66,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Sucre brut,Marseille,Angleterre,28200,Livres,"0,25",7050,0,
67,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Sucre rafiné,Marseille,Angleterre,860,Livres,"0,6",516,0,
68,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Sucre versoir,Marseille,Angleterre,400,Livres,"0,5",200,0,
69,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Sumac,Marseille,Angleterre,750,Livres,"0,15",112,"0,5",
70,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Tartre,Marseille,Angleterre,1025,Livres,"0,2",205,0,
71,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Thé,Marseille,Angleterre,50,Livres,3,150,0,
72,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Toile blanche,Marseille,Angleterre,1950,Livres,5,9750,0,
73,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Toile Manouf,Marseille,Angleterre,200,Pièces,8,1600,0,
74,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Vin rouge,Marseille,Angleterre,47,Millerolles,12,564,0,
75,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Acier,Marseille,Espagne,33325,Livres,"0,35",11663,"0,75",
76,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Alaya,Marseille,Espagne,15,Pièces,12,180,0,
77,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Alun,Marseille,Espagne,9405,Livres,"0,2",1881,0,
78,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Amandes,Marseille,Espagne,22640,Livres,"0,2",4528,0,
79,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Amadou,Marseille,Espagne,1800,Livres,"1,5",2700,0,
80,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Ambre,Marseille,Espagne,100,Livres,2,200,0,
81,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Baleine coupée,Marseille,Espagne,140,Livres,5,700,0,
82,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Bas de fil et coton,Marseille,Espagne,2875,Livres,3,8625,0,
83,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,2,1773,Bas de filoselle,Marseille,Espagne,574,Livres,9,5166,0,
84,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bas de laine,Marseille,Espagne,550,Livres,6,3300,0,Pas le même prix original/copie
85,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bas de soye,Marseille,Espagne,36091,Livres,40,1443640,0,
86,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Batanonis,Marseille,Espagne,325,Pièces,3,975,0,
87,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bœuf salé,Marseille,Espagne,20000,Livres,"0,25",5000,0,Pas le même prix original/copie
88,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bled froment,Marseille,Espagne,12334,Charges,36,444024,0,
89,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bois de Bresil,Marseille,Espagne,6344,Livres,"0,5",3172,0,
90,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bois fustel,Marseille,Espagne,71,Quintaux,9,639,0,Mesure d'origine livre
91,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bouchons de liége,Marseille,Espagne,150,Livres,3,450,0,
92,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bouteilles de verre,Marseille,Espagne,7950,Livres,"0,2",1590,0,
93,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Bray sec,Marseille,Espagne,2900,Livres,"0,15",435,0,
94,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Cacao,Marseille,Espagne,46715,Livres,"1,3",60729,"0,5",Pas la même quantité original/copie
95,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Caffé des Iles,Marseille,Espagne,76995,Livres,"0,75",57745,"1,25",erreur de calcul
96,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Canelle,Marseille,Espagne,2324,Livres,10,23240,0,
97,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Cantarides,Marseille,Espagne,100,Livres,5,500,0,
98,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Capres,Marseille,Espagne,425,Livres,"0,75",637,"-318,25",erreur de calcul
99,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Carreaux de terre,Marseille,Espagne,3,Milliers,20,60,0,
100,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Cartons,Marseille,Espagne,600,Livres,"0,2",120,0,
101,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Ceruse,Marseille,Espagne,700,Livres,"0,2",140,0,
102,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Chandelle,Marseille,Espagne,21186,Livres,"0,5",10593,0,
103,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Chanvre peigné,Marseille,Espagne,11616,Livres,"0,75",8712,0,
104,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Chapeaux poil et laine,Marseille,Espagne,3200,Douzaines,60,192000,0,
105,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Charbon de terre,Marseille,Espagne,1500,Quintaux,3,4500,0,Mesure d'origine livre
106,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Cire blanche,Marseille,Espagne,14698,Livres,2,29396,0,
107,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Cire jaune,Marseille,Espagne,7555,Livres,"1,5",11332,"0,5",
108,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Clous de fer,Marseille,Espagne,34136,Livres,"0,25",8534,0,
109,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Cochenille,Marseille,Espagne,250,Livres,18,4500,0,
110,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Colle forte,Marseille,Espagne,5150,Livres,"0,4",2160,-100,erreur de calcul
111,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Confitures,Marseille,Espagne,16210,Livres,1,16210,0,
112,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,Local,Exports,3,1773,Corail,Marseille,Espagne,145,Livres,"0,75",108,"0,75",
