numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,1,1761,Imports,Harangs sors,Marseille,Angleterre,100,barils,20,2000,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,1,1761,Imports,Indigo,Marseille,Angleterre,1880,livres,8,15040,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,1,1761,Imports,Plomb en saumon,Marseille,Angleterre,47900,livres,"0,2",9580,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,1,1761,Imports,Sucre en blanc,Marseille,Angleterre,4821,livres,"0,7",3774,"399,3",erreur de calcul
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,1,1761,Imports,Tabac en feuilles,Marseille,Angleterre,365500,livres,"0,25",91375,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,1,1761,Imports,Planches de sapin,Marseille,Dannemark,75,douzaines,9,675,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,1,1761,Imports,Alun,Marseille,Espagne,10626,livres,"0,2",2125,"-0,2",
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,1,1761,Imports,Amandes,Marseille,Espagne,120420,livres,"0,2",24084,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,2,1761,Imports,Ameçons,Marseille,Espagne,115,livres,3,345,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1761.csv,Local,2,1761,Imports,Anis,Marseille,Espagne,54927,livres,"0,2",10985,"-0,4",
