numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Arquifou,Marseille,Angleterre,3600,livres,"0,15",580,40,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Avirons,Marseille,Angleterre,39,paires,6,234,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Beuf salé,Marseille,Angleterre,2448,barils,50,122400,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Beurre,Marseille,Angleterre,16350,livres,"0,35",5722,"-0,5",
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Bles froment,Marseille,Angleterre,2550,charges,30,76500,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Bois de campeche,Marseille,Angleterre,48000,livres,"0,15",7200,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Cacao,Marseille,Angleterre,22400,livres,"1,25",28000,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Canons de fer,Marseille,Angleterre,8,pièces,200,1600,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Chandelles,Marseille,Angleterre,3040,livres,"0,4",1216,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Charbon de terre,Marseille,Angleterre,3596,chapeaux ,5,17980,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Charbon de terre,Marseille,Angleterre,60000,livres,"0,04",2400,0,erreur de prix dans la source
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Cochon sale,Marseille,Angleterre,40,barils,60,2400,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Cordages de chanvre,Marseille,Angleterre,6000,livres,"0,3",1800,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Cornes de mouton,Marseille,Angleterre,500,paires,"0,1",50,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Couperose,Marseille,Angleterre,83325,livres,"0,09",7499,"-0,25",
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Cuirs en poil,Marseille,Angleterre,511,en nombre,18,9198,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1765,Imports,Fer en ancres,Marseille,Angleterre,6000,livres,0,0,0,pas unité ni prix unitaire
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Graine jaune,Marseille,Angleterre,2000,livres,"0,3",600,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Harangs sors,Marseille,Angleterre,1000,barils,40,40000,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Indigo,Marseille,Angleterre,600,livres,5,3000,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Langues de porc,Marseille,Angleterre,1500,livres,"0,3",450,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Laine lavée,Marseille,Angleterre,4372,livres,1,4372,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Pierres a eguiser,Marseille,Angleterre,21,en nombre,3,21,-42,erreur
24,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Plomb en saumon,Marseille,Angleterre,2388275,livres,"0,2",238827,-238828,erreur
25,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Suif,Marseille,Angleterre,39200,livres,"0,27",10584,0,
26,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Tabac en feuilles,Marseille,Angleterre,546,livres,"0,25",136,"-0,5",
27,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Toile blanche,Marseille,Angleterre,1230,livres,5,6150,0,
28,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Toile d'emballage,Marseille,Angleterre,550,livres,1,550,0,
29,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Verres communs,Marseille,Angleterre,5500,livres,1,5500,0,
30,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Bray,Marseille,Danemark,45600,livres,"0,1",4560,0,
31,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Bois merrain,Marseille,Danemark,427,tonneaux,5,2135,0,
32,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Chanvre cru,Marseille,Danemark,34200,livres,"0,2",6840,0,
33,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Fer en barres,Marseille,Danemark,92250,livres,"0,15",13837,"-0,5",
34,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Gaudron,Marseille,Danemark,24000,livres,"0,1",2880,480,
35,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Langues de morues,Marseille,Danemark,1080,livres,"0,5",540,0,
36,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Peaux de veau en poil,Marseille,Danemark,800,livres,4,3200,0,
37,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1765,Imports,Planches de sapin,Marseille,Danemark,150,douzaines,9,1350,0,
