numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
28,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Anis,Marseille,Espagne,32930,livres,"0,2",6586,0,
29,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Avoine,Marseille,Espagne,2221,charges,16,35536,0,
30,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Balais ; de palme,Marseille,Espagne,6492,douzaines,"0,9",5842,"-0,8",
31,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Baleine ; en fanon,Marseille,Espagne,20160,livres,"2,5",50400,0,
32,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bas ; de coton,Marseille,Espagne,250,livres,5,1250,0,
33,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bled ; froment,Marseille,Espagne,320,charges,24,7680,0,
34,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bœuf ; salé,Marseille,Espagne,200,barils,40,8000,0,
35,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bois ; a bruler,Marseille,Espagne,97500,livres,"0,0075",14625,"13893,75",erreur de calcul
36,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bois ; de campeche,Marseille,Espagne,787260,livres,"0,15",118089,0,
37,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bouchons ; de liege,Marseille,Espagne,11370,livres,3,34110,0,
38,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bourde,Marseille,Espagne,3189190,livres,"0,08",255135,"-0,2",
39,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bouteilles ; de verre,Marseille,Espagne,1000,en nombre,"0,2",200,0,
40,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Bray,Marseille,Espagne,4000,livres,"0,08",320,0,
41,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Brun rouge,Marseille,Espagne,255200,livres,"0,025",6380,0,
42,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cacao,Marseille,Espagne,95075,livres,"1,3",123597,"-0,5",
43,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Capres,Marseille,Espagne,9910,livres,"0,75",7432,"-0,5",
44,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Carreaux ; de marbre,Marseille,Espagne,5000,en nombre,1,5000,0,
45,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Carreaux ; de terre,Marseille,Espagne,97,milliers,"0,25",24,"-0,25",
46,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cascarides,Marseille,Espagne,200,livres,1,200,0,
47,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cendre,Marseille,Espagne,15500,livres,"0,07",1085,0,
48,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Chocolat,Marseille,Espagne,1220,livres,2,2440,0,
49,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Citrons,Marseille,Espagne,27,milliers,15,405,0,
50,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Civadilles,Marseille,Espagne,100,livres,"0,2",20,0,
51,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cochenille,Marseille,Espagne,182176,livres,18,3279168,0,
52,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cochenille ; silvestre,Marseille,Espagne,460,livres,16,7360,0,
53,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cocons ; de soye,Marseille,Espagne,475,livres,"1,3",617,"-0,5",
54,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Colombine,Marseille,Espagne,392110,livres,"0,05",19605,"-0,5",
55,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Coloquinte,Marseille,Espagne,9620,livres,1,9620,0,
56,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Confitures,Marseille,Espagne,3400,livres,1,3400,0,
57,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Corail ; brut,Marseille,Espagne,3027,livres,"0,15",454,"-0,05",
58,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cordages ; de chanvre,Marseille,Espagne,5750,livres,"0,3",1725,0,
59,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cordages ; d'espars,Marseille,Espagne,1310,milliers,7,9170,0,
60,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cornes ; de mouton,Marseille,Espagne,69660,paires,"0,1",6966,0,
61,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Coton ; filé,Marseille,Espagne,2120,livres,"1,1",2332,0,
62,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cottone,Marseille,Espagne,230,pièces,40,9200,0,
63,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Couperose,Marseille,Espagne,19750,livres,"0,08",1580,0,
64,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Couteaux,Marseille,Espagne,1200,en nombre,"0,3",360,0,
65,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cuirs ; de bœuf ; en poil,Marseille,Espagne,29688,en nombre,14,415632,0,
66,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Cuivre ; tangoul,Marseille,Espagne,95885,livres,1,95885,0,
67,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Dattes,Marseille,Espagne,2240,livres,"0,3",672,0,
68,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Dorure ; fine,Marseille,Espagne,115,livres,100,11500,0,
69,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Draperie ; petite,Marseille,Espagne,300,livres,3,900,0,
70,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Drogueries,Marseille,Espagne,6640,livres,1,6640,0,
71,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Eau ; de fleur d'orange,Marseille,Espagne,230,livres,"0,5",115,0,
72,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Escayolles,Marseille,Espagne,24000,livres,"0,1",2400,0,
73,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Escortins ; d'espars,Marseille,Espagne,175,douzaines,6,1050,0,
74,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Espars,Marseille,Espagne,1310,milliers,40,52400,0,
75,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Etain ; en bloc,Marseille,Espagne,6900,livres,"0,75",5175,0,
76,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Etoffe ; de soye,Marseille,Espagne,235,livres,40,9400,0,
77,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Fer ; en barre,Marseille,Espagne,4600,livres,"0,15",690,0,
78,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Fer ; ouvré,Marseille,Espagne,690,livres,"0,25",172,"-0,5",
79,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Fer ; vieux,Marseille,Espagne,8000,livres,"0,05",400,0,
80,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Feves,Marseille,Espagne,286,charges,12,3432,0,
81,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Figues,Marseille,Espagne,520000,livres,"0,25",130000,0,
82,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,2,1772,Filets ; d'espars,Marseille,Espagne,450,milliers,40,18000,0,
83,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Filets ; d'espars,Marseille,Espagne,6569,grosses,7,45983,0,
84,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Fromage,Marseille,Espagne,1200,livres,"0,25",300,0,
85,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Gans ; de coton,Marseille,Espagne,460,livres,5,2300,0,
86,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Gaudron,Marseille,Espagne,5000,livres,"0,15",750,0,
87,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Gomme ; copale,Marseille,Espagne,3000,livres,3,9000,0,
88,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Grabeau ; de cochenille,Marseille,Espagne,18388,livres,10,183880,0,
89,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Graine ; jaune,Marseille,Espagne,19400,livres,"0,3",5820,0,
90,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Huile ; d'olive,Marseille,Espagne,4519,milleroles,40,180760,0,
91,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Huile ; de poisson,Marseille,Espagne,2800,livres,"0,25",700,0,
92,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Jalap,Marseille,Espagne,690,livres,"1,5",1035,0,
93,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Indigo,Marseille,Espagne,29949,livres,5,149745,0,
94,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Laine ; lavée,Marseille,Espagne,35860,livres,"1,1",39446,0,
95,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Laine ; de segovie,Marseille,Espagne,504305,livres,"1,6",806888,0,
96,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Laine ; surge,Marseille,Espagne,612060,livres,1,612060,0,
97,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Laine ; de vigogne,Marseille,Espagne,13971,livres,10,139710,0,
98,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Legumes,Marseille,Espagne,202300,livres,"0,15",30345,0,
99,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Librairie,Marseille,Espagne,3515,livres,2,7030,0,
100,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Liège,Marseille,Espagne,117850,livres,"0,15",17677,"-0,5",
101,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Mane,Marseille,Espagne,2875,livres,"1,75",5031,"-0,25",
102,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Marbre ; brut,Marseille,Espagne,10000,livres,"0,025",250,0,
103,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Marchandises ; melées,Marseille,Espagne,,,0,100,100,
104,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Mercerie,Marseille,Espagne,1450,livres,"3,5",5075,0,
105,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Miel,Marseille,Espagne,2400,livres,"0,2",480,0,
106,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Millet ; gros,Marseille,Espagne,150,charges,18,2700,0,
107,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Mouchoirs ; de soye,Marseille,Espagne,939,pièces,6,5634,0,
108,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Mouchoirs ; de soye,Marseille,Espagne,3606,douzaines,28,100968,0,
109,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Muscades,Marseille,Espagne,978,livres,8,7824,0,
110,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Olives,Marseille,Espagne,2545,livres,"0,1",254,"-0,5",
111,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Palmes ; en feuilles,Marseille,Espagne,2000,livres,"0,25",500,0,
112,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1772.csv,Local,Imports,3,1772,Papier ; blanc,Marseille,Espagne,96,rames,6,576,0,
