numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Arquifou,Marseille,Angleterre,94700,livres,"0,15",14205,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Beuf salé,Marseille,Angleterre,2298,barils,50,114900,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Beurre,Marseille,Angleterre,28190,livres,"0,35",9866,"-0,5",
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Bierre,Marseille,Angleterre,24,bariques,40,960,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Biscuit de mer,Marseille,Angleterre,10000,livres,"0,15",1500,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Bled froment,Marseille,Angleterre,6825,charges,25,170625,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Bouteilles de verre,Marseille,Angleterre,64800,livres,"0,2",13960,1000,erreur de calcul
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Canons de fer,Marseille,Angleterre,220,pièces,200,44000,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Chandelle,Marseille,Angleterre,20335,livres,"0,4",8134,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Charbons de terre,Marseille,Angleterre,240,tonneaux,30,7200,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Charbons de terre,Marseille,Angleterre,2000,chapeaux,5,10000,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Cidre,Marseille,Angleterre,11,barriques,40,440,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Cire jaune,Marseille,Angleterre,34075,livres,"1,5",51112,"-0,5",
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Clous de fer,Marseille,Angleterre,7200,livres,"0,25",1800,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1764.csv,Local,1,1764,Imports,Cochon salé,Marseille,Angleterre,243,barils,60,14580,0,
