numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
24,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Chocolat,Espagne,261,livres,2,522,0,,1
25,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Cochenille,Espagne,57480,livres,18,1034640,0,,1
26,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Corail ; brut,Espagne,870,livres,"0,5",435,0,,1
27,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Cornes ; de mouton,Espagne,309,milliers,42,12978,0,,1
28,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Couperose,Espagne,18000,livres,"0,1",1800,0,,1
29,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Cuirs ; de bœuf ; en poil,Espagne,210900,livres,"0,5",105450,0,,1
30,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Eau ; de vie,Espagne,45450,livres,"0,2",9090,0,,1
31,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Epars,Espagne,2563,livres,"0,1",256,"-0,3",,1
32,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Figues,Espagne,16700,livres,"0,15",2505,0,,1
33,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Fromages,Espagne,33000,livres,"0,25",8250,0,,1
34,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Fruits,Espagne,4400,livres,"0,1",440,0,,1
35,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Fumier,Espagne,234200,livres,"0,0015",351,"-0,3",,1
36,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Galles,Espagne,4300,livres,"0,4",1720,0,,1
37,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Gingembre,Espagne,3400,livres,"0,5",1700,0,,1
38,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Grabeau ; de cochenille,Espagne,3700,livres,10,37000,0,,1
39,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Graines ; de chanvre,Espagne,16000,livres,"0,25",4000,0,,1
40,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Graines ; jaune,Espagne,1500,livres,"0,1",150,0,,1
41,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Graines ; longues,Espagne,50000,livres,"0,1",5000,0,,1
42,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Graines ; de lin,Espagne,10000,livres,"0,25",2500,0,,1
43,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Huile ; de lin,Espagne,50000,livres,"0,28",14000,0,,1
44,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Huile ; d'olive,Espagne,13140,milleroles,54,709560,0,,1
45,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Jalap,Espagne,4900,livres,"1,5",7350,0,,1
46,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Indigo,Espagne,2320,livres,9,20880,0,,1
47,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,1,Iris,Espagne,2800,livres,"0,8",2240,0,,1
48,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Laine ; lavée,Espagne,257150,livres,1,257150,0,,1
49,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Laine ; surge,Espagne,148928,livres,"0,5",74464,0,,1
50,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Legumes,Espagne,60000,livres,"0,1",6000,0,,1
51,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Liege,Espagne,57900,livres,"0,1",5790,0,,1
52,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Liqueurs,Espagne,500,livres,1,500,0,,1
53,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Manne,Espagne,1200,livres,"1,75",2100,0,,1
54,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Mercerie,Espagne,1600,livres,4,6400,0,,1
55,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Mouchoirs ; de soye,Espagne,16900,livres,45,760500,0,,1
56,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Noisettes,Espagne,18000,livres,"0,1",1800,0,,1
57,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Pignons ; d'inde,Espagne,2500,livres,"0,15",375,0,,1
58,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Plomb ; en lingots,Espagne,226500,livres,"0,2",45300,0,,1
59,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Poil ; de chevre,Espagne,11500,livres,3,34500,0,,1
60,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Quinquina,Espagne,11100,livres,2,22200,0,,1
61,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Raisins ; secs,Espagne,102950,livres,"0,25",25737,"-0,5",,1
62,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Reglisse,Espagne,10500,livres,"0,15",1575,0,,1
63,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Ris,Espagne,20000,livres,"0,2",4000,0,,1
64,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Saffran,Espagne,1560,livres,25,39000,0,,1
65,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Son,Espagne,25400,livres,"0,05",1270,0,,1
66,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Soude,Espagne,6895125,livres,"0,08",551610,0,,1
67,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Soye ; crue,Espagne,3910,livres,12,46920,0,,1
68,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Suif,Espagne,8400,livres,"0,25",2100,0,,1
69,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Tartre,Espagne,3000,livres,"0,25",750,0,,1
70,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Terre ; de porcelaine,Espagne,160000,livres,"0,15",24000,0,,1
71,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Toile ; blanche,Espagne,726,livres,5,3630,0,,1
72,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Verdet,Espagne,300,livres,"0,6",180,0,,1
73,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Vermichel,Espagne,23600,livres,"0,25",5900,0,,1
74,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Vermillon,Espagne,41700,livres,5,208500,0,,1
75,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Vin ; d'Espagne,Espagne,32,milleroles,20,640,0,,1
76,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Vin ; de Malaga,Espagne,56,barils,50,2800,0,,1
77,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Vin ; rouge,Espagne,310986,livres,"0,05",15549,"-0,3",,1
78,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Vitriol,Espagne,1000,livres,"0,75",750,0,,1
79,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Acier,Hollande,6300,livres,"0,4",2520,0,,1
80,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Arcenic,Hollande,1350,livres,"0,3",405,0,,1
81,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Argent vif,Hollande,10800,livres,5,54000,0,,1
82,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Azur,Hollande,16800,livres,"0,65",10920,0,,1
83,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Baleine ; coupée,Hollande,3000,livres,5,15000,0,,1
84,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Beurre,Hollande,14800,livres,"0,5",7400,0,,1
85,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Bierre,Hollande,58000,livres,"0,15",8700,0,,1
86,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Bled ; froment,Hollande,5985,charges,34,203490,0,,1
87,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Bled ; froment,Hollande,1200,livres,"0,1",120,0,,1
88,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Blanc ; de plomb,Hollande,213,livres,"0,75",159,"-0,75",,1
89,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Bois ; jaune,Hollande,3000,livres,"0,1",300,0,,1
90,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Bois ; merrain,Hollande,7000,douelles,"0,4",2800,0,,1
91,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Bois ; de Sainte Marthe,Hollande,20400,livres,"0,35",7140,0,,1
92,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Bois ; a teindre,Hollande,11200,livres,"0,15",1680,0,,1
93,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Brun rouge,Hollande,35590,livres,"0,1",3559,0,,1
94,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Cacao,Hollande,43400,livres,"1,4",60760,0,,1
95,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Camphre,Hollande,600,livres,"0,5",300,0,,1
96,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Canelle,Hollande,4900,livres,8,39200,0,,1
97,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Cassia ; fistula,Hollande,10000,livres,"0,5",5000,0,,1
98,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Cassia ; lignea,Hollande,400,livres,2,800,0,,1
99,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Ceruse,Hollande,234390,livres,"0,3",70317,0,,1
100,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Cinabre,Hollande,1800,livres,3,5400,0,,1
101,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Clous ; de fer,Hollande,13165,livres,"0,25",3291,"-0,25",,1
102,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Colle ; forte,Hollande,1200,livres,"0,45",540,0,,1
103,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Colle ; de poisson,Hollande,1500,livres,2,3000,0,,1
104,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Couperose,Hollande,227200,livres,"0,09",20448,0,,1
105,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Curcuma,Hollande,329,livres,"0,5",164,"-0,5",,1
106,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Drogueries,Hollande,16493,livres,2,32986,0,,1
107,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Eau ; de senteur,Hollande,200,livres,1,200,0,,1
108,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Etain ; en bloc,Hollande,37300,livres,"0,75",27975,0,,1
109,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Fer ; en ancres,Hollande,600,livres,"0,25",150,0,,1
110,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Fer ; en barres,Hollande,597980,livres,"0,2",119596,0,,1
111,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Fer ; blanc,Hollande,27600,livres,"0,25",6900,0,,1
112,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille-Imports-1780.csv,Local,1780,Imports,Marseille,2,Fer ; en plaques,Hollande,1594,livres,"0,25",398,"-0,5",,1
