numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Arquifou,Marseille,Angleterre,847350,livres,"0,15",127102,"-0,5",
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Alun,Marseille,Angleterre,83600,livres,"0,2",16720,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Bœuf salé,Marseille,Angleterre,1485,barils,40,59400,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Beurre,Marseille,Angleterre,420,livres,"0,35",147,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Biscuits de mer,Marseille,Angleterre,27800,livres,"0,1",2780,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Bled froment,Marseille,Angleterre,4970,charges,25,124250,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Bois de campech,Marseille,Angleterre,134400,livres,"0,15",20160,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Bois de gayac,Marseille,Angleterre,11200,livres,"0,04",448,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Bois merrain,Marseille,Angleterre,470,tonneaux,5,2350,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Bouteilles de verre,Marseille,Angleterre,600,en nombre,"0,2",120,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Chandelles,Marseille,Angleterre,1340,livres,"0,5",670,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Charbon de terre,Marseille,Angleterre,2000,chapeaux,5,10000,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Cire jaune,Marseille,Angleterre,250,livres,"1,5",375,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Couperose,Marseille,Angleterre,153940,livres,"0,08",12315,"-0,2",
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Etain en bloc,Marseille,Angleterre,319330,livres,"0,75",239497,"-0,5",
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Farine,Marseille,Angleterre,101025,livres,"0,25",25256,"-0,25",
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Gaudron,Marseille,Angleterre,1680,livres,"0,15",252,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,1,1770,Imports,Harangs blancs,Marseille,Angleterre,535,barils,40,21400,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,2,1770,Imports,Huille d'olive,Marseille,Angleterre,150,milleroles,40,6000,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,2,1770,Imports,Huille de vitriol,Marseille,Angleterre,6700,livres,3,20100,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1770.csv,Local,2,1770,Imports,Indigo,Marseille,Angleterre,14204,livres,5,71020,0,
