numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Alun,Marseille,Angleterre,73200,livres,"0,2",14640,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Avoine,Marseille,Angleterre,4800,livres,"0,1",480,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Bœuf ; salé,Marseille,Angleterre,46500,livres,"0,4",18600,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Bled ; froment,Marseille,Angleterre,661500,livres,"0,1",66150,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Bois ; de campeche,Marseille,Angleterre,101410,livres,"0,15",15211,"-0,5",
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Bois ; merrain,Marseille,Angleterre,2000,pièces,"0,1",200,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Bray,Marseille,Angleterre,20700,livres,"0,05",1035,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Charbon ; de terre,Marseille,Angleterre,110000,livres,"0,03",3300,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Cire ; jaune,Marseille,Angleterre,376230,livres,2,75246,-677214,erreur de calcul
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Couperose,Marseille,Angleterre,229290,livres,"0,08",18343,"-0,2",
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Etain ; en bloc,Marseille,Angleterre,49700,livres,"0,15",7455,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Fer ; en barres,Marseille,Angleterre,49800,livres,"0,15",7470,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Indigo,Marseille,Angleterre,6650,livres,5,33250,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Planches ; de sapin,Marseille,Angleterre,160,douzaines,9,1440,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Plomb ; en saumon,Marseille,Angleterre,1167700,livres,"0,2",233540,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Porcelaine,Marseille,Angleterre,900,livres,5,4500,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,1,1776,Saumon ; salé,Marseille,Angleterre,85000,livres,"0,2",17000,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Tabac ; en feuilles,Marseille,Angleterre,300000,livres,"0,25",75000,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Toile ; peinte,Marseille,Angleterre,700,livres,5,3500,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Alun ,Marseille,Espagne,139160,livres,"0,2",27832,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Amadou,Marseille,Espagne,1500,livres,3,4500,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Amandes,Marseille,Espagne,162235,livres,"0,2",32447,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Anchoix,Marseille,Espagne,304590,livres,"0,5",152295,0,
24,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Anis,Marseille,Espagne,27700,livres,"0,2",5540,0,
25,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Antimoine,Marseille,Espagne,620,livres,"0,1",62,0,
26,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Arquifou,Marseille,Espagne,811240,livres,"0,15",121686,0,
27,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Avoine,Marseille,Espagne,357500,livres,"0,1",35750,0,
28,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Balais ; de palme,Marseille,Espagne,700,douzaines,"0,9",630,0,
29,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Bois ; de campeche,Marseille,Espagne,2218000,livres,"0,15",332700,0,
30,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Bouchons ; de liege,Marseille,Espagne,59700,livres,3,179100,0,
31,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Brun rouge,Marseille,Espagne,40300,livres,"0,025",1007,"-0,5",
32,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cacao,Marseille,Espagne,84504,livres,"1,3",109855,"-0,2",
33,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Canelle,Marseille,Espagne,400,livres,10,4000,0,
34,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cendre ; gravelée,Marseille,Espagne,400,livres,"0,2",80,0,
35,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Chanvre ; cru,Marseille,Espagne,31000,livres,"0,2",6200,0,
36,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Chocolat,Marseille,Espagne,270,livres,2,540,0,
37,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cire ; jaune,Marseille,Espagne,7775,livres,"1,5",11662,"-0,5",
38,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Citrons et oranges,Marseille,Espagne,18000,livres,"0,2",3600,0,
39,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cochenille,Marseille,Espagne,270548,livres,18,4869864,0,
40,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cocons ; de soye,Marseille,Espagne,48100,livres,"1,5",72150,0,
41,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Colombine,Marseille,Espagne,170715,livres,"0,05",8535,"-0,75",
42,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Coloquinte,Marseille,Espagne,1000,livres,1,1000,0,
43,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cordages ; de chanvre,Marseille,Espagne,900,livres,"0,3",270,0,
44,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cordages ; d'espars,Marseille,Espagne,97680,livres,"0,05",4884,0,
45,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cornes ; de mouton,Marseille,Espagne,105925,livres,"0,1",10592,"-0,5",
46,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Craye,Marseille,Espagne,4000,livres,"0,05",200,0,
47,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Cuirs ; de bœuf ; en poil,Marseille,Espagne,1221725,livres,"0,15",183258,"-0,75",
48,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Dattes,Marseille,Espagne,40000,livres,"0,25",10000,0,
49,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Drogueries,Marseille,Espagne,7400,livres,1,7400,0,
50,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Eau de vie,Marseille,Espagne,4300,livres,1,4300,0,
51,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Farine,Marseille,Espagne,98500,livres,"0,2",19700,0,
52,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Figues,Marseille,Espagne,313970,livres,"0,2",62794,0,
53,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Fil ; de chevre,Marseille,Espagne,3300,livres,3,9900,0,
54,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Filets ; d'espars,Marseille,Espagne,13892,milliers,7,97244,0,
55,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Filets ; d'espars,Marseille,Espagne,9140,livres,"0,1",914,0,
56,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Grabeau ; de cochenille,Marseille,Espagne,19628,livres,5,98140,0,
57,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Graine; d'avignon,Marseille,Espagne,5175,livres,"0,2",1035,0,
58,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1776.csv,Local,Imports,2,1776,Graine ; jaune,Marseille,Espagne,5000,livres,"0,25",1250,0,
