numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
13,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Bonneterie bas de soye,,14268,1421,,,pièces,17068,,,,,Le pdf donne aussi la quantité en livres,0
14,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Bonneterie bas de soye,,1800,180,,,pièces,17068,,,,,Le pdf donne aussi la quantité en livres,0
15,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Bonneterie bas de soye,,1000,90,,,pièces,17068,,,,,Le pdf donne aussi la quantité en livres,0
16,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Bonneterie bas de soye,,360,36,,,pièces,,,,,,Le pdf donne aussi la quantité en livres,0
17,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Bois sapin en planches,,5715,4400,,,en nombre,9195,,,,,,0
18,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Bois sapin en planches,,3010,1840,,,en nombre,9195,,,,,,0
19,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Bois sapin en planches,,470,305,,,en nombre,9195,,,,,,0
20,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Bois sapin en planches,,2160,1680,,,en nombre,,,,,,,0
21,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Bois en cercles,,11109,3174,,,paquets,19736,,,,,,0
22,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Bois en cercles,,5670,1620,,,paquets,19736,,,,,,0
23,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Bois en cercles,,2397,685,,,paquets,19736,,,,,,0
24,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Bois en cercles,,560,160,,,paquets,19736,,,,,,0
25,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Bois ozier,,1042,833,,,paquets,1594,,,,,,0
26,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Bois ozier,,475,380,,,paquets,1594,,,,,,0
27,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Bois ozier,,77,62,,,paquets,1594,,,,,,0
28,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Bougie de table,,32000,12800,,,livres,38017,,,,,,0
29,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Bougie de table,,5705,2282,,,livres,38017,,,,,,0
30,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Bougie de table,,312,125,,,livres,38017,,,,,,0
31,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Bougie de table,,1663,665,,,livres,,,,,,,0
32,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Boulets de canon de fer,,2058,10289,,,livres,,,,,,,0
33,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Boutons divers,,3000,,,,,8065,,,,,,0
34,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Boutons divers,,5065,,,,,8065,,,,,,0
35,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Bray et goudron,,3195,21298,,,livres,4363,,,,,,0
36,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Bray et goudron,,1168,7785,,,livres,4363,,,,,,0
37,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Bray et goudron,,19529,148731,,,livres,,,,,,,0
38,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Cauris,,4833,6905,,,livres,,,,,,,0
39,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chapeaux divers,,1680,392,,,en nombre,5630,,,,,,0
40,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Chapeaux divers,,550,85,,,en nombre,5630,,,,,,0
41,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Chapeaux divers,,3400,481,,,en nombre,5630,,,,,,0
42,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Chapeaux divers,,1690,480,,,en nombre,,,,,,,0
43,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chapeaux communs,,12706,3400,,,en nombre,20493,,,,,,0
44,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Chapeaux communs,,3552,888,,,en nombre,20493,,,,,,0
45,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Chapeaux communs,,2660,666,,,en nombre,20493,,,,,,0
46,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Chapeaux communs,,1575,1050,,,en nombre,20493,,,,,,0
47,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chapeaux poil et laine,,3280,656,,,en nombre,6070,,,,,,0
48,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Chapeaux poil et laine,,630,126,,,en nombre,6070,,,,,,0
49,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Chapeaux poil et laine,,2160,432,,,en nombre,6070,,,,,,0
50,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chapeaux de soye,,2376,264,,,en nombre,,,,,,,0
51,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chapeaux demi castor,,14160,1192,,,en nombre,116100,,,,,,0
52,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Chapeaux demi castor,,94236,7853,,,en nombre,116100,,,,,,0
53,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Chapeaux demi castor,,7200,600,,,en nombre,116100,,,,,,0
54,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Chapeaux demi castor,,504,42,,,en nombre,116100,,,,,,0
55,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Charbon de terre,,10305,343500,Angleterre,,livres,16726,,,,,,0
56,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Charbon de terre,,4050,135000,Angleterre,,livres,16726,,,,,,0
57,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Charbon de terre,,1899,63300,Angleterre,,livres,16726,,,,,,0
58,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Charbon de terre,,472,15750,Angleterre,,livres,16726,,,,,,0
59,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Charbon de terre,,10188,339600,Angleterre,,livres,,,,,,,0
60,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; divers,,1151,,,,,1844,,,,,,0
61,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Comestibles ; divers,,405,,,,,1844,,,,,,0
62,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Comestibles ; divers,,288,,,,,1844,,,,,,0
63,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Comestibles ; divers,,5221,,,,,,,,,,,0
64,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; beurre salé,,202606,226165,,,livres,502169,,,,,,0
65,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Comestibles ; beurre salé,,197453,246252,,,livres,502169,,,,,,0
66,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Comestibles ; beurre salé,,94030,117520,,,livres,502169,,,,,,0
67,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Comestibles ; beurre salé,,8080,10100,,,livres,502169,,,,,,0
68,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; biscuits,,58473,324860,,,livres,68683,,,,,,0
69,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Comestibles ; biscuits,,3600,20000,,,livres,68683,,,,,,0
70,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Comestibles ; biscuits,,666,3700,,,livres,68683,,,,,,0
71,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Comestibles ; biscuits,,5944,33020,,,livres,68683,,,,,,0
72,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; bière,,2013,30,,,muids,6141,,,,,,1
73,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; bière,,2013,236,,,pintes,6141,,,,,,2
74,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Comestibles ; bière,,1109,16,,,muids,6141,,,,,,1
75,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Comestibles ; bière,,1109,156,,,pintes,6141,,,,,,2
76,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Comestibles ; bière,,3019,42,,,muids,6141,,,,,,1
77,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Comestibles ; bière,,3019,194,,,pintes,6141,,,,,,2
78,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Comestibles ; bière,,1030,14,,,muids,,,,,,,1
79,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Comestibles ; bière,,1030,88,,,pintes,,,,,,,2
80,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; confiture,,4220,2110,,,livres,4260,,,,,,0
81,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Comestibles ; confiture,,40,20,,,livres,4260,,,,,,0
82,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Comestibles ; confiture,,1400,700,,,livres,,,,,,,0
83,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; fromage,,10491,16997,,,livres,13653,,,,,,0
84,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Comestibles ; fromage,,1962,3270,,,livres,13653,,,,,,0
85,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Comestibles ; fromage,,1200,2000,,,livres,13653,,,,,,0
86,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Comestibles ; fromage,,5245,8725,,,livres,,,,,,,0
87,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; farine,,215548,1436988,,,livres,347887,,,,,,0
88,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Comestibles ; farine,,83609,557390,,,livres,347887,,,,,,0
89,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Comestibles ; farine,,38275,255164,,,livres,347887,,,,,,0
90,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Comestibles ; farine,,10455,69690,,,livres,347887,,,,,,0
91,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Comestibles ; farine,,41384,275890,,,livres,,,,,,,0
92,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Comestibles ; riz,,518,2070,,,livres,5681,,,,,,0
93,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Comestibles ; riz,,5163,20650,,,livres,5681,,,,,,0
94,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Comestibles ; riz,,62254,249015,,,livres,,,,,,,0
95,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chairs salées ; bœuf salé,,147960,493200,,,livres,768474,,,,,,0
96,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Chairs salées ; bœuf salé,,508572,1695240,,,livres,768474,,,,,,0
97,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Chairs salées ; bœuf salé,,111942,373140,,,livres,768474,,,,,,0
98,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Chairs salées ; bœuf salé,,54540,181800,,,livres,,,,,,,0
99,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chairs salées ; jambon,,6144,7680,,,livres,9963,,,,,,0
100,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Chairs salées ; jambon,,2728,3410,,,livres,9963,,,,,,0
101,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Chairs salées ; jambon,,471,589,,,livres,9963,,,,,,0
102,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Chairs salées ; jambon,,620,775,,,livres,9963,,,,,,0
103,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Chairs salées ; jambon,,3136,3920,,,livres,,,,,,,0
104,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chairs salées ; lard salé,,82886,236815,,,livres,151964,,,,,,0
105,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Chairs salées ; lard salé,,52467,149905,,,livres,151964,,,,,,0
106,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Chairs salées ; lard salé,,6643,18980,,,livres,151964,,,,,,0
107,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Chairs salées ; lard salé,,9968,28485,,,livres,151964,,,,,,0
108,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Chairs salées ; lard salé,,18524,52925,,,livres,,,,,,,0
109,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Chairs salées ; langues salées,,345,1150,,,livres,792,,,,,,0
110,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Chairs salées ; langues salées,,75,250,,,livres,792,,,,,,0
111,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,17,Chairs salées ; langues salées,,300,1000,,,livres,792,,,,,,0
112,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Chairs salées ; langues salées,,72,240,,,livres,792,,,,,,0
113,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Chairs salées ; langues salées,,414,1380,,,livres,,,,,,,0
114,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Corail ouvré,,53200,495,,,livres,,,,,,,0
115,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,17,Cordages,,1050,1500,,,livres,3360,,,,,,0
116,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Cordages,,2310,3300,,,livres,3360,,,,,,0
117,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Cordages,,20880,28400,,,livres,,,,,,,0
118,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Coton filé,,3040,380,,,livres,,,,,,,0
119,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Coton filé,,160,20,,,livres,,,,,,,0
120,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Couteaux de traite,,360,144,,,douzaines,,,,,,,0
121,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Couteaux de traite,,43229,18724,,,douzaines,,,,,,,0
122,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Couvertures à nègres,,11310,,,,,14260,,,,,,0
123,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Couvertures à nègres,,2950,,,,,14260,,,,,,0
124,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Couvertures de coton,,3160,96,,,en nombre,,,,,,Le pdf donne aussi la quantité en livres,0
125,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,17,Couvertures de laine,,7120,,,,,14707,,,,,,0
126,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,17,Couvertures de laine,,7587,,,,,14707,,,,,,0
127,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,17,Couvertures de laine,,2434,,,,,,,,,,,0
128,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Crin frisé,,6749,12270,,,livres,7189,,,,,,0
129,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,18,Crin frisé,,440,800,,,livres,7189,,,,,,0
130,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Cuivres,,8174,5434,,,livres,16331,,,,,,0
131,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,18,Cuivres,,6673,4449,,,livres,16331,,,,,,0
132,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,18,Cuivres,,1484,989,,,livres,16331,,,,,,0
133,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,18,Cuivres,,60321,39402,,,livres,18500,,,,,,0
134,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Dentelles ; de fil,,10500,"10,5",,,livres,18500,,,,,,0
135,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,18,Dentelles ; de fil,,8000,8,,,livres,,,,,,,0
136,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Dentelles ; de soye,,4500,9,,,livres,,,,,,,0
137,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Draperie ; divers,,336,26,,,aunes,6145,,,,,,0
138,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,18,Draperie ; divers,,5024,624,,,aunes,6145,,,,,,0
139,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,18,Draperie ; divers,,785,157,,,aunes,6145,,,,,,0
140,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,18,Draperie ; divers,,108934,11105,,,aunes,,,,,,,0
141,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,18,Draperie ; divers,,108934,75,,,aunes,,,,,,,0
142,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Draperie ; draps d'Elbeuf et Sedan,,3600,120,,,aunes,57240,,,,,,0
143,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,18,Draperie ; draps d'Elbeuf et Sedan,,53640,1994,,,aunes,57240,,,,,,0
144,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Eau de vie simple,,265,1,,,muids,665,,,,,,1
145,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Eau de vie simple,,265,132,,,pintes,665,,,,,,2
146,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,18,Eau de vie simple,,400,2,,,muids,665,,,,,,1
147,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,18,Eau de vie simple,,400,64,,,pintes,665,,,,,,2
148,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,18,Eau de vie simple,,280002,1534,,,muids,,,,,,,1
149,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,18,Eau de vie simple,,280002,80,,,pintes,,,,,,,2
150,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,18,Eau de vie de genièvre,,26240,164,,,muids,,,,,,,0
151,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Epée argentée,,7555,,,,,,,,,,,0
152,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,18,Epicerie ; divers,,75,,,,,,,,,,,0
153,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,18,Epicerie ; divers,,1400,,,,,,,,,,,0
154,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,18,Epicerie ; huile de lin,,967,1935,,,livres,2499,,,,,,0
155,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,18,Epicerie ; huile de lin,,300,600,,,livres,2499,,,,,,0
156,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,18,Epicerie ; huile de lin,,320,640,,,livres,2499,,,,,,0
157,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Tabago,,18,Epicerie ; huile de lin,,912,1825,,,livres,2499,,,,,,0
