line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Résumé,An 10,,,Royaume d'Espagne,Exports,Eaux-de-vie,,,533716,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
2,Résumé,An 10,,,Royaume d'Espagne,Exports,Vins divers,,,425847,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
3,Résumé,An 10,,,Royaume d'Espagne,Exports,Vins de Bordeaux,,,371188,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
4,Résumé,An 10,,,Royaume d'Espagne,Exports,Vins de liqueurs,,,11646,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
5,Résumé,An 10,,,Royaume d'Espagne,Exports,Huile d'olive,,,31445,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
6,Résumé,An 10,,,Royaume d'Espagne,Exports,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",,,4105540,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
7,Résumé,An 10,,,Royaume d'Espagne,Exports,Chairs salées,,,265936,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
8,Résumé,An 10,,,Royaume d'Espagne,Exports,Fromages,,,43183,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
9,Résumé,An 10,,,Royaume d'Espagne,Exports,Légumes,,,2726,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
10,Résumé,An 10,,,Royaume d'Espagne,Exports,Fuits divers,,,117531,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
11,Résumé,An 10,,,Royaume d'Espagne,Exports,Poissons de toute sorte,,,190986,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
12,Résumé,An 10,,,Royaume d'Espagne,Exports,Miel,,,2315,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
13,Résumé,An 10,,,Royaume d'Espagne,Exports,Sel,,,59409,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
14,Résumé,An 10,,,Royaume d'Espagne,Exports,Provisions de bouche réunies,,,466070,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
15,Résumé,An 10,,,Royaume d'Espagne,Exports,Chocolat,,,2045,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
16,Résumé,An 10,,,Royaume d'Espagne,Exports,Liqueurs,,,84926,0,,,,sources/Résumé/AN_F12_251_Exports_An_10.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,,
