source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; bestiaux,,,4614000,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,1,,,,,Isabelle Vergne,,Impossible de calculer un prix unitaire car quantité par animal,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; beurre,,,647500,0,,quintaux,"149,2736454891",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,2,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; chairs fraîches et salées,,,328500,0,,quintaux,"87,7472780248",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,3,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; chairs volailles et gibier,,,140700,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,4,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; farine et biscuits de mer,,,7300,0,,quintaux,"36,5394736842",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,5,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,"Subsistances ; farine, pâtes d'Italie et vermicelle",,,17400,0,,quintaux,"118,1674565561",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,6,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; fromage,,,17900,0,,quintaux,"128,0062393647",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,7,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; fruits frais divers,,,6000,0,,quintaux,"31,2269162661",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,8,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; fruits secs divers,,,57800,0,,quintaux,"77,5362414425",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,9,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; fruits secs amandes,,,7700,0,,quintaux,"84,4226940942",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,10,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; fruits confits au sucre et confitures,,,14500,0,,quintaux,"242,7296761401",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,11,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; fruits confits à l'eau-de-vie,,,105100,0,,quintaux,"219,5744680851",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,12,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; huile d'olive,,,90000,0,,quintaux,"263,5129865065",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,13,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; légumes divers,,,10400,0,,quintaux,"26,6748971193",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,14,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; miel,,,2100,0,,quintaux,"93,4546615581",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,15,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; moutarde,,,1000,0,,quintaux,"139,6571428571",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,16,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; œufs,,,63600,0,,quintaux,"87,5926368635",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,17,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; poissons de toutes sortes,,,23400,0,,quintaux,"64,6110124334",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,18,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; provisions de bouche réunies,,,37400,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,19,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; riz,,,103400,0,,quintaux,"87,1200250705",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,20,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Subsistances ; sel,,,13200,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,21,,,,,Isabelle Vergne,,IMPossible de calculer un prix unitaire car quantité par type de sel,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Boissons ; bierre et cidre,,,11200,0,,hectolitres,"23,0674846626",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,22,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Boissons ; eaux-de-vie,,,765600,0,,hectolitres,"154,947483125",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,23,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Boissons ; liqueurs,,,50600,0,,hectolitres,"283,734439834",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,24,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Boissons ; vins divers ordinaires,,,374000,0,,hectolitres,"50,2683837921",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,25,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Boissons ; vins de Bordeaux,,,1253000,0,,hectolitres,"72,6902021472",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,26,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Boissons ; vins de liqueurs,,,12500,0,,hectolitres,"206,4897959184",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,27,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Boissons ; vinaigre,,,53900,0,,hectolitres,"58,1236897275",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,28,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,"Denrées coloniales ; sucres, cacao, café",,,9600,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,29,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Denrées coloniales ; épiceries en muscade et poivre,,,1800,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,30,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Bêtes de somme,,,4024000,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,31,,,,,Isabelle Vergne,,Impossible de calculer un prix unitaire car quantité par animal,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Chanvre,,,15900,0,,quintaux,"91,6666666667",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,32,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Conton filé,,,27800,0,,quintaux,"885,2284803401",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,33,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,"Fils de lin et de chanvre retords, teints et à coudre",,,358400,0,,quintaux,"872,030075188",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,34,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Laines fines filées et teintes,,,12100,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,35,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,"Laines déchet de laine, bourre, lanisse, tontisse",,,600,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,36,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Lin,,,126400,0,,quintaux,"161,315417256",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,37,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Soies,,,30800,0,,quintaux,"4890,7894736842",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,38,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Bois divers,,,8800,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,39,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Bois ouvrés,,,20400,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,40,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Bois sciés en planches,,,220500,0,,mètres,"0,6212456747",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,41,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Bois des Iles et des Indes,,,9100,0,,quintaux,"66,4233576642",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,42,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,"Brai, goudron et résine",,,197400,0,,quintaux,"37,4729891957",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,43,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Cendres propres aux manufactures,,,7500,0,,quintaux,"21,7916858414",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,44,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Charbon de terre et de bois,,,3600,0,,quintaux,"2,5731909679",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,45,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Charbons à drapier,,,800,0,,quintaux,"67,8068410463",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,46,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Cires blanche et jaune non ouvrées,,,395800,0,,quintaux,"340,1716738197",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,47,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Cuirs et peaux de bœufs et de vaches apprêtés,,,85900,0,,quintaux,"218,3601871102",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,48,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Graines diverses,,,900,0,,,,sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,49,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Graines de jardin,,,4300,0,,quintaux,"411,4516129032",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,50,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Graines de trèfle et luzerne,,,8600,0,,quintaux,"125,7771874293",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,51,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Houblon,,,1200,0,,quintaux,"109,2",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,52,,,,,Isabelle Vergne,,,,,,,,,,,
Résumé,1818,,,Royaume d'Espagne et ses colonies,Exports,Huiles de graines ordinaires,,,62500,0,,quintaux,"132,6083644397",sources/Résumé/AN_F12_251_Exports_1818.csv,AN F12 251,,53,,,,,Isabelle Vergne,,,,,,,,,,,
