line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Résumé,1809,,,Royaume d'Espagne,Exports,Eaux-de-vie,,,5187000,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
2,Résumé,1809,,,Royaume d'Espagne,Exports,Vins divers,,,476300,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
3,Résumé,1809,,,Royaume d'Espagne,Exports,Vins de Bordeaux,,,459800,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
4,Résumé,1809,,,Royaume d'Espagne,Exports,Vins de liqueurs,,,47900,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
5,Résumé,1809,,,Royaume d'Espagne,Exports,Huile d'olive,,,42000,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
6,Résumé,1809,,,Royaume d'Espagne,Exports,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",,,3296900,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
7,Résumé,1809,,,Royaume d'Espagne,Exports,Blé et autres graines comestibles,,,104300,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
8,Résumé,1809,,,Royaume d'Espagne,Exports,Farine et pâtes d'Italie,,,31300,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
9,Résumé,1809,,,Royaume d'Espagne,Exports,Chairs salées,,,418800,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
10,Résumé,1809,,,Royaume d'Espagne,Exports,Fromages,,,331500,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
11,Résumé,1809,,,Royaume d'Espagne,Exports,Légumes,,,9200,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
12,Résumé,1809,,,Royaume d'Espagne,Exports,Fruits divers,,,55700,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
13,Résumé,1809,,,Royaume d'Espagne,Exports,Poissons de toute sorte,,,19000,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
14,Résumé,1809,,,Royaume d'Espagne,Exports,Miel,,,800,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
15,Résumé,1809,,,Royaume d'Espagne,Exports,Sel,,,63200,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
16,Résumé,1809,,,Royaume d'Espagne,Exports,Vinaigre,,,6200,0,,,,sources/Résumé/AN_F12_251_Exports_1809.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
