line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Résumé,An 5,,,Royaume d'Espagne,Exports,Eaux-de-vie,,,772000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
2,Résumé,An 5,,,Royaume d'Espagne,Exports,Vins divers,,,415000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
3,Résumé,An 5,,,Royaume d'Espagne,Exports,Vins de Bordeaux,,,52000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
4,Résumé,An 5,,,Royaume d'Espagne,Exports,Huile d'olive,,,90000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
5,Résumé,An 5,,,Royaume d'Espagne,Exports,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",,,3720000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
6,Résumé,An 5,,,Royaume d'Espagne,Exports,Blé et riz,,,254000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
7,Résumé,An 5,,,Royaume d'Espagne,Exports,Farine,,,32000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
8,Résumé,An 5,,,Royaume d'Espagne,Exports,Chairs salées,,,520000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
9,Résumé,An 5,,,Royaume d'Espagne,Exports,Fromage,,,8000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
10,Résumé,An 5,,,Royaume d'Espagne,Exports,Légumes,,,16000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
11,Résumé,An 5,,,Royaume d'Espagne,Exports,Fruits divers,,,185000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
12,Résumé,An 5,,,Royaume d'Espagne,Exports,Poissons de toute sorte,,,122000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
13,Résumé,An 5,,,Royaume d'Espagne,Exports,Sel,,,15000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
14,Résumé,An 5,,,Royaume d'Espagne,Exports,Provisions de bouche réunies,,,283000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
15,Résumé,An 5,,,Royaume d'Espagne,Exports,Liqueurs,,,22000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
16,Résumé,An 5,,,Royaume d'Espagne,Exports,Thé,,,12000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
17,Résumé,An 5,,,Royaume d'Espagne,Exports,Cacao,,,838000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
18,Résumé,An 5,,,Royaume d'Espagne,Exports,Café,,,3000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
19,Résumé,An 5,,,Royaume d'Espagne,Exports,Sucre,,,10000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
20,Résumé,An 5,,,Royaume d'Espagne,Exports,Epiceries,,,259000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
21,Résumé,An 5,,,Royaume d'Espagne,Exports,Cannelle,,,67000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
22,Résumé,An 5,,,Royaume d'Espagne,Exports,Girofle,,,42000,0,,,,sources/Résumé/AN_F12_251_Exports_An_5.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,
