numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
35,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Planches ; de sapin,Angleterre,,49,pièces,1,-49
36,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Sucre ; en pain,Angleterre,,9,livres,0.9,"-8,1"
37,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Savon ; noir,Angleterre,,14,livres,0.2,"-2,8"
38,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Suif,Angleterre,,33,livres,0.45,"-14,85"
39,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Toile ; grosse,Angleterre,,36,aunes,0.75,-27
40,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Vin ; de Madere,Angleterre,,30,pots,3,-90
41,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Vieux oin,Angleterre,,540,livres,0.3,-162
42,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Argent ; vif,Hollande,,96,livres,5,-480
43,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Acier,Hollande,,13940,livres,0.3,-4182
44,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Azur ; commun,Hollande,,1775,livres,0.8,-1420
45,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Allun,Hollande,,39650,livres,0.22,-8723
46,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Bierre,Hollande,,8,bariques,25,-200
47,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Borax,Hollande,,1250,livres,2.5,-3125
48,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Bray ; gras,Hollande,,27,barils,18,-486
49,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Baleine ; coupée,Hollande,,474,livres,5,-2370
50,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Bois ; de Bresil ; menu,Hollande,,70900,livres,0.23,-16307
51,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Bois ; jaune,Hollande,,10800,livres,0.07,-756
52,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Bois ; travaillé,Hollande,,1,valeur,243,-243
53,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Bouteilles ; de verre,Hollande,,20,livres,3,-60
54,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Bas ; de fil,Hollande,,12,paires,4,-48
55,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Cochenille ; silvestre,Hollande,,75,livres,11,-825
56,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Cinabre,Hollande,,45,livres,6,-270
57,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,2,Ceruze,Hollande,,5665,livres,0.25,"-1416,25"
58,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Couperose ; verte,Hollande,,90050,livres,0.09,"-8104,5"
59,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Colle ; forte,Hollande,,2550,livres,0.5,-1275
60,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Cornes ; à lanternes,Hollande,,490,livres,2.3,-1127
61,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Cuirs ; secs ; en poil,Hollande,,3893,en nombre,14,-54502
62,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Chair ; salée,Hollande,,60,livres,0.3,-18
63,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Eau ; forte,Hollande,,65,livres,1.2,-78
64,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Fromage,Hollande,,11270,livres,0.3,-3381
65,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Fil ; blanc,Hollande,,6010,livres,2,-12020
66,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Fil ; de laton,Hollande,,210,livres,1.3,-273
67,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Fer ; de fonte ouvré,Hollande,,400,livres,1.1,-440
68,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Fer ; en gueuse,Hollande,,4800,livres,0.08,-384
69,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Fer ; en taule,Hollande,,1350,livres,0.1,-135
70,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Fayence,Hollande,,1820,livres,1,-1820
71,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Graine ; de Choux,Hollande,,430,livres,0.8,-344
72,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Graine ; de lin,Hollande,,133,setiers,27.5,"-3657,5"
73,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Garance,Hollande,,2375,livres,0.6,-1425
74,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Huile ; de poisson,Hollande,,11.75,bariques,130,"-1527,5"
75,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Huile ; de graine,Hollande,,11,barils de 64 pots,50,-550
76,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Jambon,Hollande,,10,livres,0.4,-4
77,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Inde ; fine,Hollande,,21,livres,3.5,"-73,5"
78,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Liqueurs ; à boire,Hollande,,40,livres,1,-40
79,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Laine ; vigogne,Hollande,,4700,livres,8,-37600
80,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Lin ; cru,Hollande,,25,livres,0.5,"-12,5"
81,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Littarge,Hollande,,600,livres,0.225,-135
82,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Lattes,Hollande,,750,en nombre,0.025,-1875
83,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Morues,Hollande,,40.5,barils,36,-1458
84,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Marchandises ; a l'estimation,Hollande,,1,valeur,427,-427
85,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Mercerie ; grossière,Hollande,,90,livres,2,-180
86,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Mine ; de plomb,Hollande,,300,livres,0.25,-75
87,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Noir ; de fumée,Hollande,,500,livres,0.065,"-32,5"
88,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Orpin,Hollande,,280,livres,1,-280
89,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Pelleterie ; commune ; crue,Hollande,,920,livres,1,-920
90,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Pelleterie ; commune ; aprêtée,Hollande,,700,livres,1.3,-910
91,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Peaux ; de Roussy,Hollande,,418,livres,2,-836
92,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,3,Ploc,Hollande,,7300,livres,0.12,-876
93,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Plumes ; à écrire,Hollande,,5,livres,2,-10
94,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Porcelaine ; contrefaite,Hollande,,1930,livres,1.5,-2895
95,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Pipes ; à fumer,Hollande,,501.5,grosses,3,"-1504,5"
96,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Pots ; de terre ; garnis d'etain,Hollande,,84,en nombre,0.75,-63
97,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Pots ; de terre ; non garnis,Hollande,,68,en nombre,0.3,"-20,4"
98,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Plomb ; en rouleau,Hollande,,16260,livres,0.25,-4065
99,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Planches ; de chesne,Hollande,,50,pièces,2,-100
100,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Planches ; de sapin,Hollande,,153,pièces,1,-153
101,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Quincaille ; de fer,Hollande,,164,livres,0.8,"-131,2"
102,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Ris,Hollande,,4290,livres,0.2,-858
103,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Remèdes,Hollande,,1,valeur,2,-2
104,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Rubans ; de fil,Hollande,,237,livres,2,-474
105,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Rognûres ; de peau,Hollande,,250,livres,0.2,-50
106,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Semencontra,Hollande,,82,livres,3,-246
107,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Souffre,Hollande,,2300,livres,0.16,-368
108,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Salpestre,Hollande,,70,livres,0.3,-21
109,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Sumac,Hollande,,4850,livres,0.11,"-533,5"
110,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Thé,Hollande,,52.5,livres,8,-420
111,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Tutie,Hollande,,5,livres,4,-20
112,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Tournesol ; apresté,Hollande,,155,livres,0.9,"-139,5"
113,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Tournesol ; en herbe,Hollande,,450,livres,0.7,-315
114,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Toile ; d'hollande de 15 aunes,Hollande,,22,pièces,6,-132
115,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Verres ; cristalin,Hollande,,85,livres,1.5,"-127,5"
116,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Bois ; de marqueterie,Portugal,,725,livres,0.275,"-199,375"
117,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Citrons,Portugal,,14650,en nombre,0.075,"-1098,75"
118,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Cuirs ; de secs ; en poil,Portugal,,9792,en nombre,12,-117504
119,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Huille ; d'ollive,Portugal,,4,pipes,100,-400
120,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Huille ; d'ollive,Portugal,,13,pots,1.85,"-24,05"
121,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Jambon,Portugal,,45,livres,0.5,"-22,5"
122,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Oranges,Portugal,,53600,en nombre,0.075,-4020
123,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1730,Imports,Caen,4,Orangers,Portugal,,1,valeur,12,-12
106,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Amidon,Angleterre,0,700,livres,0.135,"-94,5"
107,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Ardoises,Angleterre,0,2,miliers,38,-76
108,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Armoire ; ayant servi,Angleterre,0,3,estimées,20,-60 estimation de 60 livres pour 3 armoires
109,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Beure,Angleterre,0,450,livres,0.3,-135
110,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Bas ; de soye,Angleterre,0,1,valeur,45,-45
111,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Baterie ; d'airain,Angleterre,0,2750,livres,180.0075,"-495020,625"
112,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Bois ; travaillé,Angleterre,0,1,valeur,336,-336
113,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Bois ; à bâtir,Angleterre,0,4,chariot,50,-200
114,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Cailles,Angleterre,0,12,douzaines,1.8,"-21,6"
115,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Chataignes,Angleterre,0,300,li,0.15,-45
116,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Cerises,Angleterre,0,1,valeur,6,-6
117,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Cidre,Angleterre,0,296,bariques,20,-5920
118,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Coutil,Angleterre,0,570,livres,2,-1140
119,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Coutil,Angleterre,0,70,aunes,2,-140
120,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Cuirs ; de vache ; tannés,Angleterre,0,245,en nombre,8,-1960
121,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Cheveux,Angleterre,0,1,valeur,355,-355
122,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Coton ; filé,Angleterre,0,27,livres,3,-81
123,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Cartes ; à jouer,Angleterre,0,25,livres,2,-50
124,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Colier ; de chevaux,Angleterre,0,14,en nombre,3.5,-49
125,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Cribles ; à blé,Angleterre,0,5,douzaines,36,-180
126,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,6,Cuivre ; ouvré,Angleterre,0,840,livres,2,-1680 %
127,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Cuivre ; en mitraille,Angleterre,0,100,livres,1.2,-120 %
128,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Clous ; de fer,Angleterre,0,100,livres,0.28,-28 %
129,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Cardes ; vieilles,Angleterre,0,1,douzaine,12,-12
130,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Careaux ; moulage ; de France,Angleterre,0,325,pièces,1.2,-390
131,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Chaux,Angleterre,0,16,tonneaux,20,-320
132,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Craye,Angleterre,0,3,barils,40,-120 il est indiqué 40 la barique
133,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Charuës,Angleterre,0,2,en nombre,30,-60
134,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Chandelle,Angleterre,0,40,livres,0.45,-18
135,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Dentelle ; de fil,Angleterre,0,28,livres,300,-8400
136,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Dap ; de laine ; fin,Angleterre,0,25,livres,15,-375
137,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Damas ; caffart,Angleterre,0,15,livres,10,-150
138,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Eau de vie,Angleterre,0,5,muids,180,-900
139,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Fromages,Angleterre,0,20,livres,0.45,-9
140,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Fruits ; secs,Angleterre,0,5985,livres,0.1,"-598,5 %"
141,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Fruits ; cru,Angleterre,0,19,sommée,15,-285
142,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Fil ; de lin,Angleterre,0,90,livres,2.5,-225
143,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Fil ; d'étoupe,Angleterre,0,200,livres,0.75,-150
144,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Fer ; ouvré,Angleterre,0,3225,livres,0.28,-903
145,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Fer ; en verges,Angleterre,0,2125,livres,0.225,"-478,125"
146,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Futs ; à sas,Angleterre,0,30,douzaines,1.5,-45
147,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Gans ; de peau,Angleterre,0,55,livres,22,-1210
148,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Huile ; d'olive,Angleterre,0,60,livres,0.6,-36 %
149,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Huitres ; en pierres,Angleterre,0,4,miliers,14,-56
150,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Lard,Angleterre,0,17340,livres,0.3,-5202
151,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Lattes,Angleterre,0,7,miliers,25,-175
152,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Miel,Angleterre,0,2685,livres,0.175,"-469,875"
153,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Mercerie ; fine,Angleterre,0,2217,livres,6,-13302
154,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Marchandises ; à l'estimation,Angleterre,0,1,valeur,372,-372
155,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Marmites ; de fer,Angleterre,0,3375,livres,0.18,"-607,5"
156,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Moulins ; à poivre et à caffé,Angleterre,0,14,en nombre,3,-42
157,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,7,Noix,Angleterre,0,2,poinçons,20,-40
158,Pascal Fontaine,Archives CCI Rouen Carton VIII,Local/Caen/Caen - 1730-1776 (-).csv,Local,1732,Exports,Caen,8,Œufs,Angleterre,0,8100,en nombre,0.01,-81 %%
