line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Passeport du roy,,La Hollande,Imports,Argenterie,,,1200,,24,Mard,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Passeport du roy,,"La Suisse, les alliés et Genève",Imports,Batterie de cuisine,,,200,,400,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Passeport du roy,,Etats du roi de Sardaigne,Imports,Bette de somme en chevaux,,,1600,,2,Nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Passeport du roy,,L'Angleterre,Imports,Bette de somme en chevaux,,,38400,,48,Nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Passeport du roy,,Etats du roi de Sardaigne,Imports,Bijouterie,,,6200,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Passeport du roy,,L'Espagne et les Etats en dépendances,Imports,Cacao,,,653,,525,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Passeport du roy,,"Naples, Sicile et Parme",Imports,Caffé,,,150,,100,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Passeport du roy,,L'Espagne et les Etats en dépendances,Imports,Chocolat,,,7592,,1898,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Passeport du roy,,Etats du roi de Sardaigne,Imports,Chocolat,,,1628,,407,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Passeport du roy,,"Milanès, Toscane et Lucques",Imports,Chocolat,,,320,,80,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Passeport du roy,,"Naples, Sicile et Parme",Imports,Chocolat,,,800,,200,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Passeport du roy,,Le Levant et l'empire Ottoman,Imports,Chocolat,,,400,,100,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Passeport du roy,,L'Allemagne et la Pologne,Imports,Drap de laine,,,500,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
14,National toutes directions partenaires manquants,1789,Passeport du roy,,L'Espagne et les Etats en dépendances,Imports,Drogues médicinalles en quinquina,,,400,,130,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
15,National toutes directions partenaires manquants,1789,Passeport du roy,,Le Levant et l'empire Ottoman,Imports,Eau de fleur d'orange,,,1340,,670,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Passeport du roy,,L'Espagne et les Etats en dépendances,Imports,Eau de vie,,,1170,,5.42,Muids,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
17,National toutes directions partenaires manquants,1789,Passeport du roy,,Etats du roi de Sardaigne,Imports,Etoffe de soye,,,1500,,30,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
18,National toutes directions partenaires manquants,1789,Passeport du roy,,L'Angleterre,Imports,Etoffe de soye,,,260,,5,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
19,National toutes directions partenaires manquants,1789,Passeport du roy,,"La Suisse, les alliés et Genève",Imports,Fromage de gruyere,,,496,,826,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Passeport_du_roy_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,,,
