line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Ardoises,Hainaut,,2184,0,273000,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,27488,,,,Jérémy Hervelin,,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Valenciennes,Givet,etatsdelempereur,Exports,Ardoises,Hainaut,,25304,0,3200000,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,27488,,,,Jérémy Hervelin,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Ardoises,Champagne,,1136,0,142000,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,6392,,,,Jérémy Hervelin,,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Valenciennes,Givet,etatsdelempereur,Exports,Ardoises,Champagne,,5256,0,657000,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,6392,,,,Jérémy Hervelin,,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Arbres ; fruitiers,Isle de France,,144,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,144,,,,Jérémy Hervelin,,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Valenciennes,Givet,etatsdelempereur,Exports,Armes ; blanches ; épées ; d'argent,Isle de France,,180,0,3,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,180,,,,Jérémy Hervelin,,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Valenciennes,Givet,etatsdelempereur,Exports,Bestiaux ; bœufs,Champagne,,2500,0,35,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,2500,,,,Jérémy Hervelin,,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Valenciennes,Givet,etatsdelempereur,Exports,Bestiaux ; cochons,Hainaut,,144,0,12,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,144,,,,Jérémy Hervelin,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bijouterie,Isle de France,,1537,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,1791,,,,Jérémy Hervelin,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Valenciennes,Givet,hollande,Exports,Bijouterie,Isle de France,,254,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,1791,,,,Jérémy Hervelin,,,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bois ; à brûler,Hainaut,,720,0,40,cordes,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,720,,,,Jérémy Hervelin,,,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bois ; flotté ; en étançons ; ronds,Hainaut,,6725,0,67150,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,6725,,,,Jérémy Hervelin,,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bois ; perches ; à houblon,Hainaut,,5460,0,34400,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,5460,,,,Jérémy Hervelin,,,,,,,,,,,
14,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bois ; de chêne ; en planches,Hainaut,,397,0,2650,pieds,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,1001,,,,Jérémy Hervelin,,,,,,,,,,,
15,National toutes directions partenaires manquants,1789,Valenciennes,Givet,etatsdelempereur,Exports,Bois ; de chêne ; en planches,Hainaut,,604,0,4025,pieds,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,1001,,,,Jérémy Hervelin,,,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bois ; en sommiers,Hainaut,,1300,0,65,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,1580,,,,Jérémy Hervelin,,,,,,,,,,,
17,National toutes directions partenaires manquants,1789,Valenciennes,Givet,etatsdelempereur,Exports,Bois ; en sommiers,Hainaut,,280,0,14,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,1580,,,,Jérémy Hervelin,,,,,,,,,,,
18,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bonneterie ; bas ; de coton,Champagne,,2130,0,71,douzaines,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,2130,,,,Jérémy Hervelin,,,,,,,,,,,
19,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bonneterie ; bonnets ; de coton,Champagne,,1179,0,65,douzaines,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,1179,,,,Jérémy Hervelin,,,,,,,,,,,
20,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bonneterie ; bas ; de laine,Hainaut,,2880,0,96,douzaines,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,2880,,,,Jérémy Hervelin,,,,,,,,,,,
21,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bonneterie ; bas ; de soie,Lyonnais,,20531,0,208,douzaines,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,20531,,,,Jérémy Hervelin,,,,,,,,,,,
22,National toutes directions partenaires manquants,1789,Valenciennes,Givet,allemagne,Exports,Bonneterie ; bas ; de soie,Isle de France,,5464,0,43,douzaines,,sources/National toutes directions partenaires manquants/AN_F12_1666_Valenciennes_Exports_1789.csv,AN F12 1666,2,5464,,,,Jérémy Hervelin,,,,,,,,,,,
