line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1786,Bayonne,Bordeaux ,Monde hors colonies ,,Sucres brun et cassonade ,,,6497000,,180463,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
2,National toutes directions partenaires manquants,1786,Nantes,Nantes,Monde hors colonies ,,Sucres brun et cassonade ,,,5040000,,144005,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1786,Rouen,Le Havre,Monde hors colonies ,,Sucres brun et cassonade ,,,1340000,,37233,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1786,La Rochelle,La Rochelle ,Monde hors colonies ,,Sucres brun et cassonade ,,,570000,,15823,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
5,National toutes directions partenaires manquants,1786,Bayonne,Bayonne,Monde hors colonies ,,Sucres brun et cassonade ,,,99000,,2744,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
6,National toutes directions partenaires manquants,1786,Rouen,Rouen et Honfleur,Monde hors colonies ,,Sucres brun et cassonade ,,,12000,,344,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
7,National toutes directions partenaires manquants,1786,Dunkerque,Dunkerque,Monde hors colonies ,,Sucres brun et cassonade ,,,66000,,1892,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
8,National toutes directions partenaires manquants,1786,Bayonne,Bordeaux ,Monde hors colonies ,,Sucres en pain et raffinés,,,537,,5965,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1786,Rouen,Le Havre,Monde hors colonies ,,Sucres en pain et raffinés,,,21000,,207,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
10,National toutes directions partenaires manquants,1786,La Rochelle,La Rochelle ,Monde hors colonies ,,Sucres en pain et raffinés,,,261000,,2905,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
11,National toutes directions partenaires manquants,1786,Bayonne,Bordeaux ,Monde hors colonies ,,Sucres terré tête,,,24964000,,453884,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
12,National toutes directions partenaires manquants,1786,Nantes,Nantes,Monde hors colonies ,,Sucres terré tête,,,6578000,,119603,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
13,National toutes directions partenaires manquants,1786,Marseille,Marseille,Monde hors colonies ,,Sucres terré tête,,,9702000,,183337,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
14,National toutes directions partenaires manquants,1786,Rouen,Le Havre,Monde hors colonies ,,Sucres terré tête,,,2973000,,54062,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
15,National toutes directions partenaires manquants,1786,La Rochelle,La Rochelle ,Monde hors colonies ,,Sucres terré tête,,,964000,,17521,quintaux,,,,1,,,,,Paul Chagnaud,,,,,,,,,,,,
