line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Passeports,,Le Portugal,Exports,Argenterie,,,1440,,24,Marcs,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Passeports,,Etats du roi de Sardaigne,Exports,Argenterie,,,6900,,115,Marcs,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Passeports,,"Naples, Sicile et Parme",Exports,Argenterie,,,7290,,121.5,Marcs,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Passeports,,Venise,Exports,Argenterie,,,20340,,339,Marcs,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Passeports,,L'Angleterre,Exports,Argenterie,,,60000,,1000,Marcs,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Passeports,,L'Allemagne et la Pologne,Exports,Argenterie,,,3900,,65,Marcs,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Passeports,,"La Suisse, les alliés et Genève",Exports,Argenterie,,,72000,,1200,Marcs,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Passeports,,"Naples, Sicile et Parme",Exports,Armes blanche,,,18310,,9155,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Passeports,,L'Angleterre,Exports,Armes à feu,,,2100,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,0,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Passeports,,L'Allemagne et la Pologne,Exports,Armes à feu,,,300,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,0,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Passeports,,"Naples, Sicile et Parme",Exports,Bas de soye,,,330,,6,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Passeports,,L'Angleterre,Exports,Batterie de cuisine,,,500,,1000,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Passeports,,L'Espagne et les Etats en dépendances,Exports,Bijouterie,,,3537,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Passeports_Exports_1789.csv,AN F12 1666,2,,,,,Laura,,,0,,,,,,,,,
