line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Rouen,Le Havre,les4villesansatiques,Exports,Arbres ; fruitiers,,,108,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,225,,,,Jérémy Hervelin,,,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Rouen,Le Havre,angleterre,Exports,Arbres ; fruitiers,,,117,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,225,,,,Jérémy Hervelin,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Rouen,Le Havre,angleterre,Exports,Bêtes ; de somme ; chevaux,,,600,0,2,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,600,,,,Jérémy Hervelin,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Rouen,Le Havre,marseilles,Exports,Beurre ; salé,Normandie,,160,0,100,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,1080,,,,Jérémy Hervelin,,,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Rouen,Le Havre,espagne,Exports,Beurre ; salé,Normandie,,1080,0,1350,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,1080,,,,Jérémy Hervelin,,,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Rouen,Le Havre,danemarketnorvge,Exports,Beurre ; salé,Etranger,,343,0,490,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,24843,,,,Jérémy Hervelin,,,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Rouen,Le Havre,portugal,Exports,Beurre ; salé,Etranger,,24500,0,35000,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,24843,,,,Jérémy Hervelin,,,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Rouen,Le Havre,danemarketnorvge,Exports,Bijouterie,Isle de France,,950,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,43812,,,,Jérémy Hervelin,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Rouen,Le Havre,espagne,Exports,Bijouterie,Isle de France,,39222,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,43812,,,,Jérémy Hervelin,,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Rouen,Le Havre,portugal,Exports,Bijouterie,Isle de France,,3640,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Rouen_Exports_1789.csv,AN F12 1666,3,43812,,,,Jérémy Hervelin,,,,,,,,,,,,
