line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Bestiaux divers,Roussillon,,416,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,En valeur,0,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Bestiaux bœufs,Roussillon,,3480,,29,Nombre,120,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Bestiaux brebis,Roussillon,,1512,,252,Nombre,6,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Bestiaux chevres,Roussillon,,5192,,466,Nombre,12,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Erreur de calcul,-400,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Bestiaux cochons,Roussillon,,3700,,74,Nombre,50,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Bestiaux moutons,Roussillon,,15240,,1270,Nombre,12,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Bois en cercles,Roussillon,,1256,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,En valeur,0,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Cire en grain,Roussillon,,104,,52,Livres,2,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Colle commune,Roussillon,,189,,525,Livres,.36000001,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Draperie,Languedoc,4142,36918,,2071,Aunes,18,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Erreur de calcul,-360,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Draperie petite,Languedoc,243,1458,,243,Aunes,6,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Etoffe de laine,Languedoc,10,210,,70,Aunes,3,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Narbonne,Arles en Roussillon,Espagne,Exports,Fers,Roussillon,,38421,,256143,Livres,.15000001,sources/National toutes directions partenaires manquants/AN_F12_1666_Narbonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,-.44999999,,,,,,,,,
