line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Bestiaux et betes de somme mules et mulets,Bearn,,31080,,259,Nombre,120,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
2,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Bestiaux et betes agneaux,Bearn,,2667,,1067,Nombre,"2,5",sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,"-0,5",,,,,,,,
3,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Bestiaux et betes bœufs,Bearn,,100940,,721,Nombre,140,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
4,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Bestiaux et betes cochons,Bearn,,8670,,289,Nombre,30,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
5,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Bestiaux et betes moutons,Bearn,,8017,,1069,Nombre,"7,5",sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,"-0,5",,,,,,,,
6,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Bestiaux et betes vaches,Bearn,,4500,,100,Nombre,45,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
7,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Bestiaux et betes veaux,Bearn,,193,,13,Nombre,15,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Erreur de calcul,-2,,,,,,,,
8,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Bourre,Bearn,,2099,,13995,Livres,"0,15",sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,"-0,25",,,,,,,,
9,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Chairs salées lard,Bearn,,32670,,108901,Livres,"0,3",sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,"-0,3",,,,,,,,
10,National toutes directions partenaires manquants,1789,Bayonne,Saint Jean pied de port,Espagne,Exports,Chapeaux poil et laine,Lyon,,23680,,2368,Nombre,10,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
