line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Bestiaux ; bœufs,,,26400,0,88,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Bestiaux ; moutons,,,4013,0,238,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Bestiaux ; vaches,,,1378,0,11,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Bestiaux ; de somme ; chevaux,,,80880,0,224,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Beurre,,,374,0,500,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Charbon ; de bois,,,430,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Charbon ; de terre,,,447800,0,223900,barils,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Chaux,,,2766,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Dentelle ; de fil,,,5700,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Drague ; de bierre,,,238,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Valenciennes,Condé,etatsdelempereur,Imports,Drogues ; diverses,,,407,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Valenciennes_Imports_1789.csv,AN F12 1667,2,,,,,Jérémy Hervelin,,,,,,,,,,,,,
