line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Acier commun,,,6948,,17370,Livres,.4,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,0,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Balais,,,275,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,0,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Bestiaux en bœufs,,,4830,,24,Nombre,200,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,30,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Bestiaux en moutons,,,216,,36,Nombre,6,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,0,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Bestiaux en vache,,,1000,,10,Nombre,100,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,0,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Bestiaux en veaux,,,210,,11,Nombre,20,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,-10,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Bois de sapin en planches,,,3097,,5162,Nombre,.6,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,-.2,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Bois de chene en planches,,,316,,529,Nombre,.6,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,-1.4,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Bonneterie en bas de fil,,,120,,48,Paires,2.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,0,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Langres,Bourbonne,Lorraine,Imports,Cartes à jouer,,,3252,,1084,?,3,sources/National toutes directions partenaires manquants/AN_F12_1667_Langres_Imports_1789.csv,AN F12 1667,2,,,,,Laura Moutou,,,0,,,,,,,,,,
