line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Baracan,,,2715,,905,Livres,3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,4,,,,,Laura Moutou,,,,,,,,,,,,
2,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Damas ; fil et coton,,,520,,130,Livres,4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,16,,,,,Laura Moutou,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Drap ; d'Abbeville,,,22275,,1485,Livres,15,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,18,,,,,Laura Moutou,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Draperie ; petite,,,8964,,2988,Livres,3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,18,,,,,Laura Moutou,,,,,,,,,,,,
5,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Etoffe ; façonnée,,,15060,,2510,Livres,6,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,20,,,,,Laura Moutou,,,,,,,,,,,,
6,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Etoffe ; à peu de soye,,,72600,,7260,Livres,10,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,20,,,,,Laura Moutou,,,,,,,,,,,,
7,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Moquette,,,2820,,705,Livres,4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,33,,,,,Laura Moutou,,,,,,,,,,,,
8,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Peluche,,,54420,,10884,Livres,5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,38,,,,,Laura Moutou,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1749,Amiens,,Allemagne,Exports,Serge ; drapée,,,200,,50,Livres,4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,44,,,,,Laura Moutou,,,,,,,,,,,,
436,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Anchois,,,37,,37,Livres,1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,3,,,,,Laura Moutou,,,,,,,,,,,,
437,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Bas ; de soye,,,240,,6,Livres,40,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,4,,,,,Laura Moutou,,,,,,,,,,,,
438,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Bouchons ; de liege,,,1250,,25,Milles,50,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,7,,,,,Laura Moutou,,,,,,,,,,,,
439,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Chandelle,,,80,,200,Livres,.40000001,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,10,,,,,Laura Moutou,,,,,,,,,,,,
440,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Citrons,,,25,,500,Pièces,.050000001,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,12,,,,,Laura Moutou,,,,,,,,,,,,
441,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Confitures,,,62.5,,50,Livres,1.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,13,,,,,Laura Moutou,,,,,,,,,,,,
442,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Coton ; filé,,,90,,40,Livres,2.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,14,,,,,Laura Moutou,,,,,,,,,,,,
443,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Cuirs ; de beuf ; en poil,,,234,,13,Pièces,18,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,15,,,,,Laura Moutou,,,,,,,,,,,,
444,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Cuirs ; de vache ; en poil,,,42,,7,Nombre,6,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,15,,,,,Laura Moutou,,,,,,,,,,,,
445,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Cuivre ; ouvré,,,16.5,,11,Livres,1.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,16,,,,,Laura Moutou,,,,,,,,,,,,
446,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Cuivre ; vieux,,,180,,200,Livres,.89999998,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,16,,,,,Laura Moutou,,,,,,,,,,,,
447,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Dragées,,,5,,5,Livres,1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,17,,,,,Laura Moutou,,,,,,,,,,,,
448,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Eau de vie,,,51000,,425,Poincons,120,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,19,,,,,Laura Moutou,,,,,,,,,,,,
449,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Fer ; en barres,,,22.5,,150,Livres,.15000001,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,21,,,,,Laura Moutou,,,,,,,,,,,,
450,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Fromage,,,48384.352,,148875,Livres,.33000001,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,24,,,,,Laura Moutou,,arrondi,,,,,,,,,,
451,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Fruit ; sec,,,430.5,,1435,Livres,.30000001,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,25,,,,,Laura Moutou,,,,,,,,,,,,
452,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Futaillerie ; de Saint-Claude,,,8850,,8850,Livres,1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,25,,,,,Laura Moutou,,,,,,,,,,,,
453,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Exports,Galon ; d'or,,,1120,,7,Livres,160,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,25,,,,,Laura Moutou,,,,,,,,,,,,
