line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
10,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Amidon,,,152.25,,1015,Livres,.15000001,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,2,,,,,Laura Moutou,,,,,,,,,,,,
11,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Bierre,,,36,,2.5,Muids,14.4,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,3,,,,,Laura Moutou,,,,,,,,,,,,
12,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Eau de vie,,,3523.5,,16.309999,Muids,216,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,6,,,,,Laura Moutou,,,,,,,,,,,,
13,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Fer ; en pellerie,,,12.5,,125,Livres,.1,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,7,,,,,Laura Moutou,,,,,,,,,,,,
14,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Houblon,,,835,,1670,Livres,.5,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,9,,,,,Laura Moutou,,,,,,,,,,,,
15,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Huile ; à brûler,,,7.1999998,,36,Livres,.2,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,9,,,,,Laura Moutou,,,,,,,,,,,,
16,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Pruneaux,,,62,,620,Livres,.1,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,11,,,,,Laura Moutou,,,,,,,,,,,,
17,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Vin ; de Bordeaux,,,147.39999,,,,,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,15,,,,,Laura Moutou,,,,,,,,,,,,
18,National toutes directions partenaires manquants,1749,Amiens,,Danemark,Exports,Vinaigre,,,140,,4,Bariques,35,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,15,,,,,Laura Moutou,,,,,,,,,,,,
289,National toutes directions partenaires manquants,1749,Bordeaux,,Danemark,Exports,Caffé ; des isles,,,61193.699,,67993,Livres,.89999998,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Danemark_Exports_1749.csv,BNF N. Acq. 20541,4,,,,,Laura Moutou,,,,,,,,,,,,
