line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
362,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Caffé,,,27245.699,,30273,Livres,.89999998,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,2,,,,,Laura Moutou,,,,,,,,,,,,
363,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Eau de vie,,,11600,,145,Bariques,80,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,3,,,,,Laura Moutou,,,,,,,,,,,,
364,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Eau de vie,,,2900,,1,Droits,2900,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,3,,,,,Laura Moutou,,,,,,,,,,,,
365,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Indigo,,,57156,,14289,Livres,4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,4,,,,,Laura Moutou,,,,,,,,,,,,
366,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Pruneaux,,,16200,,405,Bariques,40,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,5,,,,,Laura Moutou,,,,,,,,,,,,
367,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Vin ; de Bordeaux ; de haut,,,40575,,270,Tonneaux,150,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,6,,,,,Laura Moutou,,Erreur de calcul,,,,,,,,,,
368,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Vin ; de Bordeaux ; de haut,,,3097,,1,Droits,3097,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,6,,,,,Laura Moutou,,,,,,,,,,,,
369,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Vin ; de Bordeaux ; de ville,,,22000,,88,Tonneaux,250,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,6,,,,,Laura Moutou,,,,,,,,,,,,
370,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Vin ; de Bordeaux ; de ville,,,186100,,930.5,Tonneaux,200,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,6,,,,,Laura Moutou,,,,,,,,,,,,
371,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Vin ; de Bordeaux ; de ville,,,20734.949,,1,Droits,20734.949,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,6,,,,,Laura Moutou,,,,,,,,,,,,
372,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Vinaigre,,,4350,,29,Tonneaux,150,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,7,,,,,Laura Moutou,,,,,,,,,,,,
373,National toutes directions partenaires manquants,1749,Bordeaux,,Russie,Exports,Vinaigre,,,435,,1,Droits,435,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,7,,,,,Laura Moutou,,,,,,,,,,,,
4840,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Cidre,,,35,,1,Muid,35,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,2,,,,,Laura Moutou,,,,,,,,,,,,
4841,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Confitures,,,704,,640,Livres,1.1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,2,,,,,Laura Moutou,,,,,,,,,,,,
4842,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Eau de vie,,,432,,1.5,Muids,288,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,3,,,,,Laura Moutou,,,,,,,,,,,,
4843,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Eau de vie,,,48,,24,Pots,2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,3,,,,,Laura Moutou,,,,,,,,,,,,
4844,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Fayance,,,885,,2950,Livres,.30000001,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,3,,,,,Laura Moutou,,,,,,,,,,,,
4845,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Fruit ; à l'eau de vie,,,45,,,,,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,3,,,,,Laura Moutou,,,,,,,,,,,,
4846,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Mercerie,,,288,,72,Livres,4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,4,,,,,Laura Moutou,,,,,,,,,,,,
4847,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Ouvrage ; de bois,,,16,,,,,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,4,,,,,Laura Moutou,,,,,,,,,,,,
4848,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Siamoise,,,248,,62,Livres,4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,5,,,,,Laura Moutou,,,,,,,,,,,,
4849,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Tabatieres,,,900,,,,,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,5,,,,,Laura Moutou,,,,,,,,,,,,
4850,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Vin ; de Bourgogne,,,29952,,52,Muids,576,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,6,,,,,Laura Moutou,,,,,,,,,,,,
4851,National toutes directions partenaires manquants,1749,Rouen,,Russie,Exports,Vin ; de Bourgogne,,,488,,122,Pots,4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Russie_Exports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,6,,,,,Laura Moutou,,,,,,,,,,,,
