line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Caen,Cherbourg,Angleterre,Exports,Bestiaux ; agneaux,Normandie,,2245,,499,en nombre,4.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,4,,,,,Jérémy Hervelin,,,.5,,,,,,,,,,
1,National toutes directions partenaires manquants,1789,Caen,Avranches,Petites Isles,Exports,Cidre,Normandie,,6545,,227.25,muid,28.8,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,10,,,,,Jérémy Hervelin,,unités d'origine : muid et pinte,-.2,,,,,,,,,,
1,National toutes directions partenaires manquants,1789,Caen,Caen,Angleterre,Exports,Fruits ; confits ; divers,Normandie,,625,,250,livre,2.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,8,,,,,Jérémy Hervelin,,,0,,,,,,,,,,
1,National toutes directions partenaires manquants,1789,Caen,Granville,Angleterre,Exports,Bestiaux ; agneaux,Normandie,,550,,55,en nombre,10,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,6,,,,,Jérémy Hervelin,,,0,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Caen,Cherbourg,Angleterre,Exports,Bestiaux ; bœufs,Normandie,,15925,,91,en nombre,175,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,4,,,,,Jérémy Hervelin,,,0,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Caen,Caen,Angleterre,Exports,Fruits ; secs ; chataignes,Normandie,,300,,20,quintal,15,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,8,,,,,Jérémy Hervelin,,unité d'origine : livre,0,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Caen,Avranches,Petites Isles,Exports,Eau ; de vie ; simple,Normandie,,702,,1404,pinte,.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,10,,,,,Jérémy Hervelin,,unités d'origine : muid et pinte,0,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Caen,Granville,Angleterre,Exports,Bestiaux ; bœufs,Normandie,,1920,,10,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,6,,,,,Jérémy Hervelin,,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Caen,Granville,Angleterre,Exports,Bestiaux ; genisses,Normandie,,765,,15,en nombre,51,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,6,,,,,Jérémy Hervelin,,,0,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Caen,Caen,Angleterre,Exports,Fruits ; secs ; noix,Normandie,,900,,90,poinçons,10,sources/National toutes directions partenaires manquants/AN_F12_1666_Caen_Exports_1789.csv,AN F12 1666,8,,,,,Jérémy Hervelin,,,0,,,,,,,,,,
