line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Toulon,Toulon,Marseille,Exports,Amandes,Provence,,720,,1800,Livres,"0,4",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
2,National toutes directions partenaires manquants,1789,Toulon,Toulon,Gènes,Exports,Amandes,Provence,,148,,369,Livres,"0,4",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,"0,4",,,,,,,,
3,National toutes directions partenaires manquants,1789,Toulon,Toulon,Gènes,Exports,Artillerie boulets et bombes,Provence,,3000,,30000,Livres,"0,1",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
4,National toutes directions partenaires manquants,1789,Toulon,Toulon,Corse,Exports,Beurre,Provence,,162,,250,Livres,"0,65",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,"-0,5",,,,,,,,
5,National toutes directions partenaires manquants,1789,Toulon,Toulon,Marseille,Exports,Bois divers,Provence,,548,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
6,National toutes directions partenaires manquants,1789,Toulon,Toulon,Marseille,Exports,Bois à bruler,Provence,,38397,,5119600,Livres,"0,0075",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
7,National toutes directions partenaires manquants,1789,Toulon,Toulon,Gènes,Exports,Bray et poix,Provence,,375,,5000,Livres,"0,075",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
8,National toutes directions partenaires manquants,1789,Toulon,Toulon,Corse,Exports,Chair jambon,Provence,,720,,1200,Livres,"0,6",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
9,National toutes directions partenaires manquants,1789,Toulon,Toulon,Marseille,Exports,Cendres d'orphevres,Provence,,270,,1800,Livres,"0,15",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,
10,National toutes directions partenaires manquants,1789,Toulon,Toulon,Marseille,Exports,Chapeaux communs,Provence,,160,,60,Pièces,"3,25",sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,5 douzaines à 3£ 5 sous la pièce; erreur de calcul,-35,,,,,,,,
11,National toutes directions partenaires manquants,1789,Toulon,Toulon,Marseille,Exports,Chapeaux communs,Provence,,1440,,480,Pièces,3,sources/National toutes directions partenaires manquants/AN_F12_1666_Toulon_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,40 douzaines à 3£ la pièce,0,,,,,,,,
