line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
596,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Acier,,,21201,,70670,Livres,.3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,2,,,,,Laura Moutou,,,,,,,,,,,,,
597,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Aiguilles,,,966,,161,Livres,6,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,2,,,,,Laura Moutou,,,,,,,,,,,,,
598,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Alun,,,13480,,67400,Livres,.2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,2,,,,,Laura Moutou,,,,,,,,,,,,,
599,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Bas ; de coton,,,1476,,41,Douzaines,36,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,4,,,,,Laura Moutou,,,,,,,,,,,,,
600,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Boëtes ; de bois,,,800,,160,Livres,5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,5,,,,,Laura Moutou,,,,,,,,,,,,,
601,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Bois ; fustel,,,120,,60,Livres,2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,6,,,,,Laura Moutou,,doute sur le prix,,,,,,,,,,,
602,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Bouteilles ; de verre,,,2.25,,61,Livres,.04,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,7,,,,,Laura Moutou,,arrondi,,,,,,,,,,,
603,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Boutons ; de crin,,,20,,,,,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,8,,,,,Laura Moutou,,,,,,,,,,,,,
604,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Caracteres d'imprimerie,,,59.5,,17,Livres,3.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,9,,,,,Laura Moutou,,,,,,,,,,,,,
605,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Cendre ; de Plomb,,,10000,,125000,Livres,.08,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,10,,,,,Laura Moutou,,%,,,,,,,,,,,
606,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Cire ; blanche ; ouvré,,,125,,50,Livres,2.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,12,,,,,Laura Moutou,,,,,,,,,,,,,
607,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Clous ; de fer,,,15.2,,38,Livres,.4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,13,,,,,Laura Moutou,,,,,,,,,,,,,
608,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Coton ; filé,,,1842,,614,Livres,3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,14,,,,,Laura Moutou,,,,,,,,,,,,,
609,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Couperose,,,880,,11000,Livres,.08,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,14,,,,,Laura Moutou,,%,,,,,,,,,,,
610,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Cuirs ; de beuf ; tannés,,,874.1,,1165.5,Livres,.75,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,15,,,,,Laura Moutou,,arrondi,,,,,,,,,,,
611,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Cuivre ; ouvré,,,316.8,,198,Livres,1.6,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,16,,,,,Laura Moutou,,,,,,,,,,,,,
612,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Faucilles,,,1392,,4640,Livres,.3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,21,,,,,Laura Moutou,,,,,,,,,,,,,
613,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Faux ; à faucher,,,14617.5,,24362.5,Livres,.6,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,21,,,,,Laura Moutou,,,,,,,,,,,,,
614,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fayance,,,160,,320,Livres,.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,21,,,,,Laura Moutou,,,,,,,,,,,,,
615,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fer ; en barres,,,1050.45,,7003,Livres,.15,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,21,,,,,Laura Moutou,,,,,,,,,,,,,
616,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fer ; blanc,,,1080,,12,Barils,90,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,22,,,,,Laura Moutou,,,,,,,,,,,,,
617,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fer ; blanc,,,19740,,329,Barils,60,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,22,,,,,Laura Moutou,,,,,,,,,,,,,
618,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fer ; en plaques,,,140,,800,Livres,.18,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,22,,,,,Laura Moutou,,,,,,,,,,,,,
619,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fer ; en taule,,,2008.5,,8034,Livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,22,,,,,Laura Moutou,,,,,,,,,,,,,
620,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fil ; blanc,,,604,,302,Livres,2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,23,,,,,Laura Moutou,,,,,,,,,,,,,
621,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fil ; de fer,,,26355,,52710,Livres,.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,23,,,,,Laura Moutou,,,,,,,,,,,,,
622,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Fromage,,,7974,,26580,Livres,.3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,24,,,,,Laura Moutou,,,,,,,,,,,,,
623,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Instruments ; de musique,,,2560,,160,Livres,16,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,29,,,,,Laura Moutou,,,,,,,,,,,,,
624,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Limes,,,2909.6,,3637,Livres,.8,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,30,,,,,Laura Moutou,,,,,,,,,,,,,
625,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Lin ; cru,,,180,,300,Livres,.6,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,30,,,,,Laura Moutou,,,,,,,,,,,,,
626,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Mercerie,,,30544,,15272,Livres,2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,32,,,,,Laura Moutou,,,,,,,,,,,,,
627,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Morüe,,,2800,,35,Tonnes,80,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,33,,,,,Laura Moutou,,,,,,,,,,,,,
628,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Morüe,,,19,,76,Livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,33,,,,,Laura Moutou,,,,,,,,,,,,,
629,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Moules ; de bouton,,,9.5,,95,Livres,.1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,33,,,,,Laura Moutou,,,,,,,,,,,,,
630,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Papier ; bleu,,,40,,4,Rames,10,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,36,,,,,Laura Moutou,,,,,,,,,,,,,
631,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Papier ; doré,,,40,,2,Rames,20,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,36,,,,,Laura Moutou,,,,,,,,,,,,,
632,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Peaux ; de chevre,,,39,,26,Pièces,1.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,37,,,,,Laura Moutou,,,,,,,,,,,,,
633,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Peaux ; de mouton ; passées,,,888,,296,Livres,3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,37,,,,,Laura Moutou,,,,,,,,,,,,,
634,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,"Peaux , de veau ; aprêtées",,,399,,133,Livres,3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,37,,,,,Laura Moutou,,,,,,,,,,,,,
635,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Pipes ; à fumer,,,140.6,,112.5,Livres,1.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,38,,,,,Laura Moutou,,arrondi,,,,,,,,,,,
636,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Plomb ; en saumon,,,2423.85,,8079.5,Livres,.3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,39,,,,,Laura Moutou,,,,,,,,,,,,,
637,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Quincaille ; de cuivre,,,150,,75,Livres,2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,41,,,,,Laura Moutou,,,,,,,,,,,,,
638,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Quincaille ; de fer,,,16653.25,,33306.5,Livres,.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,41,,,,,Laura Moutou,,,,,,,,,,,,,
639,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Raisin ; sec,,,164,,328,Livres,.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,42,,,,,Laura Moutou,,,,,,,,,,,,,
640,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Ris,,,5130.35,,20521.5,Livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,42,,,,,Laura Moutou,,arrondi,,,,,,,,,,,
641,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Sabots,,,37780,,1889,Grosses,20,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,43,,,,,Laura Moutou,,,,,,,,,,,,,
642,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Saumon ; salé,,,110,,275,Livres,.4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,43,,,,,Laura Moutou,,,,,,,,,,,,,
643,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Stocfiche,,,34.5,,230,Livres,.15,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,45,,,,,Laura Moutou,,,,,,,,,,,,,
644,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Sucre ; en pain,,,8,,8,Livres,1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,45,,,,,Laura Moutou,,,,,,,,,,,,,
645,National toutes directions partenaires manquants,1749,Bourgogne,,Allemagne,Imports,Verres ; blancs,,,10811.25,,8649,Livres,1.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M87_partner_Allemagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M87,49,,,,,Laura Moutou,,,,,,,,,,,,,
