line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Auch,Tarbes,Espagne,Imports,Huile,,,475,,950,Livres,.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,50 livres le quintal,0,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Bestiaux bivers,,,2234,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,En valeur,0,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Bestiaux vaches,,,960,,12,Nombre,60,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,Erreur de calcul,240,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Cuirs de vaches en poil,,,690,,115,Nombre,6,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,,0,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Draperie de laine,,,220,,40,Livres,5.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,,0,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Fromage,,,1722,,4305,Livres,.40000001,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,40 livres le quintal,0,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Huile d'olive,,,74584,,149168,Livres,.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,50 livres le quintal,0,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Laine,,,50170,,50170,Livres,1,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,,0,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Marchandises à la valeur,,,274,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,,0,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Auch,Saint Béat,Espagne,Imports,Sel,,,2485,,,Livres,.07,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,5,,,,,Laura Moutou,,7 muids 4 setiers et 3 minots,2485,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Auch,Saint Girons,Espagne,Imports,Bêtes de somme et bestiaux,,,270,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Auch_Imports_1789.csv,AN F12 1667,7,,,,,Laura Moutou,,,0,,,,,,,,,
