line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,ânes,,,160,,4,nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,Beofs,,,5600,,29,nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,génisses,,,276,,5,nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,moutons,,,490,,49,nombre,10,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,,0,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,porcs,,,5980,,299,nombre,20,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,,0,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,vaches,,,2580,,43,nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,veaux,,,440,,44,nombre,10,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,,0,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,beurre,,,5650,,9417,livres [pesant],"0,6",sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,,"-0,2",,,,,,,,,
9,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,bois en bâtonage,,,282,,"11,5",charettes,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,charbon de bois,,,750,,5,charettes,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,"je n'arrive pas à lire l'unité, il ya autre chose",,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,étoffe serge de laine,,,200,,30,livres [pesant],5,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,foin,,,380,,19,charettées,20,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,,0,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,marchandises à la valeur,,,312,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
14,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,Mercerie,,,354,,177,livres [pesant],2,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,,0,,,,,,,,,
15,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,Meubles,,,125,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Nantes,Beauvoir-sur-Mer,Petites Iles,Exports,ouvrages de bois (sabots),,,102,,13,charettées,,sources/National toutes directions partenaires manquants/AN_F12_1666_Nantes_Exports_1789.csv,AN F12 1666,3,,,,,Silvia Marzagalli,0,valeur unitaire non indiquée,,,,,,,,,,
