line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Nantes,Nantes,Hollande,import,Acier,,,5869,,19565,livres,.30000001,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,89844,,,,Sivia Marzagalli,,,-.5,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Nantes,Nantes,Suède,import,Acier,,,83975,0,279917,livres,.30000001,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,89844,,,,Sivia Marzagalli,,,-.1,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Nantes,Nantes,Ports de France Marseille,import,Amadou,,,694,0,579,livres,1.2,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,1654,,,,Sivia Marzagalli,,le document ne rapporte pas le total de de Marseille + Bayonne dans la dernière colonne,-.80000001,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Nantes,Nantes,Ports de France Bayonne,import,Amadou,,,960,0,800,livres,1.2,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,1654,,,,Sivia Marzagalli,,le document ne rapporte pas le total de de Marseille + Bayonne dans la dernière colonne,0,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Nantes,Nantes,Ports de France Lorient,import,Amandes en coques,,,104,0,190,livres,.55000001,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,5759,,,,Sivia Marzagalli,,,-.5,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Nantes,Nantes,Marseille,import,Amandes en coques,,,5655,0,10282,livres,.55000001,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,5759,,,,Sivia Marzagalli,,,-.1,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Nantes,Nantes,Marseille,import,Amandes cassées,,,34749,0,53460,livres,.64999998,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,34749,,,,Sivia Marzagalli,,le document ne rapporte pas le total de Marseille dans la dernière colonne et ne fournit comme total que la valeur des importations depuis la Hollande,0,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Nantes,Nantes,Hollande,import,Amandes cassées,,,1954,0,3006,livres,.64999998,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,1954,,,,Sivia Marzagalli,,,.1,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Nantes,Nantes,Angleterre,import,Amidon,,,420,0,1200,livres,.34999999,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,420,,,,Sivia Marzagalli,,,0,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Nantes,Nantes,Hollande,import,Armes blanches (sabres),,,8475,0,3390,nombre,2.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Nantes_Imports_1789.csv,AN F12 1667,3,25475,,,,Elisabeth Nannini,,,0,,,,,,,,,
