line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
79,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Amandes ; en coques,,,24,,120,Livres,.2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,2,,,,,Laura Moutou,,,,,,,,,,,
80,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Bois ; de Sainte-Marthe,,,86,,430,Livres,.2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,7,,,,,Laura Moutou,,,,,,,,,,,
81,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Bouteilles ; de verre,,,18.35,,73.5,Livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,9,,,,,Laura Moutou,,arrondi,,,,,,,,,
82,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Figues,,,414.95,,4147.5,Livres,.1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,28,,,,,Laura Moutou,,arrondi,,,,,,,,,
83,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Jus ; de reglisse,,,2715,,4525,Livres,.6,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,33,,,,,Laura Moutou,,,,,,,,,,,
84,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Marons,,,30.6,,175,Livres,.175,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,37,,,,,Laura Moutou,,arrondi,,,,,,,,,
85,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Morüe,,,81.25,,325,Livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,38,,,,,Laura Moutou,,,,,,,,,,,
86,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Raisin,,,622.5,,3112.5,Livres,.2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,47,,,,,Laura Moutou,,,,,,,,,,,
87,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Rozeaux ; d'Espagne,,,17,,850,Livres,.02,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,49,,,,,Laura Moutou,,,,,,,,,,,
88,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Savon ; marbré,,,33651.5,,90950,Livres,.37,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,50,,,,,Laura Moutou,,%,,,,,,,,,
89,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Soude,,,21625.5,,166350,Livres,.13,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,52,,,,,Laura Moutou,,%,,,,,,,,,
90,National toutes directions partenaires manquants,1749,Amiens,,Espagne,Imports,Vin ; d'Alicant,,,1270,,317.5,Veltes,4,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,61,,,,,Laura Moutou,,,,,,,,,,,
232,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Acier,,,706.25,,2825,Livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,2,,,,,Laura Moutou,,,,,,,,,,,
233,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Amandes ; cassées,,,350,,700,Livres,.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,2,,,,,Laura Moutou,,,,,,,,,,,
234,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Ancres,,,1125,,4500,Livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,3,,,,,Laura Moutou,,,,,,,,,,,
235,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Anis,,,150,,500,Livres,.3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,3,,,,,Laura Moutou,,,,,,,,,,,
236,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Bled ; froment,,,76618.75,,11787.5,Livres,6.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,7,,,,,Laura Moutou,,,,,,,,,,,
237,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Cacao,,,747.5,,650,Livres,1.15,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,10,,,,,Laura Moutou,,,,,,,,,,,
238,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Cacao,,,747.5,,650,Livres,1.15,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,11,,,,,Laura Moutou,,,,,,,,,,,
239,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Canons ; de fusil,,,210,,42,Pièces,5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,12,,,,,Laura Moutou,,,,,,,,,,,
240,National toutes directions partenaires manquants,1749,Bayonne,,Espagne,Imports,Chanvre ; cru,,,25894,,117700,Livres,.22,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Espagne_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,14,,,,,Laura Moutou,,%,,,,,,,,,
