line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Bierre,,,20,,208,pintes,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,marchandises en estimation,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Bois en barres d'anspect,,,108,,72,pièces,1.5,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Bois en planches,,,8398,,8398,pièces,1,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Marchandises à la valeur,,,181,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,Marchandises en estimation,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Poisson salé divers,,,358,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,Marchandises en estimation,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Sardines,,,1193,,1766,livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,15500 en nombre,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Sel,,,6690,,501750,livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,marchandises en estimation,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Vin rouge,,,2790,,69.690002,muids,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Vin blanc,,,22680,,567,muids,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,marchandises en estimation,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,La Rochelle,Les Sables d'Olonne,Petites iles,Imports,Vinaigre,,,588,,21,muids,28,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,2,,,,,Ahmed,,,0,,,,,,,,,
11,National toutes directions partenaires manquants,1789,La Rochelle,Aligre,Petites iles,Imports,Bois de sapin en planches,,,41182,,32946,pièces,1.15,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,3294.1001,,,,,,,,,
12,National toutes directions partenaires manquants,1789,La Rochelle,Aligre,Angleterre,Imports,Charbon de terre,,,5950,,1400,barils,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,La Rochelle,Aligre,Marseille,Imports,Coton,,,814,,540,pintes,1.5,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,4,,,,,,,,,
14,National toutes directions partenaires manquants,1789,La Rochelle,Aligre,Petites iles,Imports,Cuirs de beuf,,,722,,61,pièces,12,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,-10,,,,,,,,,
15,National toutes directions partenaires manquants,1789,La Rochelle,Aligre,Petites iles,Imports,Eau de vie simple,,,1234,,329,veltes,3.75,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,9 muids et 40 pintes,.25,,,,,,,,,
16,National toutes directions partenaires manquants,1789,La Rochelle,Aligre,Marseille,Imports,Eponges,,,436,,198,livres,2.2,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,arrondi,.40000001,,,,,,,,,
