line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Suede,Imports,Acier,,,3721,,13290,Livres,.28,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,28 livres le quintal,-0.2,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Marseille,Imports,Amandes en coques,,,740,,1480,Livres,.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,50 livres le quintal,0,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Espagne,Imports,Amandes en coques,,,1307,,2614,Livres,.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,51 livres le quintal,0,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Dunkerque,Imports,Bois de sapin en planches,,,480,,320,Pièces,1.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,0,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Prusse,Imports,Bois de sapin en planches,,,3295,,2197,Nombre,1.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,-0.5,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Suède,Imports,Bois de sapin en planches,,,15912,,10608,Nombre,1.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,884 douzaines,0,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Ports et pays de France,Imports,Bois en aviron,,,120,,42,Nombre,4,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,erreur de calcul?,-48,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Prusse,Imports,Bois en poutre et solivaux de sapin,,,2056,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,pas de prix,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Angleterre,Imports,Charbon de terre,,,12750,,510000,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,pas de prix,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Marseille,Imports,Coton filé,,,1473,,245,Livres,6,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,3,,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Marseille,Imports,Coton en laine,,,1165,,466,Livres,2.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,0,,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Petites isles,Imports,Eau de vie,,,20544,,3424,Velte,6,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,0,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Bayonne,Imports,Eau de vie d'andaye,,,270,,135,Pinte,2,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,0,,,,,,,,,,
14,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Angleterre,Imports,Fayence,,,78,,,Livres,2,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,78,,,,,,,,,,
15,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Suède,Imports,Fer en barre,,,58370,,291848,Livres,.2,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,20 livres le quintal,0.4,,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Suède,Imports,Fer en paquets,,,1824,,6120,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,pas de prix,,,,,,,,,,,
17,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Suède,Imports,Fer en tole,,,134,,335,Livres,.4,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,40 livres le quintal,0,,,,,,,,,,
18,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Hollande,Imports,Fromage,,,180,,300,Livres,.6,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,60 livres le quintal,0,,,,,,,,,,
19,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Marseille,Imports,Grains comestibles,,,545,,1818,Livres,.3,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,30 livres le quintal,-0.4,,,,,,,,,,
20,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Dunkerque,Imports,Graine de lin,,,1920,,24,Sac,80,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,0,,,,,,,,,,
21,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Angleterre,Imports,Habillements divers,,,170,,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,,,,,,,,,,,
22,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Angleterre,Imports,Laine filée,,,453,,121,Livres,3.75,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,-0.75,,,,,,,,,,
23,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Bayonne,Imports,Laine non filée,,,375,,150,Livres,2.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,0,,,,,,,,,,
24,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Angleterre,Imports,Laine non filée,,,5412,,2165,Livres,2.5,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Loïc Charles,,,-0.5,,,,,,,,,,
25,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Angleterre,Imports,Laine en poil,,,3940,,2259,Livres,1.7,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,,99.7,,,,,,,,,,
26,National toutes directions partenaires manquants,1789,Saint-Malo,Le Légué et dépendances,Marseille,Imports,Liège en Planche,,,495,,5500,Livres,.09,sources/National toutes directions partenaires manquants/AN_F12_1667_Saint-Malo_Imports_1789.csv,AN F12 1667,3,,,,,Laura Moutou,,9 livres le quintal,0,,,,,,,,,,
