line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Amandes en coque,Provence,,167,,518,Livres,.40000001,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Erreur de calcul,-40.200001,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Suisse,Exports,Amandes en coque,Provence,,1958,,4896,Livres,.40000001,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,-.40000001,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Amandes mondées,Provence,,44837,,89675,Livres,.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,-.5,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Amidon,Dauphiné,,156,,521,Livres,.30000001,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,-.30000001,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Suisse,Exports,Balais de palme,Marseille,,2620,,6551,Livres,.40000001,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,-.40000001,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bestiaux divers,,,1957,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,En valeur,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bestiaux agneaux,Dauphiné,,3031,,850,Nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Pas de prix unitaire,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bestiaux bœufs,Dauphiné,,15250,,61,Nombre,250,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bestiaux brebis,Dauphiné,,2061,,229,Nombre,9,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bestiaux chevaux,Dauphiné,,10800,,27,Nombre,400,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bestiaux moutons,Dauphiné,,1674,,186,Nombre,9,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bestiaux vaches,Dauphiné,,6000,,75,Nombre,80,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bas des isles et des Indes divers,,,1192,,5020,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Pas de prix unitaire,,,,,,,,,,
14,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bonneterie de coton,Languedoc,,6153,,879,Livres,7,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
15,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bonneterie de coton bonnets,Languedoc,,660,,110,Douzaines,6,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Largeur en lignes : 238,0,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Suisse,Exports,Bonneterie de coton bonnets,Languedoc,,408,,68,Douzaines,6,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,"Largeur en lignes : 155,5",0,,,,,,,,,
17,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bonneterie de fil bas,Flandre,,1878,,75,Douzaines,25,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Largeur en lignes : 292,3,,,,,,,,,
18,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bonneterie de laine diverse,Flandre,,699,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,En valeur,,,,,,,,,,
19,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Suisse,Exports,Bonneterie de laine diverse,Flandre,,110,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,En valeur,,,,,,,,,,
20,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bonneterie de laine bas,Dauphiné,,63660,,12732,Livres,5,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
21,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bonneterie de laine bonets,Languedoc,,1848,,308,Douzaines,6,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Largeur en lignes : 21365,0,,,,,,,,,
22,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bonneterie de laine bonets,Dauphiné,,9572,,2393,Livres,4,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
23,National toutes directions partenaires manquants,1789,Grenoble,Grenoble,Sardaigne,Exports,Bonneterie de soye,Languedoc,,4550,,91,Livres,50,sources/National toutes directions partenaires manquants/AN_F12_1666_Grenoble_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,
