source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Bestiaux ; bœufs,,,4620,0,,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Beurre ; salé,,,244,0,,livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Bois ; de charonage,,,1000,0,,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Eau ; de vie,,,336,0,,pintes,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Farine ; de froment,,,13431,0,,livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Farine ; de sarazin,,,110,0,,livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Grains ; froment,,,18768,0,,livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Grains ; seigle,,,897,0,,livres,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
National toutes directions partenaires manquants,1789,Soissons,Aubenton,Etats de l'Empereur,Imports,Marchandises ; à la valeur,,,564,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Soissons_Imports_1789.csv,AN F12 1667,2,,39980,,,,Jérémy Hervelin,,,,,,,,,,,
