line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
374,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Caffé ; des isles,,,16865.1,,18739,Livres,.89999998,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,3,,,,,Laura Moutou,,,,,,,,,,,,
375,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Capres,,,450,,225,Livres,2,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,4,,,,,Laura Moutou,,,,,,,,,,,,
376,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Eau de vie,,,19520,,244,Bariques,80,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,6,,,,,Laura Moutou,,,,,,,,,,,,
377,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Eau de vie,,,4880,,1,Droits,4880,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,6,,,,,Laura Moutou,,,,,,,,,,,,
378,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Graine ; de Genievre,,,125,,2500,Livres,.050000001,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,8,,,,,Laura Moutou,,,,,,,,,,,,
379,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Huile ; d'olive,,,240,,400,Livres,.60000002,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,8,,,,,Laura Moutou,,,,,,,,,,,,
380,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Indigo,,,106996,,26749,Livres,4,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,9,,,,,Laura Moutou,,,,,,,,,,,,
381,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Pruneaux,,,20300,,580,Bariques,35,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,13,,,,,Laura Moutou,,,,,,,,,,,,
382,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Rocou,,,1327.5,,2655,Livres,.5,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,13,,,,,Laura Moutou,,,,,,,,,,,,
383,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Sucre ; blanc,,,173880,,579600,Livres,.30000001,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,14,,,,,Laura Moutou,,,,,,,,,,,,
384,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Sucre ; brut,,,21120,,105600,Livres,.2,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,14,,,,,Laura Moutou,,,,,,,,,,,,
385,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Vin ; de Bordeaux ; de haut,,,3750,,18.75,Tonneaux,200,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,16,,,,,Laura Moutou,,,,,,,,,,,,
386,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Vin ; de Bordeaux ; de haut,,,18675,,124.5,Pièces,150,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,16,,,,,Laura Moutou,,,,,,,,,,,,
387,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Vin ; de Bordeaux ; de haut,,,1640.2,,1,Droits,1640.2,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,16,,,,,Laura Moutou,,,,,,,,,,,,
388,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Vin ; de Bordeaux ; de ville,,,105250,,421,Tonneaux,250,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,16,,,,,Laura Moutou,,,,,,,,,,,,
389,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Vin ; de Bordeaux ; de ville,,,302050,,1510.25,Livres,200,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,16,,,,,Laura Moutou,,,,,,,,,,,,
390,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Vin ; de Bordeaux ; de ville,,,30317,,1,Droits,30317,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,16,,,,,Laura Moutou,,,,,,,,,,,,
391,National toutes directions partenaires manquants,1749,Bordeaux,,Suède,Exports,Vinaigre,,,5362.5,,35.75,Tonneaux,250,sources/National toutes directions partenaires manquants/BNF_N._Acq._20541_partner_Suede_Exports_1749.csv,BNF N. Acq. 20541,16,,,,,Laura Moutou,,Erreur de calcul,,,,,,,,,,
