line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Acacia ; germanica,,,25,,12.5,livres,2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,,,,,Demba Konate,,,,,,,,,,,,
2,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Agaric,,,156,,52,livres,3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,,,,,Demba Konate,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Aiguilles ; à coudre,,,17585,,3517,livres,5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,,,,,Demba Konate,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Aloës,,,269,,77,livres,3.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,,,,,Demba Konate,,,,,,,,,,,,
5,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Alun,,,100,,500,livres,.2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,,,,,Demba Konate,,,,,,,,,,,,
6,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Ambre,,,3,,1,livres,3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,,,,,Demba Konate,,,,,,,,,,,,
7,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Anchois,,,126,,7,barils,18,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,3,,,,,Demba Konate,,,,,,,,,,,,
8,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Anchois,,,1,,1,pot,1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,3,,,,,Demba Konate,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Anchois,,,132,,165,livres,.80000001,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,3,,,,,Demba Konate,,,,,,,,,,,,
10,National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Imports,Antimoine,,,6,,25,livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,3,,,,,Demba Konate,,,,,,,,,,,,
