line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Amandes en coques,Provence,,3409,,6819,Livres,.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,50 livres le quintal,-.5,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Amidon,Provence,,1417,,3150,Livres,.45,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,45 livres le quintal,-.5,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Beurre,Bretagne,,21609,,24010,Livres,.9,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Bois feuillard,Bretagne,,129,,103,Paquets,1.25,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,.25,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Bois en matreaux,Etranger,,160,,8,Nombre,20,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Isles de Rhé,Exports,Bois a bruler,Etranger,,300,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Pas de quantité ni de prix unitaire,,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Bois de teinture moulu,Etranger,,262,,750,Livres,.35,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,35 livres le quintal,-.5,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Petites isles,Exports,Bonneterie de conton,Etranger,,144,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Pas de quantité ni de prix unitaire,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Bonneterie de fil,Etranger,,408,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Pas de quantité ni de prix unitaire,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,L'Espagne et les Etats de dépendance,Exports,Bonneterie de soye,Lyon,,1020,,17,Livres,60,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Petites isles,Exports,Bray et goudron,Etranger,,462,,6300,Livres,.0733333,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Prix unitaire: 22 livres les 300,0,,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Bray et goudron,Etranger,,1364,,18600,Livres,.0733333,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,Prix unitaire: 22 livres les 301,0,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Résine,Etranger,,335,,3350,Livres,.1,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,10 livres le quintal,0,,,,,,,,,,
14,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Caractères d'imprimerie,Etranger,,429,,245,Livres,1.75,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,.25,,,,,,,,,,
15,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Cendres barille,Etranger,,420,,2100,Livres,.2,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Lard salé,Etranger,,523,,1046,Livres,.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
17,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Cheveux,Etranger,,1364,,341,Livres,4,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
18,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Chocolat,Etranger,,270,,135,Livres,2,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
19,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Cire de bougie,Bretagne,,210,,80.5,Livres,2.6,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,.7,,,,,,,,,,
20,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,L'Espagne et les Etats de dépendance,Exports,Confiture,Bretagne,,1368,,1140,Livres,1.2,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
21,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Coton en laine,Bretagne,,432,,216,Livres,2,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
22,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Coton filé,Bretagne,,528,,88,Livres,6,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
23,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Cuirs de bœuf tannés,Bretagne,,5112,,3408,Livres,1.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
24,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Cuirs de vache tannés,Bretagne,,11601,,7734,Livres,1.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,0,,,,,,,,,,
25,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Angleterre,Exports,Cuirs de chevaux tannés,Bretagne,,991,,661,Livres,1.5,sources/National toutes directions partenaires manquants/AN_F12_1666_Saint-Malo_Exports_1789.csv,AN F12 1666,3,,,,,Laura,,,-.5,,,,,,,,,,
