line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3,Tableau Général,1792,,,Espagne - par mer,Exports,,,,56852000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
4,Tableau Général,1792,,,Espagne - par terre,Exports,,,,12678000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
6,Tableau Général,1792,,,Portugal,Exports,,,,7297000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
9,Tableau Général,1792,,,États du Roi de Sardaigne - par mer,Exports,,,,10783000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
10,Tableau Général,1792,,,États du Roi de Sardaigne - par terre,Exports,,,,11820000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
12,Tableau Général,1792,,,République de Gênes,Exports,,,,24147000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
14,Tableau Général,1792,,,Milanès et Toscane,Exports,,,,23328000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
16,Tableau Général,1792,,,Naples et Sicile,Exports,,,,14186000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
18,Tableau Général,1792,,,Rome et Venise,Exports,,,,10356000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
20,Tableau Général,1792,,,"Angleterre, Ecosse et Irlande",Exports,,,,59748000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
22,Tableau Général,1792,,,Hollande,Exports,,,,119592000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
24,Tableau Général,1792,,,Villes Anséatiques,Exports,,,,90958000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
27,Tableau Général,1792,,,"États de l'Empereur, en Flandre et Allemagne - par mer",Exports,,,,48111000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
28,Tableau Général,1792,,,"États de l'Empereur, en Flandre et Allemagne - par terre",Exports,,,,25954000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
30,Tableau Général,1792,,,Allemagne et Pologne - par terre,Exports,,,,67278000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
32,Tableau Général,1792,,,"Suisse, ses Alliées et Genève",Exports,,,,53351000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
34,Tableau Général,1792,,,Danemarck et Norwège,Exports,,,,9222000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
36,Tableau Général,1792,,,Suède,Exports,,,,3935000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
38,Tableau Général,1792,,,Prusse - par mer,Exports,,,,12549000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
40,Tableau Général,1792,,,Russie,Exports,,,,4569000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
42,Tableau Général,1792,,,États-Unis d'Amérique,Exports,,,,5622000,,,,,sources/Tableau Général/AN_F12_252_et_F12_1834B_Exports_1792.csv,AN F12 252 et F12 1834B,5,,,,,Guillaume Daudin,,"Commerce européen : 720188000 dont 293 084000 denrées des Isles Françaises de l'Amérique, 30029000 de Marchandises provenantes du Commerce Française dans l'Inde et 397075000 en articles de toutes autres espèces",,,,,,,,,,
