goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
baratte,1,,non,483234
barbançons,6,,non,483234
barbançons de grès,14,,non,483234
barbançons de terre,15,,non,483234
barbançons de terre de grès,1,,non,483234
barbançons de verre,1,,non,483234
barbe de baleine,10,,non,483234
barbotine,43,,non,483234
barbotines,0,,oui,483234
barbues,1,,non,483234
barbues couvertes d'étamine,1,,non,483234
barbues de grès,14,,non,483234
barbues de terre,1,,non,483234
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,,non,483234
bardes,5,,non,483234
barilleau,8,,non,483234
barilleau de laine,2,,non,483234
barils,9,,non,483234
barils à poudre,5,,non,483234
barils ancres,1,,non,483234
barils de chêne,1,,non,483234
barils de fer-blanc,1,,non,483234
barils de fer-blanc simples,1,,non,483234
barils de sapin,1,,non,483234
barils de tonnelier,2,,non,483234
barils de vin de ???,4,,non,483234
barils doubles de fer-blanc,1,,non,483234
barils neufs,1,,non,483234
barils petits,2,,non,483234
barils pour saler sardines,1,,non,483234
barils vides,114,,non,483234
barils vides de sardines,2,,non,483234
barils vieux,1,,non,483234
barois,8,,non,483234
baromètre,6,,non,483234
barques,2,,non,483234
barques démontées,1,,non,483234
barques en bottes,1,,non,483234
barquettes,1,,non,483234
barquettes et nacelles,1,,non,483234
barquettes vieilles,1,,non,483234
barreau de laine,2,,non,483234
barreaux,3,,non,483234
barreaux de bois,8,,non,483234
barreaux de bois et planches de bois,6,,non,483234
barreaux de sapin,2,,non,483234
barreaux de sapin de 10 pieds,1,,non,483234
barreaux neufs,2,,non,483234
barres,4,,non,483234
barres à nègre,1,,non,483234
barres carrées de fer étiré,6,,non,483234
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,,non,483234
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,,non,483234
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,,non,483234
barres carrées de fer étiré de moins de 15 millimètres,1,,non,483234
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,,non,483234
barres d'acier,0,,oui,483234
barres d'anspect en bois,1,,non,483234
barres d'anspects,96,,non,483234
barres d'anspects et barres de cabestan,1,,non,483234
barres d'étain,3,,non,483234
barres d'étain ou blocs d'étain,2,,non,483234
barres de barrique,1,,non,483234
barres de bois,37,,non,483234
barres de cabestan,65,,non,483234
barres de cabestan en bois,2,,non,483234
barres de chêne,1,,non,483234
barres de chêne petites,1,,non,483234
barres de cuivre,1,,non,483234
barres de fer,2691,,non,483234
barres de fer à frire,1,,non,483234
barres de fer blanc,2,,non,483234
barres de fer d'Espagne,3,,non,483234
barres de fer de Suède,2,,non,483234
barres de fer étiré,2,,non,483234
barres de futel,1,,non,483234
barres de guindeau,45,,non,483234
barres de sapin,2,,non,483234
barres de sapin de 3 à 4 pieds,1,,non,483234
barres de sapin pour fonçaille,1,,non,483234
barres et verges de fer,15,,non,483234
barres fines de fer,1,,non,483234
barres maître-fond,1,,non,483234
barres plates de fer étiré,6,,non,483234
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,,non,483234
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,,non,483234
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,,non,483234
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,,non,483234
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,,non,483234
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,,non,483234
barres pour édifices,1,,non,483234
barres pour édifiées,1,,non,483234
barres rondes de fer étiré,6,,non,483234
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,,non,483234
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,,non,483234
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,,non,483234
barres rondes de fer étiré de moins de 15 millimètres ou 7 lignes diamètres,1,,non,483234
barrettes,1,,non,483234
barrettes de cuivre,3,,non,483234
barrettes de fer,1,,non,483234
barriques,53,,non,483234
barriques à eau,2,,non,483234
barriques cerclées de fer,1,,non,483234
barriques cerclées de fer et vides,1,,non,483234
barriques cerclées et fer,0,,oui,483234
barriques en bœuf,1,,non,483234
barriques neuves,5,,non,483234
barriques vides,93,,non,483234
barriques vides vieilles,48,,non,483234
barriques vieilles,21,,non,483234
bas,11,,non,483234
bas à crin d'or et de soie,1,,non,483234
bas communs,2,,non,483234
bas d'estam,1,,non,483234
bas d'estame,68,,non,483234
bas d'estame fins,2,,non,483234
bas d'étoffe,1,,non,483234
bas de bourre de soie,6,,non,483234
bas de Carcassone,1,,non,483234
bas de castor,11,,non,483234
bas de chamois,19,,non,483234
bas de coton,566,Coton de toute espèce,non,8299
bas de coton 1300 lignes,1,,non,483234
bas de coton de femme,1,,non,483234
bas de coton en paires,1,,non,483234
bas de coton et bas de fil,324,Coton de toute espèce,non,8299
bas de coton et bas de fil et bas de soie,1,,non,483234
bas de coton et bas de fil par paires,1,,non,483234
bas de coton et bas de soie,1,,non,483234
bas de coton et bonnets de coton,30,,non,483234
bas de coton et laine,1,,non,483234
bas de coton pour enfant,1,,non,483234
bas de coton pour femme,1,,non,483234
bas de coton pour homme,1,,non,483234
bas de fil,707,,non,483234
bas de fil commun,21,,non,483234
bas de fil d'or,2,,non,483234
bas de fil divers,1,,non,483234
bas de fil et bas de laine,1,,non,483234
bas de fil et bonnets,2,,non,483234
bas de fil et pour femme,2,,non,483234
bas de fil et pour homme,1,,non,483234
bas de fil par paires,3,,non,483234
bas de filoselle,258,,non,483234
bas de Flandre d'homme,1,,non,483234
bas de Flandre de femme,1,,non,483234
bas de fleuret,83,,non,483234
bas de laine,807,Lainage,non,9492
bas de laine 40 lignes,1,,non,483234
bas de laine communs,9,,non,483234
bas de laine d'homme,1,,non,483234
bas de laine de Ségovie,3,,non,483234
bas de laine écarlate,2,,non,483234
bas de laine et bas de soie,1,,non,483234
bas de laine et bonnets de laine,7,,non,483234
bas de laine et gants de laine et bonnets de laine,2,,non,483234
bas de laine fin,17,,non,483234
bas de laine grossière,21,,non,483234
bas de laine par paires,2,,non,483234
bas de mulet,1,,non,483234
bas de peau,14,,non,483234
bas de poil,8,,non,483234
bas de poil et bas de soie,3,,non,483234
bas de Saint-Mexant,7,,non,483234
bas de Ségovie,2,,non,483234
bas de soie,1413,Soie,non,10399
bas de soie à coins d'argent,1,,non,483234
bas de soie à coins d'or,2,,non,483234
bas de soie à coins d'or et bas de soie à coins d'argent,2,,non,483234
bas de soie brodés,1,,non,483234
bas de soie brodés d'or,1,,non,483234
bas de soie brodés d'or et bas de soie brodés d'argent,1,,non,483234
bas de soie de Chine,1,,non,483234
bas de soie de Chine pour femme,1,,non,483234
bas de soie de Chine pour homme,1,,non,483234
bas de soie et gants de soie,1,,non,483234
bas de soie pour femme,27,,non,483234
bas de soie pour homme,28,,non,483234
bas de soie pour teindre,1,,non,483234
bas de soie vieux,3,,non,483234
bas de toile,1,,non,483234
bas des îles et des Indes,0,,oui,483234
bas des Îles et des Indes,1,,non,483234
bas des Indes de poil,1,,non,483234
bas drapés,1,,non,483234
bas écriers,1,,non,483234
bas et bonnets de castor,1,,non,483234
bas et bonnets de fil,4,,non,483234
bas et gants de poil,1,,non,483234
bas étrillés,1,,non,483234
bas gants et bonnets de laine fil et coton,2,,non,483234
bas grossiers,4,,non,483234
bas pour femme,1,,non,483234
bas pour homme,1,,non,483234
bas-relief de marbre,1,,non,483234
basanes,46,,non,483234
basanes apprêtées,1,,non,483234
basanes de mouton,9,,non,483234
basanes de mouton tannées,2,,non,483234
basanes de veau,4,,non,483234
basanes tannées,292,,non,483234
basanes tannées de veau,8,,non,483234
basannes,0,,oui,483234
basannes de mouton tannées,0,,oui,483234
basannes de veau tannées,0,,oui,483234
basannes tannées,0,,oui,483234
basin,686,,non,483234
basin argent et or,1,,non,483234
basin blanc,4,,non,483234
basin blanc de 10 aunes,1,,non,483234
basin blanc de 11 aunes,1,,non,483234
basin blanc de fil,1,,non,483234
basin brodé,7,,non,483234
basin brodé de soie,1,,non,483234
basin brodé de soie et d'or,1,,non,483234
basin clair mêlé de coton,1,,non,483234
basin commun,16,,non,483234
basin coton,1,,non,483234
"basin de Bruges écru en pièce de 11,5 aunes",1,,non,483234
basin de coton et basin de fil,2,,non,483234
basin de coton et Nankin de coton,0,,oui,483234
basin de coton et Nankin de coton et toile de coton,0,,oui,483234
basin de fil,4,,non,483234
basin de fil et de coton,2,,non,483234
basin de Godelour,1,,non,483234
basin de lin,2,,non,483234
basin de lin peint,1,,non,483234
basin de Rouen,1,,non,483234
basin de soie,1,,non,483234
basin de Troyes,11,,non,483234
basin des Indes,47,,non,483234
basin en aunes,1,,non,483234
basin et Nakin,0,,oui,483234
basin et Nankin,99,,non,483234
basin peint,1,,non,483234
basin pièces de 11 aunes,1,,non,483234
basin pièces de 15 aunes,1,,non,483234
basin pièces de 40 aunes,1,,non,483234
basin rayé,1,,non,483234
basin sec fil,1,,non,483234
basin tout coton,1,,non,483234
basin uni et Nankin uni,38,,non,483234
baspormettes,1,,non,483234
basse,6,,non,483234
basse de viole,12,,non,483234
basse et bassons,1,,non,483234
basse et chapeaux chinois,2,,non,483234
bassin à barbe,1,,non,483234
bassin à barbe de cuivre,1,,non,483234
bassin à cassave,1,,non,483234
bassin d'étain,28,,non,483234
bassin de barbe,1,,non,483234
bassin de bois,1,,non,483234
bassin de cuivre,122,,non,483234
bassin de cuivre grand,1,,non,483234
bassin de cuivre jaune,13,,non,483234
bassin de cuivre jaune et chaudron de cuivre jaune,1,,non,483234
bassin de cuivre jaune pour l'entrepôt à la destination de la Compagnie des Indes,1,,non,483234
bassin de cuivre petit,1,,non,483234
bassin de cuivre pour l'entrepôt pour Guinée,1,,non,483234
bassin de fer,8,,non,483234
bassin de marbre,1,,non,483234
bassines de cuivre,6,,non,483234
bassons,5,,non,483234
bassons clarinettes,2,,non,483234
bast et écorce d'arbre et foularde,4,,non,483234
batanomes,146,,non,483234
batanony,3,,non,483234
bâtardes,1,,non,483234
batavia,7,,non,483234
bateaux,9,,non,483234
bateaux à pêcher,3,,non,483234
bateaux neufs,40,,non,483234
bâtiments de mer,21,,non,483234
bâtiments de mer et apparaux,0,,oui,483234
bâtiments de mer vieux,1,,non,483234
bâtiments naufragés,1,,non,483234
batiste,559,Toiles de batistes et linons,non,760
batiste blanche,1,,non,483234
batiste brochée,1,,non,483234
batiste de 12 aunes,1,,non,483234
batiste de fil,12,,non,483234
batiste de lin,15,,non,483234
batiste de lin et linon de lin,14,,non,483234
batiste écrue,2,,non,483234
batiste et fine,0,,oui,483234
batiste et linog,0,Toiles de batistes et linons,oui,760
batiste et linon,135,Toiles de batistes et linons,non,760
batiste et linon de chanvre,2,,non,483234
batiste et linon de chanvre et de lin,7,,non,483234
batiste fine,8,,non,483234
batiste grise,1,,non,483234
batiste Lorient,1,,non,483234
batonge de bois,1,,non,483234
bâtons,5,,non,483234
bâtons à chandelle,2,,non,483234
bâtons à étendre le linge,1,,non,483234
bâtons à faire cercles,1,,non,483234
bâtons à frottoir,1,,non,483234
bâtons à gaffes,6,,non,483234
bâtons à lave-place,18,,non,483234
bâtons à œillets,1,,non,483234
bâtons à pinceaux,1,,non,483234
bâtons d'éventails d'ivoire,1,,non,483234
bâtons de bois,2,,non,483234
bâtons de bois peints,1,,non,483234
bâtons de bois vernis,1,,non,483234
bâtons de brosses à goudronner,1,,non,483234
bâtons de cap,1,,non,483234
bâtons de colliers,3,,non,483234
bâtons de fer,2,,non,483234
bâtons de gabares,1,,non,483234
bâtons de gabares de 14 à 16 pieds,1,,non,483234
bâtons de gaffe,1,,non,483234
bâtons de pompes,1,,non,483234
bâtons de saloups,1,,non,483234
bâtons de sapin,36,,non,483234
bâtons de sapin de 4 pieds de long,2,,non,483234
bâtons de sapin peint,1,,non,483234
bâtons peints,2,,non,483234
bâtons vernis,22,,non,483234
bâts,2,,non,483234
bâts à matelas,1,,non,483234
bâts d'ânes,3,,non,483234
bats de bois,0,,oui,483234
bâts de bois,1,,non,483234
bâts de chevaux,5,,non,483234
bâts de mulets,7,,non,483234
batterie d'airain,5,,non,483234
batterie de cuisine,5,,non,483234
batterie de cuisine en cuivre,5,,non,483234
batterie de cuivre,3,,non,483234
batterie de cuivre à cuisine,0,,oui,483234
batterie de cuivre de fuine,0,,oui,483234
batterie de fer,12,,non,483234
batterie de fer à cuisine,2,,non,483234
batterie de fer coulé,2,,non,483234
batterie de fer-blanc,1,,non,483234
batterie en plaque,1,,non,483234
battes à fer,1,,non,483234
battoirs,1,,non,483234
battoirs à lessive,1,,non,483234
baudeaux,0,,oui,483234
baudriers,30,,non,483234
baudriers de cuir,3,,non,483234
baule,1,,non,483234
baumanes,1,,non,483234
baume,143,,non,483234
baume de benjoin,44,,non,483234
baume de Copahu,123,,non,483234
baume de copahu du Pérou,0,,oui,483234
baume de Copahu et du Pérou,3,,non,483234
baume de gaïac,1,,non,483234
baume de l'Amérique,1,,non,483234
baume de la Mecque,14,,non,483234
baume de storax liquide et en pain,2,,non,483234
baume de storax naturel,3,,non,483234
baume de storax préparé,2,,non,483234
baume de storax préparé en grains,1,,non,483234
baume de storax préparé liquide,29,,non,483234
baume de Sucre,2,,non,483234
baume de Tolu,2,,non,483234
baume de vie,14,,non,483234
baume du Canada,1,,non,483234
baume du Levant,1,,non,483234
baume du Pérou,86,,non,483234
baume et élixir,1,,non,483234
baume et sucs d'espèces particulières,2,,non,483234
baume laque,1,,non,483234
baume noir,1,,non,483234
baume rouge,1,,non,483234
baume tranquille,1,,non,483234
bavette,1,,non,483234
bavoirs,1,,non,483234
bayette,140,,non,483234
bayette blanche,1,,non,483234
bayette blanche aune,1,,non,483234
bayette bleue,7,,non,483234
bayette bleue et rouge,1,,non,483234
bayette de Beauvais,1,,non,483234
bayette de prise,6,,non,483234
bayette des Indes,1,,non,483234
bayette grosse,1,,non,483234
bayette teinte,1,,non,483234
bayette teinte aune,1,,non,483234
bayoulen,1,,non,483234
bazzitte,1,,non,483234
bdellium,21,,non,483234
beau vert broyé,2,,non,483234
beaudeaux,1,,non,483234
beaupré,1,,non,483234
bécasses,9,,non,483234
bécassines,2,,non,483234
becfigues marinés,1,,non,483234
bêches,1,,non,483234
bêches de fer,1,,non,483234
beige,1,,non,483234
béliers brebis et moutons communs,7,,non,483234
béliers mérinos,2,,non,483234
béliers mérinos et métis,7,,non,483234
belinge,1,,non,483234
bem ???,1,,non,483234
bem de Vimoutiers,1,,non,483234
bem pour voile,3,,non,483234
benblanc,1,,non,483234
benfletins,1,,non,483234
Bengale,1,,non,483234
bénitier de marbre,3,,non,483234
bénitier de marbre ouvré,1,,non,483234
bénitier de marbre pesant 250 livres,1,,non,483234
benjoin,151,,non,483234
benjoin du Levant,1,,non,483234
bennes,1,,non,483234
bennes vides,1,,non,483234
berce de fer et lit de fer,1,,non,483234
berceau d'enfant,2,,non,483234
berceau d'osier,1,,non,483234
bergamote,2,,non,483234
bergamotes,111,,non,483234
bergamotes fraîches,1,,non,483234
bergamotes ouvrées,0,,oui,483234
Bergopzoom,5,,non,483234
Bergopzoom aune,1,,non,483234
berline,6,,non,483234
berline et harnais,3,,non,483234
berline garnie de velours,1,,non,483234
berline garnie de velours et crêpine d'or et harnais riche,1,,non,483234
berline vieille,1,,non,483234
bernes,12,,non,483234
bernes de laine,4,,non,483234
bernes ou tapsel,1,,non,483234
bernic,1,,non,483234
besnes,0,,oui,483234
bestiaux,259,,non,483234
bestiaux et bêtes de somme,2,,non,483234
bêtes de somme,151,,non,483234
bêtes de somme et bœuf,1,,non,483234
bêtes de somme et poulains,1,,non,483234
bêtes principalement en mules et mulets,11,,non,483234
bétilles,30,,non,483234
bétilles des Indes,2,,non,483234
betteraves,2,,non,483234
beunne,1,,non,483234
beurre,2333,,non,483234
beurre commun,22,,non,483234
beurre d'Angleterre,1,,non,483234
beurre d'Irlande,21,,non,483234
beurre d'Irlande non comestible,1,,non,483234
beurre d'Irlande salé,10,,non,483234
beurre de Bretagne,18,,non,483234
beurre de cacao,4,,non,483234
beurre de Dixmude,1,,non,483234
beurre du pays,10,,non,483234
beurre du pays salé,8,,non,483234
beurre et fromage,6,,non,483234
beurre fondu,2,,non,483234
beurre frais,18,,non,483234
beurre frais ou fondu,7,,non,483234
beurre frais ou fondu ou salé,2,,non,483234
beurre pour Genève par transit,1,,non,483234
beurre pour l'entrepôt des Îles,5,,non,483234
beurre salé,227,,non,483234
beurreterie en bar de fil blanc,1,,non,483234
beurrière,63,,non,483234
bezoar,5,,non,483234
bezoar du Ponent,1,,non,483234
bibelots et mercerie,1,,non,483234
