goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
Toile de coton,8,,,non,1,386384
toile de coton ???,17,,,non,0,386384
toile de coton à bas,1,,,non,0,386384
toile de coton à fleurs,13,,,non,0,386384
toile de coton à imprimer,1,,,non,0,386384
toile de coton à jamis,1,,non,non,,386384
toile de coton aman,1,,,non,0,386384
toile de coton antoine,1,,,non,0,386384
toile de coton basin,37,,,non,0,386384
toile de coton bisinette,1,,,non,0,386384
toile de coton blanche,4,,,non,0,386384
toile de coton bleu,4,,,non,0,386384
toile de coton brochée,2,,,non,0,386384
toile de coton commune,5,,,non,0,386384
toile de coton corroyée,1,,,non,0,386384
toile de coton cotonnette,0,,,oui,0,386384
toile de coton d'Angleterre,2,,,non,0,386384
toile de coton d'Antioche,1,,,non,0,386384
toile de coton de ???,3,,,non,0,386384
toile de coton de coton français,4,,,non,0,386384
toile de coton de duvet,1,,,non,0,386384
toile de coton de France,2,,,non,0,386384
toile de coton de Guinée,0,,,oui,0,386384
toile de coton de juve,1,,,non,0,386384
toile de coton de la Compagnie,1,,,non,0,386384
toile de coton de Rouen,4,,,non,0,386384
toile de coton demitte,1,,,non,0,386384
toile de coton des Indes,93,,,non,1,386384
toile de coton des Indes brodée,1,,,non,0,386384
toile de coton dite armanie,2,,,non,0,386384
toile de coton dite Guinée,0,,,oui,0,386384
toile de coton du Levant,8,,,non,0,386384
toile de coton du Piémont,1,,,non,0,386384
toile de coton en siamoise,5,,,non,0,386384
toile de coton escamitte,1,,,non,0,386384
toile de coton et de fil,531,,,non,0,386384
toile de coton et de fil à fleurs,14,,,non,,386384
toile de coton et de fil de Cholet à robes,4,,,non,0,386384
toile de coton et de fil imprimée,6,,,non,0,386384
toile de coton et de fil peinte,2,,,non,0,386384
toile de coton et de fil pour mouchoirs,2,,,non,0,386384
toile de coton et de fil teinte,6,,,non,0,386384
toile de coton et de fil teinté,0,,,oui,0,386384
toile de coton et de laine,1,,,non,0,386384
toile de coton et de lin,6,,,non,0,386384
toile de coton et Nankin,0,Hors Canada,,oui,0,154362
toile de coton et soie,2,,,non,0,386384
toile de coton étranger,1,,,non,0,386384
toile de coton étranger et des Indes,1,,,non,0,386384
toile de coton étrangère,4,,,non,0,386384
toile de coton façon de Nankin,0,,,oui,0,386384
toile de coton fine,8,,,non,0,386384
toile de coton forte,1,,,non,0,386384
toile de coton haut prix et teinte,1,,,non,0,386384
toile de coton imprimée,20,,,non,0,386384
toile de coton imprimée aune,1,,,non,0,386384
toile de coton imprimée et à haut prix,2,,,non,0,386384
toile de coton imprimée et bas prix,0,,,oui,0,386384
toile de coton imprimée et haut prix,0,,,oui,0,386384
toile de coton imprimée et peigne et peinte,2,,,non,0,386384
toile de coton imprimée et peinte,3,,,non,0,386384
toile de coton imprimée et teinte,1,,,non,0,386384
toile de coton indienne,0,,,oui,0,386384
toile de coton indienne et peinte,0,,,oui,0,386384
toile de coton large,1,,,non,0,386384
toile de coton mousseline,11,,,non,0,386384
toile de coton mousseline Nankin et des Indes,0,Hors Canada,Asie,oui,0,154362
toile de coton nationale,5,,,non,0,386384
toile de coton nationale et peinte,2,,,non,0,386384
toile de coton non ???,1,,,non,0,386384
toile de coton peinte,73,,,non,0,386384
toile de coton persiste,1,,,non,0,386384
toile de coton piquée,2,,,non,0,386384
toile de coton pointe,1,,,non,0,386384
toile de coton pour mouchoirs,1,,,non,0,386384
toile de coton pour mouchoirs teinte,1,,,non,0,386384
toile de coton pour nègre,1,,,non,0,386384
toile de coton quadrillée,1,,,non,0,386384
toile de coton rayée,22,,,non,0,386384
toile de coton rayée ou unie,2,,,non,,386384
toile de coton Rouen,1,,,non,,386384
toile de coton rousse,2,,,non,0,386384
toile de coton saisie,1,,,non,0,386384
toile de coton teinte,8,,,non,0,386384
toile de coton teinte et bas prix,1,,,non,0,386384
toile de coton vieux,1,,,non,0,386384
toile de cottray,12,,,non,0,386384
toile de couleur,12,,,non,0,386384
toile de Courtrai,3,,,non,0,386384
toile de coutil,53,,,non,0,386384
toile de coutil rayée,2,,,non,0,386384
toile de crin,278,,,non,0,386384
toile de crin à tamis,4,,,non,0,386384
toile de crin cirée,7,,,non,0,386384
toile de demi large,1,,,non,0,386384
toile de demi-Hollande,1,,,non,0,386384
toile de Dinan,6,,,non,0,386384
toile de Dinant,2,,,non,0,386384
toile de façon de Hambourg et de Hollande,1,,,non,0,386384
toile de fil,17,,,non,0,386384
toile de fil à carreaux,7,,,non,0,386384
toile de fil blanche,3,,,non,0,386384
toile de fil commune,3,,,non,0,386384
toile de fil coutil,4,,,non,0,386384
toile de fil de ???,1,,,non,0,386384
toile de fil de coton,28,Hors Canada,,non,0,154362
toile de fil de coton siamoise,14,,,non,0,386384
toile de fil en coutil,1,,,non,0,386384
toile de fil et coton,2,,,non,0,386384
toile de fil et de laine,3,,,non,0,386384
toile de fil et de laine de Lille,2,,,non,0,386384
toile de fil et de laine et de Lille,0,,,oui,0,386384
toile de fil et de soie,1,,,non,,386384
toile de fil peinte,2,,,non,0,386384
toile de fil peinte et teinte,27,,,non,0,386384
toile de fil teinte,5,,,non,0,386384
toile de filezie,2,,,non,0,386384
toile de Flandre,36,,,non,0,386384
toile de fleuret de Rouen,2,,,non,0,386384
toile de fleuret et blancard,2,,,non,0,386384
toile de Fougères,53,,,non,0,386384
toile de frame,1,,,non,0,386384
toile de France,3,,,non,0,386384
toile de Frise,12,,,non,0,386384
toile de Gand,1,,,non,0,386384
toile de Grandville,1,,,non,0,386384
toile de Grenade,45,,,non,0,386384
toile de Grenade de lin,5,,,non,0,386384
toile de Grenoble,3,,,non,0,386384
toile de gris,1,,,non,0,386384
toile de Guinée,0,,,oui,0,386384
toile de halle,119,,,non,0,386384
toile de Hanovre,1,,,non,0,386384
toile de haut brin,8,,,non,0,386384
toile de Hollande,60,,,non,0,386384
toile de Hollande blanche,1,,,non,0,386384
toile de Hollande fine de 36 aunes,1,,,non,0,386384
toile de Hollande pièces de 15 aunes,1,,,non,0,386384
toile de Hollande pièces de 30 aunes,1,,,non,0,386384
toile de killis,4,,,non,0,386384
toile de laine,1,,,non,0,386384
toile de laine dite herbage,1,,,non,0,386384
toile de laine pour blutoir,2,,,non,0,386384
toile de laiton,1,,,non,,386384
toile de Landerneau,28,,,non,0,386384
toile de Langenau,0,,,oui,0,386384
toile de Languenan,56,,,non,0,386384
toile de Languenaud,0,,,oui,0,386384
toile de Lauderne,0,,,oui,0,386384
toile de Laval,322,,,non,1,386384
toile de Laval de renvoi,1,,,non,0,386384
toile de Léon,39,,,non,0,386384
toile de Levant,73,,,non,0,386384
toile de Levant diverse,8,,,non,0,386384
toile de Lille,2,,,non,0,386384
toile de Lille à serviettes,2,,,non,0,386384
toile de lin,710,,,non,0,386384
toile de lin à doubler,2,,,non,0,386384
toile de lin à matelas,6,,,non,0,386384
toile de lin au lait,14,,,non,0,386384
toile de lin bas prix et teinte,1,,,non,0,386384
toile de lin blanche,600,,,non,0,386384
toile de lin blanche ??? à la frontière,0,,,oui,0,386384
toile de lin blanche damassée pour nappes et serviettes,0,,,oui,0,386384
toile de lin brochée,4,,,non,0,386384
toile de lin Cambrai,1,,,non,0,386384
toile de lin cirée,1,,,non,0,386384
toile de lin claire,3,,,non,0,386384
toile de lin claire et gaze,2,,,non,0,386384
toile de lin coutel,1,,,non,0,386384
toile de lin coutil,6,,,non,0,386384
toile de lin crue,3,,,non,0,386384
toile de lin d'Abbeville,1,,,non,0,386384
toile de lin d'Alençon,2,,,non,0,386384
toile de lin d'Amiens,1,,,non,0,386384
toile de lin d'Anvers,1,,,non,0,386384
toile de lin d'Arras,1,,,non,,386384
toile de lin de 13 aunes,1,,,non,0,386384
toile de lin de 15 aunes,1,,,non,0,386384
toile de lin de Beaujolais,1,,,non,0,386384
toile de lin de Beauvais,92,,,non,0,386384
toile de lin de Bernay,1,,,non,0,386384
toile de lin de Cholet,104,,,non,0,386384
toile de lin de Flandre,15,,,non,0,386384
toile de lin de Frise,1,,,non,0,386384
toile de lin de Gand,1,,,non,0,386384
toile de lin de Hollande,39,,,non,0,386384
toile de lin de Laval,187,,,non,0,386384
toile de lin de Lille,8,,,non,0,386384
toile de lin de linge de tables,2,,,non,0,386384
toile de lin de linon,6,,,non,0,386384
toile de lin de Marigny,2,,,non,0,386384
toile de lin de ménage,3,,,non,0,386384
toile de lin de Rouen,171,,,non,0,386384
toile de lin de Russie,1,,,non,0,386384
toile de lin de Saint-Quentin,456,,,non,0,386384
toile de lin de Senlis,1,,,non,0,386384
toile de lin de Servins,1,,,non,0,386384
toile de lin de St. Malo,1,,,non,0,386384
toile de lin de Suisse,1,,,non,,386384
toile de lin de Troyes,11,,,non,0,386384
toile de lin de Valenciennes,120,,,non,0,386384
toile de lin du pays,1,,,non,0,386384
toile de lin écrue,4,,,non,0,386384
toile de lin entre large,1,,,non,0,386384
toile de lin et de batiste et linon,72,,,non,0,386384
toile de lin et de chanvre,287,,,non,0,386384
toile de lin et mélangée et de couleur,2,,,non,0,386384
toile de lin façon de Hollande,2,,,non,0,386384
toile de lin fil d'épreuve,6,,,non,0,386384
toile de lin fine à drap,1,,,non,0,386384
toile de lin fine de ???,7,,,non,0,386384
toile de lin fine de Hollande,1,,,non,0,386384
toile de lin grosse,2,,,non,0,386384
toile de lin grosse pointe,1,,,non,0,386384
toile de lin haut prix et teinte,1,,,non,0,386384
toile de lin imprimée,3,,,non,0,386384
toile de lin indigo,1,,,non,0,386384
toile de lin large,2,,,non,0,386384
toile de lin lingerie,4,,,non,0,386384
toile de lin linon,24,,,non,0,386384
toile de lin linon brodée,1,,,non,0,386384
toile de lin linon et Cambrai,1,,,non,0,386384
toile de lin ouvrée,20,,,non,0,386384
toile de lin peinte,13,,,non,0,386384
toile de lin pour emballage,1,,,non,0,386384
toile de lin pour mouchoirs et teinte,1,,,non,0,386384
toile de lin pour robes et rayée,5,,,non,0,386384
toile de lin rayée,3,,,non,0,386384
toile de lin rayée en carreaux,1,,,non,0,386384
toile de lin rayée et teinte,1,,,non,0,386384
toile de lin rousse,4,,,non,0,386384
toile de lin royale,56,,,non,0,386384
toile de lin teinte,15,,,non,0,386384
toile de lin toilette,3,,,non,0,386384
toile de linet,2,,,non,0,386384
toile de linge de tables,30,,,non,0,386384
toile de linge de tables et à serviettes,2,,,non,0,386384
toile de linge vieux,1,,,non,,386384
toile de lingerie,1,,,non,0,386384
toile de linon,8,,,non,0,386384
toile de linon de Saint-Quentin,1,,,non,0,386384
toile de Lisieux,1,,,non,,386384
toile de lisson,1,,,non,0,386384
toile de Locronan,0,,,oui,0,386384
toile de Lombourg,3,,,non,0,386384
toile de Lucarnon,0,,,oui,0,386384
toile de Lyon,3,,,non,0,386384
toile de Lyon teinte,1,,,non,0,386384
toile de Marigny,12,,,non,0,386384
toile de Marigny blanche,1,,,non,0,386384
toile de Marigny écrue,1,,,non,0,386384
toile de Mayenne,1,,,non,0,386384
toile de ménage,159,,,non,0,386384
toile de ménages,0,,,oui,0,386384
toile de ménages blanche,0,,,oui,0,386384
toile de Moncontour,1,,,non,0,386384
toile de montagne,1,,,oui,0,386384
toile de Morlaix,145,,,non,0,386384
toile de Mortagne,137,,,non,0,386384
toile de Mortagne ???,1,,,non,0,386384
toile de mousseline,0,,,oui,0,386384
toile de Moutier,1,,,non,0,386384
toile de Moutiers,1,,,non,0,386384
toile de Noirmoutier,1,,,non,0,386384
toile de paille,4,Hors Canada,,non,1,154362
toile de pays,1,,,non,,386384
toile de peinte,0,,,oui,0,386384
toile de Piémont,17,,,non,0,386384
toile de ploc,0,,,oui,0,386384
toile de plocq,12,,,non,0,386384
toile de poil de chèvre,1,,,non,0,386384
toile de Poldavie,38,,,non,0,386384
toile de Pontigny,1,,,non,0,386384
toile de Pontivy,32,,,non,0,386384
toile de Pontorson,1,,,non,0,386384
toile de Pouldavid,21,,,non,0,386384
toile de prises,0,,,oui,0,386384
toile de Quintin,22,,,non,0,386384
toile de réforme,2,,,non,0,386384
toile de retour,3,,,non,0,386384
toile de rite,1,,,non,0,386384
toile de rouanée,1,,,non,0,386384
toile de Rouen,64,,,non,0,386384
toile de Russie,5,,,non,0,386384
toile de Saint-Gail,5,,,non,0,386384
toile de Saint-Georges,10,,,non,0,386384
toile de Saint-Jean,6,,,non,0,386384
toile de Saint-Quentin,3,,,non,0,386384
toile de Saint-Quentin commune,1,,,non,0,386384
toile de Saintonge,65,,,non,0,386384
toile de Saintonge fine,1,,,non,,386384
toile de Savigny,2,,,non,0,386384
toile de senigat,1,,,non,0,386384
toile de serpillière,2,,,non,0,386384
toile de serviette,3,,,non,0,386384
toile de serviette vieille,1,,,non,0,386384
toile de serviettes,0,,,oui,0,386384
toile de Sevigneau,1,,,non,0,386384
toile de siamoise,313,,,non,0,386384
toile de siamoise au sixième de soie,2,,,non,0,386384
toile de Silésie,6,,,non,0,386384
toile de soie,5,,,non,0,386384
toile de Suisse,41,,,non,0,386384
toile de Surate,1,,,non,,386384
toile de Suvignan,1,,,non,0,386384
toile de table,2,,,non,0,386384
toile de treillis,2,,,non,0,386384
toile de Troyes,12,,,non,0,386384
toile de valenciennes,0,,,oui,0,386384
toile de Valenciennes,43,,,non,0,386384
toile de Vigery,1,,,non,0,386384
toile de ville,1,,,non,,386384
toile de Vimoutiers,29,,,non,0,386384
toile de Vitré,15,,,non,0,386384
toile de Vitrée,3,,,non,0,386384
toile de voile,15,Hors Canada,,non,1,154362
toile découpée,1,,,non,0,386384
toile demitte,2,,,non,0,386384
toile des Flandres,2,,,non,0,386384
toile des Indes,175,,,non,1,386384
toile des Indes ???,4,,,non,0,386384
toile des Indes ??? ??? ??? Indes,1,,,non,0,386384
toile des Indes commerce français,3,,,non,0,386384
toile des Indes diverse,0,,,oui,0,386384
toile des Indes du commerce étranger,2,,,non,0,386384
toile des Indes du commerce français,2,,,non,0,386384
toile des Indes en ??? français,2,,,non,0,386384
toile des Indes et perles,2,,,non,0,386384
toile des Indes gastas,1,,,non,0,386384
toile des Indes imitant celles des Indes,1,,,non,0,386384
toile des Indes peinte,7,,,non,0,386384
toile des Indes peinte de thille,1,,,non,0,386384
toile des Indes Perse du commerce étranger,1,,,non,0,386384
toile des prises,1,,,non,,386384
toile du Béarn,10,,,non,0,386384
toile du Brabant,3,,,non,0,386384
toile du cerf,1,,,non,0,386384
toile du commerce de France et des Indes,18,,,non,1,386384
toile du commerce étranger et des Indes,10,,,non,0,386384
toile du Levant,1,,,non,0,386384
toile du Lyonnais,1,,,non,0,386384
toile du Mans,1,,,non,0,386384
toile du pays,15,,,non,0,386384
toile du Piémont,2,,,non,0,386384
toile dure,12,,,non,0,386384
toile écrue,65,,,non,0,386384
toile écrue commune,1,,,non,0,386384
toile écrue de Languenan,1,,,non,0,386384
toile écrue de lin,55,,,non,0,386384
toile écrue et grise de lin,4,,,non,0,386384
toile écrue et grosse de lin,1,,,non,0,386384
toile écrue large,1,,,non,0,386384
toile écrue pour essuie-mains,1,,,non,0,386384
toile embabis,14,,,non,0,386384
toile emballée,1,,,non,0,386384
toile en ???,1,,,non,0,386384
toile en basin de coton,6,,,non,0,386384
toile en basin de coton brodé en soie,1,,,non,0,386384
toile en chemises,1,,,non,0,386384
toile en claire et de lin,1,,,non,0,386384
toile en fair,2,,,non,0,386384
toile en sacs,4,,,non,0,386384
toile en serviettes,1,,,non,0,386384
toile entre large,8,,,non,0,386384
toile escamite,0,,,oui,0,386384
toile et bonneterie,1,,,non,0,386384
toile et laine à bouquets de laine,1,,,non,0,386384
toile et treillis lustrés,2,,,non,0,386384
toile étoilée,1,,,non,0,386384
toile étoupes de lin,7,,,non,0,386384
toile étoupière,5,,,non,0,386384
toile étrangère,52,,,non,0,386384
toile étroite,42,,,non,0,386384
toile étroite de lin,5,,,non,0,386384
toile étroite et fine,1,,,non,0,386384
toile façon de Hollande,3,,,non,0,386384
toile façon de Silésie,1,,,non,0,386384
toile fil de laine,1,,,non,0,386384
toile fine,48,,,non,0,386384
toile fine de Flandre,1,,,non,0,386384
toile fine de lin,73,,,non,0,386384
toile fine de lin de Valenciennes,6,,,non,0,386384
toile fine et large,1,,,non,0,386384
toile fine rousse,1,,,non,,386384
toile firsacas,0,,,oui,0,386384
toile française,4,,,non,,386384
toile futaine,3,,,non,0,386384
toile galcienne de lin,1,,,non,0,386384
toile glacée,2,,,non,0,386384
toile gommée,4,,,non,0,386384
toile gommée bougron,3,,,non,0,386384
toile gommée et de lin,1,,,non,0,386384
toile gommée et treillis,3,,,non,0,386384
toile gracienne,0,,,oui,0,386384
toile grasse,8,,,non,0,386384
toile gratienne,26,,,non,0,386384
toile gratienne rayée,1,,,non,0,386384
toile grise,107,,,non,0,386384
toile grise de laine,1,,,non,0,386384
toile grise de lin,29,,,non,0,386384
toile grise de lin à 10 sols et en dessous,1,,,non,0,386384
toile grise de lin à 10 sols et en dessus,2,,,non,0,386384
toile grise de lin à 30 sols l'aune,1,,,non,0,386384
toile grise de lin à bas prix,1,,,non,0,386384
toile grise de lin en dessous de 10 sols l'aune,4,,,non,0,386384
toile grise de lin en dessous de 20 sols l'aune,1,,,non,0,386384
toile grise de lin et à 10 sols et en dessous,0,,,oui,0,386384
toile grise de lin et à 30 sols l'aune,0,,,oui,0,386384
toile grise de lin et bas prix,0,,,oui,0,386384
toile grise de lin et en dessous de 10 sols l'aune,0,,,oui,0,386384
toile grise de lin et en dessous de 20 sols l'aune,0,,,oui,0,386384
toile grise non battue,1,,,non,0,386384
toile gros brin,2,,,non,0,386384
toile gros fort,33,,,non,0,386384
toile grosse,222,,,non,0,386384
toile grosse ???,3,,,non,0,386384
toile grosse blanche,1,,,non,0,386384
toile grosse commune,1,,,non,0,386384
toile grosse de lin,32,,,non,0,386384
toile grosse de lin de Saint-Quentin,1,,,non,,386384
toile grosse de lin et pour nègre,4,,,non,0,386384
toile grosse en faces,12,,,non,0,386384
toile grosse et sommiers,6,,,non,0,386384
toile grosse garnie ??? pour prélat,1,,,non,0,386384
toile grossière en pièce de 50 aunes,1,,,non,0,386384
toile haut brin,4,,,non,0,386384
toile haut brin de Dinant,4,,,non,0,386384
toile hivre,1,,,non,0,386384
toile hollande,1,,,non,,386384
toile Hollande de Paris,1,,,non,0,386384
toile hollandille,1,,,non,0,386384
toile hollandille de Paris,2,,,non,0,386384
toile humaine,2,,,non,0,386384
toile idem à carreaux,0,,,oui,0,386384
toile idem blanche,0,,,oui,0,386384
toile idem de halle,0,,,oui,0,386384
toile idem de ménages,0,,,oui,0,386384
toile idem diverse,0,,,oui,0,386384
toile idem entre large,0,,,oui,0,386384
toile idem étroite,0,,,oui,0,386384
toile idem gracienne,0,,,oui,0,386384
toile idem imprimée,0,,,oui,0,386384
toile idem large,0,,,oui,0,386384
toile idem ordinaire,0,,,oui,0,386384
toile idem rosconne,0,,,oui,0,386384
toile idem royale,0,,,oui,0,386384
toile imitant celle des Indes,2,,,non,0,386384
toile imitant celle des Indes et de Rouen,6,,,non,0,386384
toile imitant celle des Indes et nationale,1,,,non,0,386384
toile imprimée,12,,,non,0,386384
toile imprimée et de fil et peinte et teinte,4,,,non,0,386384
